"transcription_factor","target_gene"
"AR","NR3C2"
"AR","TRPM1"
"AR","MME"
"AR","MMP2"
"AR","MMP10"
"AR","MMP19"
"AR","MNAT1"
"AR","MNT"
"AR","MOV10"
"AR","ABCC1"
"AR","MYO1B"
"AR","CITED1"
"AR","MSH3"
"AR","MSH5"
"AR","MSN"
"AR","MSRA"
"AR","MT2A"
"AR","MTAP"
"AR","MTCP1"
"AR","MTHFD1"
"AR","MYO1F"
"AR","MTR"
"AR","MTRR"
"AR","MUSK"
"AR","MX1"
"AR","MXI1"
"AR","MYBPC1"
"AR","MYBPH"
"AR","MYCL1"
"AR","MYF5"
"AR","MYF6"
"AR","MYH2"
"AR","MYH8"
"AR","MYH9"
"AR","MYH11"
"AR","MYL1"
"AR","MYL2"
"AR","MYL4"
"AR","MYLK"
"AR","MYO1D"
"AR","MYO1E"
"AR","MYO5A"
"AR","MYO5B"
"AR","MYO6"
"AR","MYO7B"
"AR","MYO9A"
"AR","MYO9B"
"AR","MYO10"
"AR","PPP1R12A"
"AR","PPP1R12B"
"AR","MYT1"
"AR","NAB1"
"AR","NACA"
"AR","HNRNPM"
"AR","NAP1L4"
"AR","NASP"
"AR","NBN"
"AR","NCAM1"
"AR","NCAM2"
"AR","NCBP1"
"AR","NCK1"
"AR","NDP"
"AR","NDUFA5"
"AR","NDUFC1"
"AR","NDUFS3"
"AR","NDUFS6"
"AR","NDUFV2"
"AR","NEDD4"
"AR","SEPT2"
"AR","NEK1"
"AR","NEK3"
"AR","NF1"
"AR","NF2"
"AR","NFATC1"
"AR","NFATC2"
"AR","NFIA"
"AR","NFATC3"
"AR","NFE2L1"
"AR","NFE2L2"
"AR","NFIB"
"AR","NFIC"
"AR","NFIL3"
"AR","NFIX"
"AR","NFKBIL1"
"AR","NFX1"
"AR","NFYA"
"AR","NFYC"
"AR","NGF"
"AR","NID1"
"AR","NINJ2"
"AR","NNAT"
"AR","NME1"
"AR","NQO2"
"AR","NMT1"
"AR","NNMT"
"AR","NOP2"
"AR","CNOT4"
"AR","NOTCH2"
"AR","NOTCH3"
"AR","NPAS2"
"AR","NPC1"
"AR","NPHP1"
"AR","NPR3"
"AR","SLC11A2"
"AR","NRCAM"
"AR","YBX1"
"AR","NT5E"
"AR","NTF4"
"AR","NTHL1"
"AR","NTRK3"
"AR","ROR1"
"AR","ROR2"
"AR","DDR2"
"AR","NTSR1"
"AR","NUMA1"
"AR","NUP98"
"AR","NR4A2"
"AR","OAZ1"
"AR","OMD"
"AR","OPCML"
"AR","OPHN1"
"AR","OPRD1"
"AR","OR2C1"
"AR","SLC22A18"
"AR","OSBP"
"AR","CLDN11"
"AR","OXCT1"
"AR","OXTR"
"AR","P4HA1"
"AR","PAFAH2"
"AR","PAK1"
"AR","PAK2"
"AR","PALM"
"AR","PAM"
"AR","PAPPA"
"AR","PARK2"
"AR","PARN"
"AR","PAX5"
"AR","PAX7"
"AR","PDCL"
"AR","PBX1"
"AR","PBX3"
"AR","PCCA"
"AR","PCDHGC3"
"AR","PCDH7"
"AR","PCDH9"
"AR","SERPINA5"
"AR","PCMT1"
"AR","PCNT"
"AR","PCSK5"
"AR","PDE1A"
"AR","PDE1C"
"AR","PDE4B"
"AR","PDE4D"
"AR","PDE6A"
"AR","PDE8A"
"AR","PDE9A"
"AR","PDGFRA"
"AR","ENPP1"
"AR","ENPP2"
"AR","ENPP3"
"AR","SLC26A4"
"AR","PDZK1"
"AR","PECAM1"
"AR","PER1"
"AR","PET112"
"AR","PEX1"
"AR","PEX13"
"AR","PEX14"
"AR","PF4"
"AR","PF4V1"
"AR","PFDN1"
"AR","PFDN4"
"AR","ATP8B1"
"AR","PFKFB2"
"AR","VIT"
"AR","PFKP"
"AR","PFN2"
"AR","CDK14"
"AR","PGD"
"AR","PGF"
"AR","PGK1"
"AR","PGM3"
"AR","PGM5"
"AR","PHEX"
"AR","PHF2"
"AR","PHKA1"
"AR","PHKG2"
"AR","SERPINA1"
"AR","SERPINB6"
"AR","SERPINE2"
"AR","PIK3C2B"
"AR","PIK3C2G"
"AR","PIK3C3"
"AR","PIK3CA"
"AR","PIK3CB"
"AR","PIM1"
"AR","PIK3CD"
"AR","PIK3R1"
"AR","PI4KA"
"AR","PI4KB"
"AR","PIN1P1"
"AR","PIP4K2A"
"AR","PITPNA"
"AR","PITX2"
"AR","PKD2"
"AR","PKHD1"
"AR","PKM2"
"AR","PKNOX1"
"AR","PKP1"
"AR","PLAGL2"
"AR","PLCB4"
"AR","PLCG1"
"AR","PLCG2"
"AR","PLEC"
"AR","PLG"
"AR","PLGLB2"
"AR","PLGLB1"
"AR","FXYD3"
"AR","PLOD1"
"AR","PLOD2"
"AR","PLS3"
"AR","PLSCR1"
"AR","PLTP"
"AR","PLXNA2"
"AR","PLXNB1"
"AR","PMAIP1"
"AR","PNOC"
"AR","PMP22"
"AR","PMS1"
"AR","EXOSC9"
"AR","EXOSC10"
"AR","PRRX1"
"AR","UBL3"
"AR","SEPT4"
"AR","POLA1"
"AR","POLR2A"
"AR","POLR2B"
"AR","POLR2E"
"AR","POLR2J"
"AR","POLRMT"
"AR","PON2"
"AR","PPA1"
"AR","PPARA"
"AR","PPARD"
"AR","PPEF1"
"AR","PPM1B"
"AR","PPP1CB"
"AR","PPP1CC"
"AR","PPP1R2"
"AR","PPP1R3C"
"AR","PPP1R7"
"AR","PPP1R10"
"AR","PPP2CB"
"AR","PPP2R1A"
"AR","PPP2R1B"
"AR","PPP2R2B"
"AR","PPP2R3A"
"AR","PPP2R4"
"AR","PPP2R5A"
"AR","PPP2R5C"
"AR","PPP3CA"
"AR","PPP3CB"
"AR","PPP3R1"
"AR","PRCP"
"AR","PREP"
"AR","PRIM1"
"AR","PRIM2"
"AR","PRKAA2"
"AR","PRKAB2"
"AR","PRKACB"
"AR","PKIA"
"AR","PKIB"
"AR","PRKCD"
"AR","PRKCE"
"AR","PRKCH"
"AR","PRKCI"
"AR","PKN2"
"AR","PRKD1"
"AR","PRKG1"
"AR","MAPK4"
"AR","MAPK6"
"AR","MAPK8"
"AR","MAPK10"
"AR","MAP2K1"
"AR","MAP2K2"
"AR","MAP2K5"
"AR","EIF2AK2"
"AR","DNAJC3"
"AR","PRKX"
"AR","PRKY"
"AR","PRLR"
"AR","PROC"
"AR","PROX1"
"AR","PRPS1"
"AR","PRRG1"
"AR","LGMN"
"AR","TMPRSS15"
"AR","HTRA1"
"AR","PSEN1"
"AR","PSEN2"
"AR","PSG1"
"AR","PSG4"
"AR","PSG5"
"AR","PSG6"
"AR","PSG7"
"AR","PSG11"
"AR","PSMA1"
"AR","PSMA2"
"AR","PSMA5"
"AR","PSMB1"
"AR","PSMB2"
"AR","PSMB7"
"AR","PYY"
"AR","PSMC1"
"AR","PSMC4"
"AR","PSMD1"
"AR","PSMD2"
"AR","PSMD3"
"AR","PSMD8"
"AR","PSMD12"
"AR","PTCH1"
"AR","PTGDR"
"AR","PTGER4"
"AR","PTGFR"
"AR","PTGFRN"
"AR","PTGIS"
"AR","PTK2"
"AR","PTK7"
"AR","PTMS"
"AR","QSOX1"
"AR","PTPN2"
"AR","PTPN3"
"AR","PTPN4"
"AR","PTPN9"
"AR","PTPN12"
"AR","PTPN13"
"AR","PTPN14"
"AR","PTPRB"
"AR","PTPRC"
"AR","PTPRD"
"AR","PTPRE"
"AR","PTPRF"
"AR","PTPRG"
"AR","PTPRJ"
"AR","PTPRK"
"AR","PTPRM"
"AR","PTPRO"
"AR","PTPRR"
"AR","PTX3"
"AR","PURB"
"AR","PVT1"
"AR","PXN"
"AR","PYGB"
"AR","RAB3B"
"AR","RAB27A"
"AR","RAB5C"
"AR","RAD21"
"AR","RAD23A"
"AR","RAD23B"
"AR","RAD51B"
"AR","MOK"
"AR","RAF1"
"AR","RALA"
"AR","RALGDS"
"AR","RANBP2"
"AR","RANGAP1"
"AR","RAP1A"
"AR","RAP1GDS1"
"AR","RAP2B"
"AR","RARRES1"
"AR","RARRES2"
"AR","RASA1"
"AR","RASA2"
"AR","RASGRF1"
"AR","RB1"
"AR","RBBP4"
"AR","RBBP7"
"AR","RBBP8"
"AR","RBM3"
"AR","RBMS1"
"AR","RBMS2"
"AR","RCN1"
"AR","RCN2"
"AR","RDH5"
"AR","PRPH2"
"AR","RDX"
"AR","REN"
"AR","UPF1"
"AR","REV3L"
"AR","RFC1"
"AR","RFC4"
"AR","RFX1"
"AR","RFX2"
"AR","RFX3"
"AR","RGS1"
"AR","RGS2"
"AR","RGS3"
"AR","RGS4"
"AR","RGS7"
"AR","RGS12"
"AR","RGS13"
"AR","RHCE"
"AR","RHD"
"AR","RIT2"
"AR","RIT1"
"AR","RLF"
"AR","SNORA63"
"AR","BRD2"
"AR","ABCE1"
"AR","SNORA73A"
"AR","ROBO1"
"AR","ROCK1"
"AR","RORA"
"AR","RORC"
"AR","ROS1"
"AR","RP1"
"AR","RP2"
"AR","RPGR"
"AR","RPA3"
"AR","RPL3"
"AR","RPL10"
"AR","RPL13"
"AR","RPL15"
"AR","RPL23A"
"AR","RPL26"
"AR","RPL31"
"AR","RPL35A"
"AR","RPL37A"
"AR","RPLP1"
"AR","MRPL12"
"AR","RPN1"
"AR","RPS4X"
"AR","RPS6"
"AR","RPS6KA2"
"AR","RPS6KA3"
"AR","RPS12"
"AR","RPS18"
"AR","RRAD"
"AR","RRBP1"
"AR","RREB1"
"AR","RRM2"
"AR","RTKN"
"AR","CLIP1"
"AR","RTN1"
"AR","RTN2"
"AR","RYK"
"AR","RYR3"
"AR","S100A1"
"AR","SORT1"
"AR","S100A2"
"AR","S100A10"
"AR","S100A13"
"AR","VPS52"
"AR","SAFB"
"AR","SAG"
"AR","SATB1"
"AR","MSMO1"
"AR","ATXN1"
"AR","ATXN2"
"AR","ATXN7"
"AR","SCN2A"
"AR","SCN3A"
"AR","SCN5A"
"AR","SCN7A"
"AR","SCN9A"
"AR","SCN10A"
"AR","SCNN1A"
"AR","SCO1"
"AR","SCT"
"AR","SCTR"
"AR","SRL"
"AR","CCL20"
"AR","CXCL6"
"AR","CXCL5"
"AR","SDC2"
"AR","SDC4"
"AR","SDHB"
"AR","SEC14L1"
"AR","TRAPPC2"
"AR","SELPLG"
"AR","SEPW1"
"AR","MAP2K4"
"AR","SFPQ"
"AR","SFRP4"
"AR","SFRP5"
"AR","SRSF3"
"AR","SFSWAP"
"AR","TRA2B"
"AR","SGCD"
"AR","SGCG"
"AR","SGK1"
"AR","SCG5"
"AR","SGTA"
"AR","SH3BGRL"
"AR","ITSN1"
"AR","SH3GL1"
"AR","SHB"
"AR","SHC1"
"AR","FBXW4"
"AR","SIAH2"
"AR","ST3GAL2"
"AR","ST3GAL4"
"AR","ST3GAL3"
"AR","ST8SIA1"
"AR","STIL"
"AR","SIM1"
"AR","SIM2"
"AR","SIX1"
"AR","SKI"
"AR","SKIL"
"AR","SKP1"
"AR","SKP2"
"AR","SLA"
"AR","SLC1A2"
"AR","SLC1A3"
"AR","SLC4A3"
"AR","SLC1A5"
"AR","SLC2A1"
"AR","SLC2A2"
"AR","SLC2A5"
"AR","SLC3A1"
"AR","SLC4A2"
"AR","SMTN"
"AR","SLC5A3"
"AR","SLC6A6"
"AR","SLC7A1"
"AR","SLC8A1"
"AR","SLC9A1"
"AR","SLC9A5"
"AR","SLC12A2"
"AR","SLC12A3"
"AR","SLC16A1"
"AR","SLC16A2"
"AR","SLC20A1"
"AR","SLC20A2"
"AR","SLCO2A1"
"AR","SLC22A1"
"AR","SLC22A3"
"AR","SLC22A5"
"AR","SLIT1"
"AR","SLIT3"
"AR","SLN"
"AR","SNAI2"
"AR","HLTF"
"AR","SMARCC1"
"AR","SMPD2"
"AR","SMS"
"AR","SNAP25"
"AR","SNAPC1"
"AR","SNCA"
"AR","SNRPA1"
"AR","SNRPB2"
"AR","SNRPC"
"AR","SNRPE"
"AR","SNRPN"
"AR","SNTB1"
"AR","SNX1"
"AR","SOAT1"
"AR","SOD2"
"AR","SORD"
"AR","SORL1"
"AR","SOS2"
"AR","SOX4"
"AR","SOX5"
"AR","SOX9"
"AR","SOX11"
"AR","SOX12"
"AR","SP2"
"AR","SP3"
"AR","SP100"
"AR","SPAG1"
"AR","UAP1"
"AR","SPARC"
"AR","SPG7"
"AR","SPINK2"
"AR","SPOCK1"
"AR","SPTAN1"
"AR","SPTBN1"
"AR","SREBF2"
"AR","SRM"
"AR","SRP9"
"AR","SRP14"
"AR","SRP54"
"AR","SRP72"
"AR","SRPK2"
"AR","SSB"
"AR","SSFA2"
"AR","SSR3"
"AR","ST5"
"AR","STAT2"
"AR","STAT4"
"AR","STC1"
"AR","STK4"
"AR","CDKL5"
"AR","STK10"
"AR","STRN"
"AR","STXBP1"
"AR","STXBP3"
"AR","SUPT5H"
"AR","ABCC8"
"AR","SURF2"
"AR","SURF4"
"AR","SUV39H1"
"AR","SVIL"
"AR","VAMP2"
"AR","SYN2"
"AR","SYT1"
"AR","TACC1"
"AR","ADAM17"
"AR","TACR1"
"AR","TAF6"
"AR","TAF11"
"AR","MAP3K7"
"AR","TAP2"
"AR","TBX1"
"AR","TBCD"
"AR","TBCE"
"AR","TBL1X"
"AR","TBX15"
"AR","TBXAS1"
"AR","TCEA3"
"AR","TCF4"
"AR","ZEB1"
"AR","TCF12"
"AR","TCF20"
"AR","VPS72"
"AR","TCP11"
"AR","TCTA"
"AR","DYNLT1"
"AR","TDG"
"AR","TDO2"
"AR","PRDX2"
"AR","TEAD1"
"AR","TEC"
"AR","TEK"
"AR","TERC"
"AR","NR2F2"
"AR","TFDP2"
"AR","TFE3"
"AR","TFPI"
"AR","TGFBI"
"AR","TGFBR1"
"AR","TGM4"
"AR","TGFBR2"
"AR","TGFBR3"
"AR","TGIF1"
"AR","TGM2"
"AR","THBS1"
"AR","THOP1"
"AR","THRA"
"AR","THRB"
"AR","THY1"
"AR","TIA1"
"AR","TIAM1"
"AR","TIE1"
"AR","TIMP2"
"AR","TIMP3"
"AR","TIMP4"
"AR","TKT"
"AR","TLE1"
"AR","TLE3"
"AR","TLE4"
"AR","TLN1"
"AR","TLR2"
"AR","TLR4"
"AR","TLR5"
"AR","TSPAN7"
"AR","TM4SF4"
"AR","TRAPPC10"
"AR","TMSB4X"
"AR","CLDN5"
"AR","CLEC3B"
"AR","TNFAIP3"
"AR","TNFAIP6"
"AR","TNFRSF1A"
"AR","TNNI1"
"AR","TNNT2"
"AR","TNS1"
"AR","TNXB"
"AR","TOP1"
"AR","TOP2B"
"AR","TP53BP1"
"AR","TP53BP2"
"AR","TP73"
"AR","TPD52"
"AR","TPD52L1"
"AR","TPD52L2"
"AR","TPM1"
"AR","TPM2"
"AR","TPM3"
"AR","TPM4"
"AR","TPMT"
"AR","TPT1"
"AR","NR2C2"
"AR","TRAF1"
"AR","TRHR"
"AR","TRIO"
"AR","TRIP6"
"AR","TRPC4"
"AR","TRNAR2"
"AR","TRNAU1"
"AR","TSN"
"AR","PHLDA2"
"AR","TTN"
"AR","TUBA4A"
"AR","TUFT1"
"AR","TNFSF4"
"AR","TXK"
"AR","TXNRD1"
"AR","UBC"
"AR","UBE2D2"
"AR","UBE2D3"
"AR","UBE2E2"
"AR","UBE2G1"
"AR","UBE2H"
"AR","UBE2V2"
"AR","UBP1"
"AR","UFD1L"
"AR","SCGB1A1"
"AR","UGCG"
"AR","UGDH"
"AR","UGP2"
"AR","UGT2B7"
"AR","UCK2"
"AR","COL14A1"
"AR","USP4"
"AR","UPP1"
"AR","USH2A"
"AR","CLRN1"
"AR","UTRN"
"AR","UTY"
"AR","VASP"
"AR","VAV2"
"AR","VCAM1"
"AR","VCL"
"AR","VDAC1"
"AR","VDAC2"
"AR","VEGFC"
"AR","EZR"
"AR","VIPR2"
"AR","VLDLR"
"AR","BEST1"
"AR","VRK2"
"AR","VSNL1"
"AR","VWF"
"AR","WIPF1"
"AR","WHSC1"
"AR","WNT2"
"AR","WNT5A"
"AR","WNT10B"
"AR","WNT2B"
"AR","WRB"
"AR","XBP1"
"AR","XDH"
"AR","XG"
"AR","XPA"
"AR","XPC"
"AR","XPNPEP1"
"AR","XPO1"
"AR","YWHAE"
"AR","YWHAG"
"AR","YWHAH"
"AR","ZFP36"
"AR","ZFX"
"AR","CNBP"
"AR","ZNF19"
"AR","ZNF32"
"AR","ZNF41"
"AR","ZNF143"
"AR","ZBTB16"
"AR","ZNF146"
"AR","TRIM25"
"AR","ZNF148"
"AR","ZBTB17"
"AR","VEZF1"
"AR","ZNF184"
"AR","ZNF187"
"AR","ZNF189"
"AR","ZNF192"
"AR","ZNF200"
"AR","ZNF202"
"AR","ZFAND5"
"AR","ZNF217"
"AR","ZP2"
"AR","ZXDA"
"AR","LUZP1"
"AR","PRDM2"
"AR","DNALI1"
"AR","LRP8"
"AR","LAPTM5"
"AR","EVI5"
"AR","DAP3"
"AR","PXDN"
"AR","ALMS1"
"AR","RNF103"
"AR","PAX8"
"AR","IL1R2"
"AR","MALL"
"AR","SCG2"
"AR","TRR"
"AR","SLMAP"
"AR","USP7"
"AR","RAB7A"
"AR","KCNAB1"
"AR","SLBP"
"AR","ST8SIA4"
"AR","DEK"
"AR","GPANK1"
"AR","TFEB"
"AR","EPM2A"
"AR","ST7"
"AR","NUP214"
"AR","STAM"
"AR","CUBN"
"AR","CCDC6"
"AR","SHOC2"
"AR","ADAM12"
"AR","CSRP3"
"AR","PDHX"
"AR","FOSL1"
"AR","PTP4A2"
"AR","FXR1"
"AR","HMGA2"
"AR","CDK2AP1"
"AR","DPF3"
"AR","ANP32A"
"AR","ST8SIA2"
"AR","SLC7A5"
"AR","SLC14A2"
"AR","SF3A2"
"AR","SYMPK"
"AR","DPF1"
"AR","CLTCL1"
"AR","SYN3"
"AR","HDHD1"
"AR","USP9X"
"AR","TKTL1"
"AR","ARID1A"
"AR","DYSF"
"AR","HIST1H4I"
"AR","TRRAP"
"AR","SNN"
"AR","ACOX3"
"AR","CDC7"
"AR","CDC45"
"AR","FZD6"
"AR","FZD7"
"AR","HIST1H2AB"
"AR","HIST1H2AM"
"AR","HIST2H2AA3"
"AR","HIST1H2BG"
"AR","HIST1H2BO"
"AR","HIST1H3C"
"AR","HIST1H3E"
"AR","HIST1H3J"
"AR","HIST1H3B"
"AR","HIST1H4C"
"AR","HIST1H4H"
"AR","HIST1H4B"
"AR","HIST2H4A"
"AR","MAD1L1"
"AR","PIP5K1A"
"AR","PLA2G6"
"AR","SPARCL1"
"AR","SRPX"
"AR","TAGLN2"
"AR","EEA1"
"AR","BCAR3"
"AR","ANXA9"
"AR","BFSP2"
"AR","LTBP4"
"AR","STK24"
"AR","RECK"
"AR","SDPR"
"AR","NCK2"
"AR","GNPAT"
"AR","DYRK3"
"AR","DYRK2"
"AR","DHX16"
"AR","CUL4B"
"AR","CUL3"
"AR","TTF2"
"AR","TPST2"
"AR","TPST1"
"AR","SUPT3H"
"AR","SORBS2"
"AR","OGT"
"AR","CDC42BPA"
"AR","SEMA7A"
"AR","RGS5"
"AR","MAP4K3"
"AR","PRSS12"
"AR","PPM1D"
"AR","PPFIBP1"
"AR","PPFIA4"
"AR","RANBP3"
"AR","PKP4"
"AR","PIK3R3"
"AR","PEX3"
"AR","ENC1"
"AR","ITGA10"
"AR","GCM1"
"AR","GAS7"
"AR","DGKD"
"AR","CSDA"
"AR","BCAS1"
"AR","AGPS"
"AR","LMO4"
"AR","CGGBP1"
"AR","FCN3"
"AR","BLZF1"
"AR","LGR5"
"AR","BHLHE40"
"AR","PIAS1"
"AR","CDC14B"
"AR","CDC14A"
"AR","KMO"
"AR","PDXK"
"AR","MKNK1"
"AR","PDLIM4"
"AR","CASK"
"AR","STK16"
"AR","TMEFF1"
"AR","RGS20"
"AR","FAM193A"
"AR","SLC25A12"
"AR","RUVBL1"
"AR","RDH16"
"AR","KLF7"
"AR","PPAP2A"
"AR","STC2"
"AR","USO1"
"AR","CADPS"
"AR","CDK13"
"AR","PSMG1"
"AR","TP63"
"AR","JRK"
"AR","SKAP1"
"AR","UNC5C"
"AR","PCDHGB4"
"AR","PTCH2"
"AR","ABCB11"
"AR","NUMB"
"AR","PDE5A"
"AR","IRS2"
"AR","EIF3C"
"AR","EIF3F"
"AR","EIF3H"
"AR","EIF3J"
"AR","SLC4A4"
"AR","EIF4G3"
"AR","VAMP8"
"AR","VAMP4"
"AR","STX16"
"AR","STX11"
"AR","STX10"
"AR","PEA15"
"AR","GALNT4"
"AR","B4GALT4"
"AR","B4GALT3"
"AR","B3GALT4"
"AR","B3GALT2"
"AR","SERPINB7"
"AR","ABCC3"
"AR","SNX4"
"AR","CTNNAL1"
"AR","ADAM19"
"AR","GBF1"
"AR","RNGTT"
"AR","MYH13"
"AR","MYOM1"
"AR","CRADD"
"AR","ADAM23"
"AR","ADAM9"
"AR","CDS2"
"AR","SNAP23"
"AR","NAPG"
"AR","NAPA"
"AR","MTMR1"
"AR","MPDZ"
"AR","TNFRSF10A"
"AR","PEX11B"
"AR","SUCLG2"
"AR","SUCLG1"
"AR","IL1RL2"
"AR","DPM1"
"AR","CDKL1"
"AR","DCAF5"
"AR","SAP30"
"AR","INPP4B"
"AR","CES2"
"AR","IQGAP1"
"AR","NRP2"
"AR","NRP1"
"AR","TMEM11"
"AR","CFLAR"
"AR","WISP3"
"AR","WISP2"
"AR","WISP1"
"AR","HDAC3"
"AR","KAT2B"
"AR","AKAP4"
"AR","ASAP2"
"AR","ALDH1A2"
"AR","NR1I2"
"AR","PER2"
"AR","SYNJ1"
"AR","ST3GAL5"
"AR","IER3"
"AR","SYNJ2"
"AR","CDC123"
"AR","ARHGEF7"
"AR","SPHK1"
"AR","SQSTM1"
"AR","SGPL1"
"AR","FUBP1"
"AR","CDC16"
"AR","SLC5A6"
"AR","TAX1BP1"
"AR","EIF2B3"
"AR","EIF2B2"
"AR","MTMR3"
"AR","MTMR2"
"AR","PRPF4B"
"AR","AP1M1"
"AR","GYG2"
"AR","SGCE"
"AR","BCL10"
"AR","HERC3"
"AR","HERC2"
"AR","MBD4"
"AR","MBD2"
"AR","SKAP2"
"AR","TOP3B"
"AR","CDK5R2"
"AR","KYNU"
"AR","AP3D1"
"AR","BTRC"
"AR","HIST1H2AG"
"AR","HIST1H2BJ"
"AR","P4HA2"
"AR","USP13"
"AR","WASL"
"AR","PLOD3"
"AR","STBD1"
"AR","HSPB3"
"AR","LIMD1"
"AR","TNFSF18"
"AR","KALRN"
"AR","TAF1B"
"AR","MPZL1"
"AR","MAP3K14"
"AR","CLIC3"
"AR","HIP1R"
"AR","PKD2L1"
"AR","CCRL2"
"AR","SEMA5A"
"AR","UBA3"
"AR","SPAG9"
"AR","PSTPIP2"
"AR","GPRC5A"
"AR","MAP7"
"AR","PAPSS1"
"AR","MAP3K6"
"AR","CLDN2"
"AR","TBX19"
"AR","TBX18"
"AR","USP2"
"AR","USP10"
"AR","MTMR7"
"AR","NMI"
"AR","ATP6V0D1"
"AR","INA"
"AR","SLC16A3"
"AR","PDLIM1"
"AR","RQCD1"
"AR","AIFM1"
"AR","CBFA2T2"
"AR","HGS"
"AR","SLC28A1"
"AR","FIBP"
"AR","PCSK7"
"AR","DGKI"
"AR","MYOM2"
"AR","MAP3K13"
"AR","OSMR"
"AR","ARHGEF2"
"AR","RASSF9"
"AR","REPS2"
"AR","SLC24A1"
"AR","ZBED1"
"AR","DCLK1"
"AR","ZMYM4"
"AR","LRRFIP1"
"AR","LRRFIP2"
"AR","XPR1"
"AR","FAIM3"
"AR","LARGE"
"AR","VAPB"
"AR","VAPA"
"AR","NOLC1"
"AR","MAGI1"
"AR","DLGAP2"
"AR","DLGAP1"
"AR","RAB11B"
"AR","NOG"
"AR","MSC"
"AR","DHRS3"
"AR","RPS6KA5"
"AR","MFHAS1"
"AR","MAPKAPK2"
"AR","STK17B"
"AR","STK17A"
"AR","CYTH3"
"AR","CYTH1"
"AR","COPB2"
"AR","WDR46"
"AR","SOCS6"
"AR","ACCN3"
"AR","MMP20"
"AR","KLF4"
"AR","C5orf13"
"AR","PTER"
"AR","COPS2"
"AR","TRIP12"
"AR","TRIP11"
"AR","TRIP10"
"AR","TRIP4"
"AR","GTF3C5"
"AR","CD163"
"AR","B4GALT5"
"AR","CNOT8"
"AR","GLP2R"
"AR","SNAP29"
"AR","EFTUD2"
"AR","TAOK2"
"AR","NDST3"
"AR","RPL23"
"AR","SLC9A3R2"
"AR","SLIT2"
"AR","UBE4A"
"AR","ITGBL1"
"AR","RAB33A"
"AR","NRXN3"
"AR","KIF3B"
"AR","ZFYVE9"
"AR","TGFBRAP1"
"AR","NMT2"
"AR","CD101"
"AR","STOML1"
"AR","GRAP2"
"AR","SEP15"
"AR","LPXN"
"AR","ZRANB2"
"AR","TMPRSS11D"
"AR","ARHGAP29"
"AR","FAM189A2"
"AR","TJP2"
"AR","CDYL"
"AR","ABCG2"
"AR","MED26"
"AR","MED27"
"AR","QKI"
"AR","GSTO1"
"AR","MAP4K4"
"AR","EIF2AK3"
"AR","HOMER2"
"AR","ARHGEF6"
"AR","RASAL2"
"AR","AKAP7"
"AR","SH3BP5"
"AR","CHST3"
"AR","EIF4E2"
"AR","AKAP6"
"AR","ATG5"
"AR","ROCK2"
"AR","MED20"
"AR","SLC25A27"
"AR","STX8"
"AR","PIGL"
"AR","PGS1"
"AR","KIF23"
"AR","SLC4A7"
"AR","MYOT"
"AR","ADAMTS1"
"AR","SPTLC2"
"AR","TBPL1"
"AR","NPEPPS"
"AR","EEF1E1"
"AR","BAG4"
"AR","BAG3"
"AR","BAG2"
"AR","GMFG"
"AR","PTGES"
"AR","TP53I3"
"AR","RAB3D"
"AR","ATP6V1G1"
"AR","MRPL33"
"AR","SEC22B"
"AR","H6PD"
"AR","GABBR2"
"AR","GTF2IRD1"
"AR","CLOCK"
"AR","BRE"
"AR","PREPL"
"AR","ENTPD4"
"AR","KIF20B"
"AR","CREB5"
"AR","WTAP"
"AR","AKAP12"
"AR","IER2"
"AR","NFE2L3"
"AR","RNF14"
"AR","RNF7"
"AR","MTRF1"
"AR","RGS6"
"AR","GNA14"
"AR","FEZ2"
"AR","ARHGEF10"
"AR","ZNF592"
"AR","IKBKE"
"AR","MORF4L2"
"AR","SH3PXD2A"
"AR","MICAL2"
"AR","PPM1F"
"AR","GCC2"
"AR","RALGPS1"
"AR","HS2ST1"
"AR","TTLL4"
"AR","SOCS5"
"AR","ZNF516"
"AR","PDE4DIP"
"AR","LPIN2"
"AR","SAFB2"
"AR","EIF5B"
"AR","IPO13"
"AR","TTI1"
"AR","FAM53B"
"AR","DEPDC5"
"AR","KDM4A"
"AR","N4BP1"
"AR","VGLL4"
"AR","NUP93"
"AR","UBE3C"
"AR","KIAA0391"
"AR","RAPGEF2"
"AR","TRAM2"
"AR","PUM1"
"AR","PCDHGA8"
"AR","HERPUD1"
"AR","KIAA0355"
"AR","KIAA0226"
"AR","USP6NL"
"AR","ECE2"
"AR","NOS1AP"
"AR","SECISBP2L"
"AR","KIAA0408"
"AR","DOCK4"
"AR","SART3"
"AR","HDAC9"
"AR","KNTC1"
"AR","USP34"
"AR","LAPTM4A"
"AR","ZNF536"
"AR","PHACTR2"
"AR","FAM65B"
"AR","SNPH"
"AR","STARD8"
"AR","TBKBP1"
"AR","FRMPD4"
"AR","HDAC4"
"AR","TOX"
"AR","KIAA0513"
"AR","KIAA0247"
"AR","PHF16"
"AR","RAPGEF5"
"AR","BCLAF1"
"AR","ATG13"
"AR","TBC1D5"
"AR","RNF144A"
"AR","MATR3"
"AR","KIAA0586"
"AR","DLGAP5"
"AR","PTDSS1"
"AR","SERTAD2"
"AR","IST1"
"AR","TOMM20"
"AR","CTIF"
"AR","SFI1"
"AR","GIT2"
"AR","URB2"
"AR","TSC22D2"
"AR","ARHGAP11A"
"AR","RGP1"
