"transcription_factor","target_gene"
"SP1","COX4I1"
"SP1","COX7A1"
"SP1","CPS1"
"SP1","CTGF"
"SP1","CTSL1"
"SP1","CXCL1"
"SP1","CYP11A1"
"SP1","CYP17A1"
"SP1","CYP19A1"
"SP1","CYP1A1"
"SP1","CYP21A2"
"SP1","CYP26A1"
"SP1","CYP27A1"
"SP1","CYP27B1"
"SP1","CYP3A4"
"SP1","CYP3A7"
"SP1","CYP7A1"
"SP1","DBH"
"SP1","DKC1"
"SP1","DRD1"
"SP1","E2F1"
"SP1","EDNRB"
"SP1","EFEMP1"
"SP1","EGFR"
"SP1","EGR1"
"SP1","ELK1"
"SP1","ESR1"
"SP1","ETS1"
"SP1","ETS2"
"SP1","EXO1"
"SP1","FAS"
"SP1","FCAR"
"SP1","FES"
"SP1","FGL2"
"SP1","FLI1"
"SP1","FN1"
"SP1","FURIN"
"SP1","GALNS"
"SP1","GAST"
"SP1","GH2"
"SP1","GJA1"
"SP1","GLP1R"
"SP1","GLUD1"
"SP1","GLYAT"
"SP1","GUCA2A"
"SP1","GUCY2C"
"SP1","GYPC"
"SP1","HBZ"
"SP1","HHLA1"
"SP1","HIF1A"
"SP1","HK2"
"SP1","HLA-G"
"SP1","HMBS"
"SP1","HMGA2"
"SP1","HMOX1"
"SP1","HNF4A"
"SP1","HOOK2"
"SP1","HOXA7"
"SP1","HSD17B1"
"SP1","HSD17B4"
"SP1","HSPB1"
"SP1","HTR1A"
"SP1","HTR2A"
"SP1","HTR4"
"SP1","IER3"
"SP1","IGF1R"
"SP1","IGFBP1"
"SP1","IGFBP3"
"SP1","IL10"
"SP1","IL12B"
"SP1","IL13"
"SP1","IL1A"
"SP1","IL1B"
"SP1","IL2"
"SP1","IL2RB"
"SP1","IL3"
"SP1","IL3RA"
"SP1","IMPDH2"
"SP1","ITGA2"
"SP1","ITGAL"
"SP1","ITGAX"
"SP1","JAK3"
"SP1","JUP"
"SP1","KCNA5"
"SP1","KCNH4"
"SP1","KCNMA1"
"SP1","KIAA0146"
"SP1","KIF2A"
"SP1","KIT"
"SP1","KRT16"
"SP1","KRT17"
"SP1","KRT18"
"SP1","KRT5"
"SP1","LDHA"
"SP1","LEF1"
"SP1","LHCGR"
"SP1","LIPE"
"SP1","LOX"
"SP1","LRP8"
"SP1","LTC4S"
"SP1","LTF"
"SP1","MADCAM1"
"SP1","MAT2B"
"SP1","MCAM"
"SP1","MET"
"SP1","MIP"
"SP1","MME"
"SP1","MMP12"
"SP1","MMP14"
"SP1","MMP2"
"SP1","MMP28"
"SP1","MMP9"
"SP1","MNDA"
"SP1","MPG"
"SP1","MUC2"
"SP1","MUC4"
"SP1","MUC5AC"
"SP1","MYBL1"
"SP1","MYBL2"
"SP1","MYC"
"SP1","NPY"
"SP1","NQO2"
"SP1","NR3C1"
"SP1","NRGN"
"SP1","NUP210"
"SP1","ODC1"
"SP1","OPRM1"
"SP1","OXTR"
"SP1","PAFAH1B1"
"SP1","PCK1"
"SP1","PCSK6"
"SP1","PDE6A"
"SP1","PDGFC"
"SP1","PDHA1"
"SP1","PGC"
"SP1","PGR"
"SP1","PLAU"
"SP1","PLAUR"
"SP1","PNOC"
"SP1","POLB"
"SP1","POLG2"
"SP1","PRKCA"
"SP1","PSG1"
"SP1","PTGS2"
"SP1","PTH"
"SP1","PTHLH"
"SP1","PTN"
"SP1","RAG2"
"SP1","RBP1"
"SP1","RGL3"
"SP1","RNMT"
"SP1","RPL10"
"SP1","RPL15"
"SP1","RUNX1"
"SP1","SCARB1"
"SP1","SCNN1G"
"SP1","SERPINA1"
"SP1","SERPINA3"
"SP1","SERPINB2"
"SP1","SERPINE1"
"SP1","SHMT2"
"SP1","SIAH1"
"SP1","SLC19A3"
"SP1","SLC1A4"
"SP1","SLC5A1"
"SP1","SLPI"
"SP1","SMAD4"
"SP1","SOD1"
"SP1","SPI1"
"SP1","SPN"
"SP1","SPP1"
"SP1","SPRY2"
"SP1","SRC"
"SP1","STAR"
"SP1","STARD3"
"SP1","TAF7"
"SP1","TCN2"
"SP1","TERT"
"SP1","TFPI2"
"SP1","TGM4"
"SP1","TIMP1"
"SP1","TIMP2"
"SP1","TNF"
"SP1","TNFRSF10B"
"SP1","TNFRSF8"
"SP1","TNFSF14"
"SP1","TNNC1"
"SP1","TP73"
"SP1","TPI1"
"SP1","TRIM69"
"SP1","TTR"
"SP1","UBE2L3"
"SP1","UBTF"
"SP1","UNG"
"SP1","USF1"
"SP1","USF2"
"SP1","UTRN"
"SP1","VAMP2"
"SP1","VIM"
"SP1","WT1"
"SP1","AGT"
"SP1","ARID4A"
"SP1","ATF2"
"SP1","BTK"
"SP1","CCL20"
"SP1","CCND2"
"SP1","CD83"
"SP1","CDH3"
"SP1","CDKN2B"
"SP1","CDKN2D"
"SP1","CLC"
"SP1","CTF1"
"SP1","DDIT4"
"SP1","DDX5"
"SP1","EPO"
"SP1","EXOC3"
"SP1","FASN"
"SP1","FLII"
"SP1","FOSL1"
"SP1","GPC3"
"SP1","HOXB7"
"SP1","HRAS"
"SP1","HSPA8"
"SP1","IFNGR1"
"SP1","IGFBP2"
"SP1","INSR"
"SP1","ITGAM"
"SP1","ITGAV"
"SP1","ITGB1"
"SP1","JUN"
"SP1","JUND"
"SP1","KCNH8"
"SP1","KRT19"
"SP1","LCAT"
"SP1","LDHB"
"SP1","SMAD2"
"SP1","SMAD3"
"SP1","MAT2A"
"SP1","MCTS1"
"SP1","hsa-miR-365"
"SP1","hsa-miR-34c"
"SP1","hsa-miR-132"
"SP1","hsa-miR-106a"
"SP1","VEGFB"
"SP1","RARA"
"SP1","PSEN1"
"SP1","NFKB2"
"SP1","NOL3"
"SP1","NR3C2"
"SP1","PDGFB"
"SP1","POU5F1"
"SP1","REL"
"SP1","RELA"
"SP1","RORA"
"SP1","RPS3A"
"SP1","SCARF1"
"SP1","TAL1"
"SP1","TGFB1"
"SP1","TINF2"
"SP1","TNFRSF10A"
"SP1","VEGFA"
"SP1","ABCA1"
"SP1","ABCB8"
"SP1","ABCC1"
"SP1","ABCC3"
"SP1","ABCG2"
"SP1","ACO1"
"SP1","ACVRL1"
"SP1","ADAM10"
"SP1","ADAM17"
"SP1","ADAM23"
"SP1","ADRB3"
"SP1","GRK2"
"SP1","AHR"
"SP1","ALOX12"
"SP1","AMACR"
"SP1","APAF1"
"SP1","APLNR"
"SP1","APOA1"
"SP1","APOC3"
"SP1","APOE"
"SP1","ARF6"
"SP1","ASPN"
"SP1","ATM"
"SP1","ATP2A2"
"SP1","ATP2A3"
"SP1","ATP2C1"
"SP1","B4GALT1"
"SP1","B4GALT5"
"SP1","BACE1"
"SP1","BACE2"
"SP1","BAG2"
"SP1","BDKRB1"
"SP1","BIRC5"
"SP1","BLMH"
"SP1","BRD7"
"SP1","BSG"
"SP1","BTS1"
"SP1","C1QBP"
"SP1","C4A"
"SP1","C4B"
"SP1","CA9"
"SP1","CASP3"
"SP1","CBFB"
"SP1","CBS"
"SP1","CCK"
"SP1","CCL5"
"SP1","CCNA2"
"SP1","PROM1"
"SP1","CD151"
"SP1","CD1D"
"SP1","CD2AP"
"SP1","ADGRE5"
"SP1","CDC42BPG"
"SP1","CDH2"
"SP1","CDK4"
"SP1","CDK6"
"SP1","CDKN1B"
"SP1","CDKN2A"
"SP1","CENPH"
"SP1","CENPW"
"SP1","CERS2"
"SP1","CES1"
"SP1","CFTR"
"SP1","CHGA"
"SP1","CHI3L1"
"SP1","CHST4"
"SP1","CIC"
"SP1","CLDN3"
"SP1","COL11A2"
"SP1","COMP"
"SP1","CREB1"
"SP1","CREM"
"SP1","CRMP1"
"SP1","CSNK2A1"
"SP1","CTSB"
"SP1","CTSL"
"SP1","CXADR"
"SP1","CXCL14"
"SP1","CXCL5"
"SP1","CYP1B1"
"SP1","CYP2F1"
"SP1","CYP3A5"
"SP1","CYP7B1"
"SP1","DBF4"
"SP1","DCK"
"SP1","DDB1"
"SP1","DDB2"
"SP1","DHCR24"
"SP1","DMRT1"
"SP1","DNASE2"
"SP1","DNMT1"
"SP1","DNMT3A"
"SP1","DNMT3B"
"SP1","DPYSL2"
"SP1","DRG2"
"SP1","EAPP"
"SP1","EGF"
"SP1","ELF4"
"SP1","ELMO3"
"SP1","ENG"
"SP1","EPOR"
"SP1","ERBB2"
"SP1","ERVW-1"
"SP1","EZR"
"SP1","F10"
"SP1","F2R"
"SP1","F3"
"SP1","F7"
"SP1","FABP6"
"SP1","FASLG"
"SP1","FBLN1"
"SP1","FBN1"
"SP1","FBP1"
"SP1","FGFBP1"
"SP1","FGFR1"
"SP1","FGFR3"
"SP1","FMR1"
"SP1","FOLR1"
"SP1","FOS"
"SP1","FOXM1"
"SP1","FPGS"
"SP1","FUT4"
"SP1","FXR2"
"SP1","GATA3"
"SP1","GCLC"
"SP1","GDA"
"SP1","GDF5"
"SP1","GFER"
"SP1","GIPR"
"SP1","GM2A"
"SP1","GPR39"
"SP1","GRIN1"
"SP1","GSPT1"
"SP1","GSTP1"
"SP1","HAS2"
"SP1","HBEGF"
"SP1","HCN2"
"SP1","HCN4"
"SP1","HDAC4"
"SP1","HGF"
"SP1","HIST2H4A"
"SP1","HMGA1"
"SP1","HPR"
"SP1","HSD11B2"
"SP1","HSD17B11"
"SP1","HSD17B2"
"SP1","HSD3B1"
"SP1","HTT"
"SP1","HYAL1"
"SP1","ICAM1"
"SP1","ID4"
"SP1","IGF2"
"SP1","IGFBP4"
"SP1","IL6"
"SP1","INPP5J"
"SP1","IRF5"
"SP1","IRS2"
"SP1","ISG20"
"SP1","ITGA5"
"SP1","ITGAD"
"SP1","ITGB2"
"SP1","ITGB3"
"SP1","IVL"
"SP1","KCNH2"
"SP1","KCNQ2"
"SP1","KCNQ3"
"SP1","KCTD11"
"SP1","KDR"
"SP1","KIF2C"
"SP1","KISS1"
"SP1","KLF8"
"SP1","KLK3"
"SP1","KRT14"
"SP1","LAMA1"
"SP1","LDHC"
"SP1","LDLR"
"SP1","LEP"
"SP1","LMO4"
"SP1","LOR"
"SP1","LOXL4"
"SP1","LPL"
"SP1","LRP5"
"SP1","LSP1"
"SP1","LTBP4"
"SP1","LYZ"
"SP1","MACROD1"
"SP1","MAOB"
"SP1","MDM2"
"SP1","ME1"
"SP1","MGMT"
"SP1","MICA"
"SP1","MICB"
"SP1","MIF"
"SP1","MMP11"
"SP1","MMRN1"
"SP1","MPO"
"SP1","MTA1"
"SP1","MUC6"
"SP1","MYCN"
"SP1","NDUFV1"
"SP1","NDUFV2"
"SP1","NF1"
"SP1","NFKB1"
"SP1","NKX2-1"
"SP1","NOL7"
"SP1","NOS1"
"SP1","NOS3"
"SP1","NR4A1"
"SP1","NR5A1"
"SP1","NT5E"
"SP1","OAT"
"SP1","P2RX4"
"SP1","P4HA1"
"SP1","PADI1"
"SP1","PADI3"
"SP1","PAX6"
"SP1","PDE6B"
"SP1","PDIA2"
"SP1","PELO"
"SP1","PGLYRP2"
"SP1","PHGDH"
"SP1","PLAA"
"SP1","PLAC1"
"SP1","PLAT"
"SP1","POLD1"
"SP1","POLD2"
"SP1","POLE2"
"SP1","PON1"
"SP1","POR"
"SP1","PPL"
"SP1","PPP2R2B"
"SP1","PRKCE"
"SP1","PRM1"
"SP1","PRNP"
"SP1","PRSS50"
"SP1","PSIP1"
"SP1","PTEN"
"SP1","PTGES"
"SP1","PTGIR"
"SP1","PTK6"
"SP1","PTTG1"
"SP1","RASSF1"
"SP1","RECK"
"SP1","RECQL4"
"SP1","RETN"
"SP1","RGN"
"SP1","SCNN1B"
"SP1","SCT"
"SP1","SCTR"
"SP1","SERPINB5"
"SP1","SGPL1"
"SP1","SIGIRR"
"SP1","SIRT1"
"SP1","SKP2"
"SP1","SLC13A4"
"SP1","SLC15A1"
"SP1","SLC19A1"
"SP1","SLC19A2"
"SP1","SLC25A20"
"SP1","SLC29A1"
"SP1","SLC31A1"
"SP1","SLC39A1"
"SP1","SLC39A8"
"SP1","SLC3A2"
"SP1","SLC4A2"
"SP1","SLC5A8"
"SP1","SLC7A5"
"SP1","SLC9A2"
"SP1","SMARCA1"
"SP1","SMPD1"
"SP1","SNAP25"
"SP1","SNAPC1"
"SP1","SNRPN"
"SP1","SOCS1"
"SP1","SOD2"
"SP1","SOX3"
"SP1","SOX9"
"SP1","SP3"
"SP1","SQSTM1"
"SP1","SREBF1"
"SP1","SRY"
"SP1","ST6GAL1"
"SP1","STK11"
"SP1","SYP"
"SP1","TBX21"
"SP1","TBXA2R"
"SP1","TERF2"
"SP1","TF"
"SP1","TGFA"
"SP1","TGFBR2"
"SP1","TH"
"SP1","THBD"
"SP1","TICAM1"
"SP1","TIMP3"
"SP1","TK1"
"SP1","TLR2"
"SP1","TMPO"
"SP1","TNC"
"SP1","TNFSF10"
"SP1","TNNI3"
"SP1","TPMT"
"SP1","TYMP"
"SP1","TYMS"
"SP1","UBC"
"SP1","UGCG"
"SP1","UGDH"
"SP1","UGT1A4"
"SP1","UGT2B15"
"SP1","USP7"
"SP1","VDR"
"SP1","WAS"
"SP1","WIF1"
"SP1","WRN"
"SP1","XIAP"
"SP1","XPC"
"SP1","YY1"
"SP1","ASPH"
"SP1","CEACAM1"
"SP1","CAD"
"SP1","CD97"
"SP1","COL5A1"
"SP1","CTSD"
"SP1","DHFR"
"SP1","SERPINB1"
"SP1","GCNT1"
"SP1","H2AFZ"
"SP1","MYB"
"SP1","NAB2"
"SP1","NDUFS8"
"SP1","PAEP"
"SP1","PDGFA"
"SP1","SFTPB"
"SP1","SLC2A3"
"SP1","SLC9A3"
"SP1","TFF1"
"SP1","TNXB"
"SP1","UPK1B"
"SP1","UGT8"
"SP1","DLEC1"
"SP1","PADI4"
"SP1","NOX4"
"SP1","IL21R"
"SP1","KCTD10"
"SP1","KIRREL2"
"SP2","PLP1"
"SP2","CD14"
"SP2","CEACAM1"
"SP2","DNMT3A"
"SP2","DNMT3B"
"SP2","HSD17B2"
"SP2","MAT2A"
"SP2","MMP9"
"SP2","PAPSS2"
"SP2","TRA"
"SP2","CDKN2A"
"SP3","CYP27A1"
"SP3","CYP3A7"
"SP3","CYP26A1"
"SP3","CTSL1"
"SP3","CYP1A1"
"SP3","DKC1"
"SP3","F2R"
"SP3","F3"
"SP3","GABRA4"
"SP3","GLP1R"
"SP3","GPD2"
"SP3","HMGA2"
"SP3","HOXB7"
"SP3","DNASE2"
"SP3","ESR1"
"SP3","ETF1"
"SP3","CYP17A1"
"SP3","EXO1"
"SP3","CTSB"
"SP3","COL2A1"
"SP3","ABCA1"
"SP3","ABCA2"
"SP3","ACACA"
"SP3","AGTR1"
"SP3","AOX1"
"SP3","APOA1"
"SP3","BPI"
"SP3","BTK"
"SP3","CA9"
"SP3","CALCR"
"SP3","CCND1"
"SP3","CD14"
"SP3","CD83"
"SP3","CDH5"
"SP3","CDKN1A"
"SP3","IGFBP3"
"SP3","IL12B"
"SP3","IRF3"
"SP3","ITGAD"
"SP3","ITGAV"
"SP3","KLK3"
"SP3","KLKB1"
"SP3","KRT16"
"SP3","LCAT"
"SP3","LECT1"
"SP3","LHB"
"SP3","LIPE"
"SP3","LOR"
"SP3","LTC4S"
"SP3","MAP3K12"
"SP3","MAT2B"
"SP3","MET"
"SP3","MIP"
"SP3","CDKN2B"
"SP3","CDKN2D"
"SP3","CHI3L1"
"SP3","CHRNB4"
"SP3","HSD17B1"
"SP3","COL1A1"
"SP3","CNTN1"
"SP3","IGFBP1"
"SP3","MIPEP"
"SP3","MSH6"
"SP3","MUC2"
"SP3","MUC5AC"
"SP3","MYC"
"SP3","MYCN"
"SP3","NOL3"
"SP3","NOS3"
"SP3","NPR2"
"SP3","OPRM1"
"SP3","PDGFB"
"SP3","PFKP"
"SP3","PGR"
"SP3","POU5F1"
"SP3","RET"
"SP3","RNMT"
"SP3","RORA"
"SP3","SLC1A3"
"SP3","SLC9A3"
"SP3","TGFB1"
"SP3","TGFBR2"
"SP3","TGM4"
"SP3","TIMP2"
"SP3","TLR2"
"SP3","TNC"
"SP3","TNF"
"SP3","TNNC1"
"SP3","TNPO1"
"SP3","USF1"
"SP3","USF2"
"SP3","UTRN"
"SP3","CYP11A1"
"SP3","F2"
"SP3","CXCL1"
"SP3","ACE"
"SP3","ALOX12"
"SP3","ALPL"
"SP3","ATP2A2"
"SP3","BIRC5"
"SP3","BSG"
"SP3","CBS"
"SP3","CD2AP"
"SP3","ADGRE5"
"SP3","CDH2"
"SP3","CDKN2A"
"SP3","CENPH"
"SP3","CETP"
"SP3","CFTR"
"SP3","COL11A2"
"SP3","CTSL"
"SP3","CYP2F1"
"SP3","CYP3A5"
"SP3","CYP46A1"
"SP3","DMRT1"
"SP3","DNMT3A"
"SP3","DNMT3B"
"SP3","EAPP"
"SP3","ERBB2"
"SP3","FBLN1"
"SP3","FBP1"
"SP3","FGFR3"
"SP3","FOXP3"
"SP3","GDF5"
"SP3","GIPR"
"SP3","HBEGF"
"SP3","HDAC4"
"SP3","HGF"
"SP3","HSD17B2"
"SP3","ID4"
"SP3","IGFBP4"
"SP3","ITGA2"
"SP3","KDR"
"SP3","LAMA1"
"SP3","CNMD"
"SP3","LPL"
"SP3","MAOB"
"SP3","MAT2A"
"SP3","MICB"
"SP3","MMP2"
"SP3","MUC4"
"SP3","MUC6"
"SP3","NFKB1"
"SP3","NKX2-1"
"SP3","NOX4"
"SP3","PADI1"
"SP3","PADI3"
"SP3","PLAT"
"SP3","PLAUR"
"SP3","RASSF1"
"SP3","RECK"
"SP3","RELA"
"SP3","SCT"
"SP3","SCTR"
"SP3","SLC19A3"
"SP3","SLC9A2"
"SP3","SOCS3"
"SP3","SOX18"
"SP3","TCN2"
"SP3","TFF1"
"SP3","TFF2"
"SP3","TIMP1"
"SP3","TPMT"
"SP3","TRA"
"SP3","TYMP"
"SP3","UBC"
"SP3","VEGFA"
"SP3","YY1"
"SP3","ASPH"
"SP3","CD97"
"SP3","DCK"
"SP3","HPR"
"SP3","ITGA5"
"SP3","NQO2"
"SP3","RRAS"
"SP3","CXCL5"
"SP3","SFTPB"
"SP3","TERT"
"SP3","UGT8"
"SP3","CCNA1"
"SP3","CYP7B1"
"SP3","DLEC1"
"SP3","PADI4"
"SP3","CENPW"
"SP4","CDKN1A"
"SP4","GABRA4"
"SP4","GPD2"
"SP4","PDE6B"
"SP4","ABCA2"
"SP4","CCND1"
"SP4","ASS1"
"SP4","BIRC5"
"SP4","ERBB2"
"SP4","FGFR3"
"SP4","KDR"
"SP4","MAOB"
"SP4","NFKB1"
"SP4","RELA"
"SP4","YY1"
"SPI1","TNF"
"SPI1","ITGAX"
"SPI1","ACP5"
"SPI1","B2M"
"SPI1","ITGB2"
"SPI1","C21orf33"
"SPI1","CCL5"
"SPI1","CD163"
"SPI1","CD22"
"SPI1","CD33"
"SPI1","CD40"
"SPI1","CD53"
"SPI1","CD58"
"SPI1","CDH13"
"SPI1","CHI3L1"
"SPI1","CLC"
"SPI1","CSF1R"
"SPI1","CTSK"
"SPI1","CXCR2"
"SPI1","CYBB"
"SPI1","DAB2"
"SPI1","ELANE"
"SPI1","ERG"
"SPI1","FCGR1A"
"SPI1","FES"
"SPI1","FLI1"
"SPI1","FLII"
"SPI1","FOLR1"
"SPI1","GATA1"
"SPI1","HES1"
"SPI1","ICAM1"
"SPI1","IGHG3"
"SPI1","IGJ"
"SPI1","IL12B"
"SPI1","IL1B"
"SPI1","IL3"
"SPI1","IL5"
"SPI1","ITGA2"
"SPI1","TLR4"
"SPI1","TLR2"
"SPI1","TGFBR2"
"SPI1","TFEC"
"SPI1","TBXAS1"
"SPI1","SRF"
"SPI1","FLT3"
"SPI1","PML"
"SPI1","RARA"
"SPI1","RUNX1"
"SPI1","RUNX1T1"
"SPI1","SPI1"
"SPI1","hsa-miR-92a"
"SPI1","hsa-miR-342"
"SPI1","hsa-miR-338"
"SPI1","hsa-miR-23a"
"SPI1","hsa-miR-20a"
"SPI1","hsa-miR-19b"
"SPI1","hsa-miR-19a"
"SPI1","SLC11A1"
"SPI1","SERPINB1"
"SPI1","SCARB2"
"SPI1","SCARB1"
"SPI1","S100A9"
"SPI1","RNASE2"
"SPI1","PTCRA"
"SPI1","PRTN3"
"SPI1","PPBP"
"SPI1","PDGFRB"
"SPI1","P2RY10"
"SPI1","NCF1"
"SPI1","MYB"
"SPI1","MSR1"
"SPI1","MPO"
"SPI1","MMP2"
"SPI1","MMP12"
"SPI1","MME"
"SPI1","MCM3AP"
"SPI1","LTF"
"SPI1","KCNMA1"
"SPI1","hsa-miR-18a"
"SPI1","hsa-miR-17"
"SPI1","hsa-miR-155"
"SPI1","hsa-miR-146a"
"SPI1","ZNF202"
"SPI1","WAS"
"SPI1","TYROBP"
"SPI1","REL"
"SPI1","NOS3"
"SPI1","NCF4"
"SPI1","NCF2"
"SPI1","MNDA"
"SPI1","LSP1"
"SPI1","BLZF1"
"SPI1","ITGB1"
"SPI1","ITGAM"
"SPI1","ITGA2B"
"SPI1","IL3RA"
"SPI1","IL1RN"
"SPI1","EBI3"
"SPI1","CSF3R"
"SPI1","CSF2RA"
"SPI1","CSF1"
"SPI1","CIITA"
"SPI1","CD68"
"SPI1","BTK"
"SPI1","ABCB4"
"SPI1","ALOX15"
"SPI1","BCL6"
"SPI1","BPI"
"SPI1","CCL2"
"SPI1","CLEC4G"
"SPI1","CTSG"
"SPI1","CTSS"
"SPI1","CXCR1"
"SPI1","DAPK2"
"SPI1","ERAP2"
"SPI1","FCER1A"
"SPI1","HCK"
"SPI1","IFIT3"
"SPI1","JCHAIN"
"SPI1","IL18"
"SPI1","MACROD1"
"SPI1","MAPK1"
"SPI1","MS4A1"
"SPI1","NSFL1C"
"SPI1","PARG"
"SPI1","PEBP1"
"SPI1","PRG2"
"SPI1","PTGIR"
"SPI1","STAT3"
"SPI1","TNFRSF11A"
"SPI1","ZNF300"
"SPI1","NR3C1"
"SPI1","IL10"
"SRC","hsa-miR-145"
"SRC","hsa-miR-143"
"SREBF1","HK3"
"SREBF1","PKLR"
"SREBF1","PRKCI"
"SREBF1","PRKCZ"
"SREBF1","GCK"
"SREBF1","HK2"
"SREBF1","ACACA"
"SREBF1","ACACB"
"SREBF1","FASN"
"SREBF1","HK1"
"SREBF1","ACLY"
"SREBF1","APOA5"
"SREBF1","AR"
"SREBF1","BCL2L1"
"SREBF1","CAV1"
"SREBF1","CETP"
"SREBF1","CIC"
"SREBF1","FABP6"
"SREBF1","FAS"
"SREBF1","FDFT1"
"SREBF1","FDPS"
"SREBF1","HMOX1"
"SREBF1","IRS2"
"SREBF1","LDLR"
"SREBF1","LPIN1"
"SREBF1","LRP1"
"SREBF1","NR0B2"
"SREBF1","PCK1"
"SREBF1","PCSK9"
"SREBF1","PDX1"
"SREBF1","PPARG"
"SREBF1","SCD"
"SREBF1","SCD5"
"SREBF1","THRSP"
"SREBF1","CASP7"
"SRF","ELK4"
"SRF","ELK1"
"SRF","FOS"
"SRF","ACTA1"
"SRF","CFTR"
"SRF","CREB1"
"SRF","DMD"
"SRF","FHL2"
"SRF","FOSL1"
"SRF","FXN"
"SRF","HMGXB4"
"SRF","KPNA1"
"SRF","KPNB1"
"SRF","LMO7"
"SRF","MCL1"
"SRF","MMP14"
"SRF","MMP2"
"SRF","MMP9"
"SRF","MYL9"
"SRF","PLAU"
"SRF","PLG"
"SRF","PRRX1"
"SRF","SAMD4A"
"SRF","SERPINE1"
"SRF","SMN1"
"SRF","TAGLN"
"SRF","UBE2S"
"SRF","ACTA2"
"SRF","EGR1"
"SRSF1","hsa-miR-222"
"SRSF1","hsa-miR-7"
"SRSF1","hsa-miR-221"
"SRSF1","MYC"
"SRSF1","NFKB1"
"STAT1","JAK3"
"STAT1","TAP1"
"STAT1","TYK2"
"STAT1","PPP2R2D"
"STAT1","PPP2R2C"
"STAT1","PPP2R2B"
"STAT1","PPP2R2A"
"STAT1","PPP2R1B"
"STAT1","PPP2R1A"
"STAT1","PPP2CB"
"STAT1","PPP2CA"
"STAT1","PIAS4"
"STAT1","PIAS3"
"STAT1","PIAS2"
"STAT1","PIAS1"
"STAT1","JAK2"
"STAT1","JAK1"
"STAT1","IRF9"
"STAT1","IFNAR2"
"STAT1","IFNAR1"
"STAT1","EP300"
"STAT1","CXCL9"
"STAT1","CREBBP"
"STAT1","CISH"
"STAT1","CIITA"
"STAT1","VIP"
"STAT1","TP53"
"STAT1","SOCS2"
"STAT1","PSMB9"
"STAT1","PIM1"
"STAT1","MYC"
"STAT1","JUN"
"STAT1","IRF1"
"STAT1","FCGR1A"
"STAT1","CCL2"
"STAT1","BCL6"
"STAT1","SOCS3"
"STAT1","A2M"
"STAT1","APOE"
"STAT1","B3GAT3"
"STAT1","CASP4"
"STAT1","CCND1"
"STAT1","CCND2"
"STAT1","CCND3"
"STAT1","CCR5"
"STAT1","CD40"
"STAT1","CLC"
"STAT1","CSF1"
"STAT1","CXCL10"
"STAT1","CXCL11"
"STAT1","CDKN1A"
"STAT1","CYP19A1"
"STAT1","EGFR"
"STAT1","EXOC3"
"STAT1","FCGR3A"
"STAT1","FIGF"
"STAT1","FOS"
"STAT1","GATA3"
"STAT1","GBP1"
"STAT1","HSP90AA2"
"STAT1","HSPB1"
"STAT1","ICAM1"
"STAT1","IFNA1"
"STAT1","IFNG"
"STAT1","IL2RA"
"STAT1","IL6ST"
"STAT1","IRF7"
"STAT1","LTC4S"
"STAT1","MAT2A"
"STAT1","MET"
"STAT1","MUC1"
"STAT1","NOL3"
"STAT1","NOS2"
"STAT1","PGF"
"STAT1","PLAU"
"STAT1","PRF1"
"STAT1","PTGFR"
"STAT1","PTTG1IP"
"STAT1","REG1A"
"STAT1","REV3L"
"STAT1","RNMT"
"STAT1","SOCS1"
"STAT1","SOCS4"
"STAT1","SOCS5"
"STAT1","SOCS7"
"STAT1","TIMP1"
"STAT1","TIMP3"
"STAT1","TLR2"
"STAT1","TNFRSF8"
"STAT1","VEGFA"
"STAT1","VEGFB"
"STAT1","VEGFC"
"STAT1","ACAT1"
"STAT1","APP"
"STAT1","BAX"
"STAT1","CCL3"
"STAT1","CCR1"
"STAT1","CD22"
"STAT1","CD40LG"
"STAT1","CD86"
"STAT1","CEBPE"
"STAT1","CFTR"
"STAT1","CHAT"
"STAT1","CTSB"
"STAT1","CTSL"
"STAT1","EDN1"
"STAT1","FAS"
"STAT1","FCGRT"
"STAT1","FGF2"
"STAT1","FGFR3"
"STAT1","FOXP3"
"STAT1","GAST"
"STAT1","GLS"
"STAT1","HLA-E"
"STAT1","HMOX1"
"STAT1","HSP90AA1"
"STAT1","IFIT3"
"STAT1","IFNB1"
"STAT1","IFNLR1"
"STAT1","IL10"
"STAT1","IL1B"
"STAT1","IL1R1"
"STAT1","IL27"
"STAT1","IL6"
"STAT1","IRF8"
"STAT1","IVL"
"STAT1","KRT17"
"STAT1","LCN2"
"STAT1","LY96"
"STAT1","MMP13"
"STAT1","MMP9"
"STAT1","MUC4"
"STAT1","MVP"
"STAT1","NOX1"
"STAT1","NOX4"
"STAT1","NOX5"
"STAT1","NR1H4"
"STAT1","OPRM1"
"STAT1","PLSCR1"
"STAT1","PML"
"STAT1","PPARA"
"STAT1","PRKCE"
"STAT1","PTGS2"
"STAT1","S100A10"
"STAT1","SCARB1"
"STAT1","SMARCA4"
"STAT1","STAT2"
"STAT1","STAT3"
"STAT1","TBX21"
"STAT1","TLR3"
"STAT1","TNFSF13B"
"STAT1","UPP1"
"STAT1","XAF1"
"STAT1","TRIM25"
"STAT2","CISH"
"STAT2","CREBBP"
"STAT2","EP300"
"STAT2","IRF9"
"STAT2","JAK1"
"STAT2","JAK2"
"STAT2","JAK3"
"STAT2","PIAS1"
"STAT2","PIAS2"
"STAT2","PIAS3"
"STAT2","CCND2"
"STAT2","CCND3"
