,HMDB,GENE,direction,transport,transport_direction,reversibility
7562,HMDB0037400,SULT2B1,degrading,nan,nan,nan
7563,HMDB0037501,SULT2B1,degrading,nan,nan,nan
7564,HMDB0031175,SULT2B1,degrading,nan,nan,nan
7565,HMDB0035527,SULT2B1,degrading,nan,nan,nan
7566,HMDB0035504,SULT2B1,degrading,nan,nan,nan
7567,HMDB0000258,SULT2B1,degrading,nan,nan,nan
7568,HMDB0035479,SULT2B1,degrading,nan,nan,nan
7569,HMDB0035464,SULT2B1,degrading,nan,nan,nan
7570,HMDB0041661,SULT2B1,degrading,nan,nan,nan
7571,HMDB0035444,SULT2B1,degrading,nan,nan,nan
7572,HMDB0035435,SULT2B1,degrading,nan,nan,nan
7573,HMDB0035426,SULT2B1,degrading,nan,nan,nan
7574,HMDB0000023,SULT2B1,degrading,nan,nan,nan
7575,HMDB0000820,SULT2B1,degrading,nan,nan,nan
7576,HMDB0001863,SULT2B1,degrading,nan,nan,nan
7577,HMDB0061927,SULT2B1,degrading,nan,nan,nan
7578,HMDB0013884,SULT2B1,degrading,nan,nan,nan
7579,HMDB0032231,SULT2B1,degrading,nan,nan,nan
7580,HMDB0000956,SULT2B1,degrading,nan,nan,nan
7581,HMDB0062590,SULT2B1,degrading,nan,nan,nan
7582,HMDB0003344,SULT2B1,degrading,nan,nan,nan
7583,HMDB0002937,SULT2B1,degrading,nan,nan,nan
7584,HMDB0039427,SULT2B1,degrading,nan,nan,nan
7585,HMDB0060921,SULT2B1,degrading,nan,nan,nan
7586,HMDB0060565,SULT2B1,degrading,nan,nan,nan
7587,HMDB0003503,SULT2B1,degrading,nan,nan,nan
7588,HMDB0000913,SULT2B1,degrading,nan,nan,nan
7589,HMDB0000779,SULT2B1,degrading,nan,nan,nan
7590,HMDB0000563,SULT2B1,degrading,nan,nan,nan
7591,HMDB0002643,SULT2B1,degrading,nan,nan,nan
7592,HMDB0033688,SULT2B1,degrading,nan,nan,nan
7593,HMDB0033663,SULT2B1,degrading,nan,nan,nan
7594,HMDB0033624,SULT2B1,degrading,nan,nan,nan
7595,HMDB0037408,SULT2B1,degrading,nan,nan,nan
7596,HMDB0033571,SULT2B1,degrading,nan,nan,nan
7597,HMDB0033538,SULT2B1,degrading,nan,nan,nan
7598,HMDB0033537,SULT2B1,degrading,nan,nan,nan
7599,HMDB0033462,SULT2B1,degrading,nan,nan,nan
7600,HMDB0033343,SULT2B1,degrading,nan,nan,nan
7601,HMDB0041525,SULT2B1,degrading,nan,nan,nan
7602,HMDB0033324,SULT2B1,degrading,nan,nan,nan
7603,HMDB0033323,SULT2B1,degrading,nan,nan,nan
7604,HMDB0033321,SULT2B1,degrading,nan,nan,nan
7605,HMDB0033711,SULT2B1,degrading,nan,nan,nan
7606,HMDB0033290,SULT2B1,degrading,nan,nan,nan
7607,HMDB0033274,SULT2B1,degrading,nan,nan,nan
7608,HMDB0033271,SULT2B1,degrading,nan,nan,nan
7609,HMDB0033099,SULT2B1,degrading,nan,nan,nan
7610,HMDB0040609,SULT2B1,degrading,nan,nan,nan
7611,HMDB0033038,SULT2B1,degrading,nan,nan,nan
7612,HMDB0033014,SULT2B1,degrading,nan,nan,nan
7613,HMDB0035227,SULT2B1,degrading,nan,nan,nan
7614,HMDB0030124,SULT2B1,degrading,nan,nan,nan
7615,HMDB0029478,SULT2B1,degrading,nan,nan,nan
7616,HMDB0032905,SULT2B1,degrading,nan,nan,nan
7617,HMDB0029483,SULT2B1,degrading,nan,nan,nan
7618,HMDB0032904,SULT2B1,degrading,nan,nan,nan
7619,HMDB0037687,SULT2B1,degrading,nan,nan,nan
7620,HMDB0033422,SULT2B1,degrading,nan,nan,nan
7621,HMDB0032793,SULT2B1,degrading,nan,nan,nan
7622,HMDB0032702,SULT2B1,degrading,nan,nan,nan
7623,HMDB0033962,SULT2B1,degrading,nan,nan,nan
7624,HMDB0003654,SULT2B1,degrading,nan,nan,nan
7625,HMDB0029698,SULT2B1,degrading,nan,nan,nan
7626,HMDB0032039,SULT2B1,degrading,nan,nan,nan
7627,HMDB0041679,SULT2B1,degrading,nan,nan,nan
7628,HMDB0032007,SULT2B1,degrading,nan,nan,nan
7629,HMDB0032006,SULT2B1,degrading,nan,nan,nan
7630,HMDB0031996,SULT2B1,degrading,nan,nan,nan
7631,HMDB0037491,SULT2B1,degrading,nan,nan,nan
7632,HMDB0031971,SULT2B1,degrading,nan,nan,nan
7633,HMDB0032336,SULT2B1,degrading,nan,nan,nan
7634,HMDB0031584,SULT2B1,degrading,nan,nan,nan
7635,HMDB0031535,SULT2B1,degrading,nan,nan,nan
7636,HMDB0031361,SULT2B1,degrading,nan,nan,nan
7637,HMDB0030860,SULT2B1,degrading,nan,nan,nan
7638,HMDB0030854,SULT2B1,degrading,nan,nan,nan
7639,HMDB0030851,SULT2B1,degrading,nan,nan,nan
7640,HMDB0030843,SULT2B1,degrading,nan,nan,nan
7641,HMDB0030835,SULT2B1,degrading,nan,nan,nan
7642,HMDB0030824,SULT2B1,degrading,nan,nan,nan
7643,HMDB0000755,SULT2B1,degrading,nan,nan,nan
7644,HMDB0030810,SULT2B1,degrading,nan,nan,nan
7645,HMDB0030809,SULT2B1,degrading,nan,nan,nan
7646,HMDB0030803,SULT2B1,degrading,nan,nan,nan
7647,HMDB0041416,SULT2B1,degrading,nan,nan,nan
7648,HMDB0032838,SULT2B1,degrading,nan,nan,nan
7649,HMDB0030772,SULT2B1,degrading,nan,nan,nan
7650,HMDB0031233,SULT2B1,producing,nan,nan,nan
7651,HMDB0000108,SULT2B1,degrading,nan,nan,nan
7652,HMDB0124925,SULT2B1,degrading,nan,nan,nan
7653,HMDB0030753,SULT2B1,degrading,nan,nan,nan
7654,HMDB0036581,SULT2B1,degrading,nan,nan,nan
7655,HMDB0030745,SULT2B1,degrading,nan,nan,nan
7656,HMDB0030721,SULT2B1,degrading,nan,nan,nan
7657,HMDB0000396,SULT2B1,degrading,nan,nan,nan
7658,HMDB0000354,SULT2B1,degrading,nan,nan,nan
7659,HMDB0000407,SULT2B1,degrading,nan,nan,nan
7660,HMDB0002011,SULT2B1,degrading,nan,nan,nan
7661,HMDB0030708,SULT2B1,degrading,nan,nan,nan
7662,HMDB0041665,SULT2B1,degrading,nan,nan,nan
7663,HMDB0030651,SULT2B1,degrading,nan,nan,nan
7664,HMDB0000008,SULT2B1,degrading,nan,nan,nan
7665,HMDB0000710,SULT2B1,degrading,nan,nan,nan
7666,HMDB0000011,SULT2B1,degrading,nan,nan,nan
7667,HMDB0030649,SULT2B1,degrading,nan,nan,nan
7668,HMDB0030648,SULT2B1,degrading,nan,nan,nan
7669,HMDB0030633,SULT2B1,degrading,nan,nan,nan
7670,HMDB0039245,SULT2B1,degrading,nan,nan,nan
7671,HMDB0030626,SULT2B1,degrading,nan,nan,nan
7672,HMDB0030625,SULT2B1,degrading,nan,nan,nan
7673,HMDB0030614,SULT2B1,degrading,nan,nan,nan
7674,HMDB0031746,SULT2B1,degrading,nan,nan,nan
7675,HMDB0000115,SULT2B1,degrading,nan,nan,nan
7676,HMDB0030584,SULT2B1,degrading,nan,nan,nan
7677,HMDB0035883,SULT2B1,degrading,nan,nan,nan
7678,HMDB0030569,SULT2B1,degrading,nan,nan,nan
7679,HMDB0060382,SULT2B1,producing,nan,nan,nan
7680,HMDB0000253,SULT2B1,degrading,nan,nan,nan
7681,HMDB0000653,SULT2B1,producing,nan,nan,nan
7682,HMDB0000067,SULT2B1,degrading,nan,nan,nan
7683,HMDB0001032,SULT2B1,producing,nan,nan,nan
7684,HMDB0000077,SULT2B1,degrading,nan,nan,nan
7685,HMDB0000061,SULT2B1,degrading,nan,nan,nan
7686,HMDB0001134,SULT2B1,degrading,nan,nan,nan
7687,HMDB0003529,IPMK,producing,nan,nan,nan
7688,HMDB0004527,IPMK,producing,nan,nan,nan
7689,HMDB0001341,IPMK,producing,nan,nan,nan
7690,HMDB0001498,IPMK,degrading,nan,nan,nan
7691,HMDB0000538,IPMK,degrading,nan,nan,nan
7692,HMDB0000061,HS6ST1,degrading,nan,nan,nan
7693,HMDB0001134,HS6ST1,degrading,nan,nan,nan
7694,HMDB0000161,NFS1,degrading,nan,nan,nan
7695,HMDB0000574,NFS1,degrading,nan,nan,nan
7696,HMDB0000125,GSTZ1,degrading,nan,nan,nan
7697,HMDB0001268,GSTZ1,producing,nan,nan,nan
7698,HMDB0002052,GSTZ1,degrading,nan,nan,nan
7699,HMDB0001429,PIP4P1,degrading,nan,nan,nan
7700,HMDB0002111,PIP4P1,degrading,nan,nan,nan
7701,HMDB0001342,PRIM1,degrading,nan,nan,nan
7702,HMDB0000998,PRIM1,degrading,nan,nan,nan
7703,HMDB0001440,PRIM1,degrading,nan,nan,nan
7704,HMDB0000250,PRIM1,degrading,nan,nan,nan
7705,HMDB0001532,PRIM1,degrading,nan,nan,nan
7706,HMDB0000277,SPHK2,producing,nan,nan,nan
7707,HMDB0000252,SPHK2,degrading,nan,nan,nan
7708,HMDB0001383,SPHK2,producing,nan,nan,nan
7709,HMDB0001341,SPHK2,producing,nan,nan,nan
7710,HMDB0000269,SPHK2,degrading,nan,nan,nan
7711,HMDB0000538,SPHK2,degrading,nan,nan,nan
7712,HMDB0000142,PDF,degrading,nan,nan,nan
7713,HMDB0002111,PDF,degrading,nan,nan,nan
7714,HMDB0001967,PDHA2,producing,nan,nan,nan
7715,HMDB0003904,PDHA2,producing,nan,nan,nan
7716,HMDB0001372,PDHA2,degrading,nan,nan,nan
7717,HMDB0000243,PDHA2,degrading,nan,nan,nan
7718,HMDB0007788,PLCB1,producing,nan,nan,nan
7719,HMDB0001498,PLCB1,degrading,nan,nan,nan
7720,HMDB0002111,PLCB1,degrading,nan,nan,nan
7721,HMDB0000148,CTPS2,producing,nan,nan,nan
7722,HMDB0002111,CTPS2,degrading,nan,nan,nan
7723,HMDB0000641,CTPS2,degrading,nan,nan,nan
7724,HMDB0000082,CTPS2,producing,nan,nan,nan
7725,HMDB0001429,CTPS2,producing,nan,nan,nan
7726,HMDB0001341,CTPS2,producing,nan,nan,nan
7727,HMDB0000051,CTPS2,degrading,nan,nan,nan
7728,HMDB0000285,CTPS2,degrading,nan,nan,nan
7729,HMDB0000538,CTPS2,degrading,nan,nan,nan
7730,HMDB0001429,PPP1CA,degrading,nan,nan,nan
7731,HMDB0002111,PPP1CA,degrading,nan,nan,nan
7732,HMDB0000112,GLUL,producing,nan,nan,nan
7733,HMDB0000641,GLUL,producing,nan,nan,nan
7734,HMDB0001429,GLUL,producing,nan,nan,nan
7735,HMDB0001341,GLUL,producing,nan,nan,nan
7736,HMDB0000051,GLUL,degrading,nan,nan,nan
7737,HMDB0000148,GLUL,degrading,nan,nan,nan
7738,HMDB0000538,GLUL,degrading,nan,nan,nan
7739,HMDB0000222,CPT1B,producing,nan,nan,nan
7740,HMDB0001423,CPT1B,producing,nan,nan,nan
7741,HMDB0000062,CPT1B,degrading,nan,nan,nan
7742,HMDB0001338,CPT1B,degrading,nan,nan,nan
7743,HMDB0000696,BHMT,producing,nan,nan,nan
7744,HMDB0000092,BHMT,producing,nan,nan,nan
7745,HMDB0000742,BHMT,degrading,nan,nan,nan
7746,HMDB0000043,BHMT,degrading,nan,nan,nan
7747,HMDB0001429,PPM1E,degrading,nan,nan,nan
7748,HMDB0002111,PPM1E,degrading,nan,nan,nan
7749,HMDB0005794,GLB1,producing,nan,nan,nan
7750,HMDB0003449,GLB1,producing,nan,nan,nan
7751,HMDB0003345,GLB1,producing,nan,nan,nan
7752,HMDB0002111,GLB1,degrading,nan,nan,nan
7753,HMDB0041627,GLB1,degrading,nan,nan,nan
7754,HMDB0002111,PAH,producing,nan,nan,nan
7755,HMDB0002215,PAH,producing,nan,nan,nan
7756,HMDB0002281,PAH,producing,nan,nan,nan
7757,HMDB0000158,PAH,producing,nan,nan,nan
7758,HMDB0001377,PAH,degrading,nan,nan,nan
7759,HMDB0000027,PAH,degrading,nan,nan,nan
7760,HMDB0000159,PAH,degrading,nan,nan,nan
7761,HMDB0001423,KAT2A,degrading,nan,nan,nan
7762,HMDB0001206,KAT2A,degrading,nan,nan,nan
7763,HMDB0001429,EIF4A2,producing,nan,nan,nan
7764,HMDB0001341,EIF4A2,producing,nan,nan,nan
7765,HMDB0002111,EIF4A2,degrading,nan,nan,nan
7766,HMDB0000538,EIF4A2,degrading,nan,nan,nan
7767,HMDB0000538,ERBIN,degrading,unknown,unknown,irreversible
7768,HMDB0001341,ERBIN,producing,unknown,unknown,irreversible
7769,HMDB0000051,FAAH2,producing,nan,nan,nan
7770,HMDB0000207,FAAH2,producing,nan,nan,nan
7771,HMDB0002117,FAAH2,degrading,nan,nan,nan
7772,HMDB0000149,FAAH2,producing,nan,nan,nan
7773,HMDB0001043,FAAH2,producing,nan,nan,nan
7774,HMDB0002111,FAAH2,degrading,nan,nan,nan
7775,HMDB0004080,FAAH2,degrading,nan,nan,nan
7776,HMDB0001406,PARP4,degrading,nan,nan,nan
7777,HMDB0000902,PARP4,degrading,nan,nan,nan
7778,HMDB0059597,SDR16C5,producing,nan,nan,nan
7779,HMDB0001358,SDR16C5,producing,nan,nan,nan
7780,HMDB0000305,SDR16C5,degrading,nan,nan,nan
7781,HMDB0001487,SDR16C5,degrading,nan,nan,nan
7782,HMDB0000902,SDR16C5,degrading,nan,nan,nan
7783,HMDB0001508,AK2,producing,nan,nan,nan
7784,HMDB0000905,AK2,degrading,nan,nan,nan
7785,HMDB0001341,AK2,producing,nan,nan,nan
7786,HMDB0000045,AK2,degrading,nan,nan,nan
7787,HMDB0000538,AK2,degrading,nan,nan,nan
7788,HMDB0000217,NADK,producing,nan,nan,nan
7789,HMDB0001341,NADK,producing,nan,nan,nan
7790,HMDB0000902,NADK,degrading,nan,nan,nan
7791,HMDB0000538,NADK,degrading,nan,nan,nan
7792,HMDB0000123,LAP3,producing,nan,nan,nan
7793,HMDB0000574,LAP3,producing,nan,nan,nan
7794,HMDB0000078,LAP3,degrading,nan,nan,nan
7795,HMDB0000162,LAP3,degrading,nan,nan,nan
7796,HMDB0002111,LAP3,degrading,nan,nan,nan
7797,HMDB0000538,ATP2B4,degrading,c->e,out,irreversible
7798,HMDB0002111,ATP2B4,degrading,c->e,out,irreversible
7799,HMDB0000464,ATP2B4,producing,e->c,in,irreversible
7800,HMDB0059597,ATP2B4,producing,e->c,in,irreversible
7801,HMDB0001429,ATP2B4,producing,c->e,out,irreversible
7802,HMDB0001341,ATP2B4,producing,c->e,out,irreversible
7803,HMDB0001967,MLYCD,producing,nan,nan,nan
7804,HMDB0001206,MLYCD,producing,nan,nan,nan
7805,HMDB0001175,MLYCD,degrading,nan,nan,nan
7806,HMDB0001388,PLA2G5,degrading,nan,nan,nan
7807,HMDB0000673,PLA2G5,degrading,nan,nan,nan
7808,HMDB0001043,PLA2G5,degrading,nan,nan,nan
7809,HMDB0002111,PLA2G5,degrading,nan,nan,nan
7810,HMDB0000169,MAN1C1,degrading,nan,nan,nan
7811,HMDB0002111,MAN1C1,degrading,nan,nan,nan
7812,HMDB0001220,PTGES2,producing,nan,nan,nan
7813,HMDB0001381,PTGES2,degrading,nan,nan,nan
7814,HMDB0060415,HPRT1,producing,nan,nan,nan
7815,HMDB0014496,HPRT1,degrading,nan,nan,nan
7816,HMDB0060414,HPRT1,producing,nan,nan,nan
7817,HMDB0060412,HPRT1,degrading,nan,nan,nan
7818,HMDB0060416,HPRT1,producing,nan,nan,nan
7819,HMDB0015167,HPRT1,degrading,nan,nan,nan
7820,HMDB0000292,HPRT1,producing,nan,nan,nan
7821,HMDB0001554,HPRT1,degrading,nan,nan,nan
7822,HMDB0000034,HPRT1,producing,nan,nan,nan
7823,HMDB0000045,HPRT1,degrading,nan,nan,nan
7824,HMDB0000132,HPRT1,producing,nan,nan,nan
7825,HMDB0001397,HPRT1,degrading,nan,nan,nan
7826,HMDB0000280,HPRT1,producing,nan,nan,nan
7827,HMDB0000157,HPRT1,producing,nan,nan,nan
7828,HMDB0000250,HPRT1,degrading,nan,nan,nan
7829,HMDB0000175,HPRT1,degrading,nan,nan,nan
7830,HMDB0000061,CHST12,producing,nan,nan,nan
7831,HMDB0000629,CHST12,degrading,nan,nan,nan
7832,HMDB0001134,CHST12,degrading,nan,nan,nan
7833,HMDB0004472,CYP3A4,degrading,nan,nan,nan
7834,HMDB0059609,CYP3A4,producing,nan,nan,nan
7835,HMDB0014659,CYP3A4,degrading,nan,nan,nan
7836,HMDB0000733,CYP3A4,producing,nan,nan,nan
7837,HMDB0000761,CYP3A4,degrading,nan,nan,nan
7838,HMDB0011637,CYP3A4,producing,nan,nan,nan
7839,HMDB0000951,CYP3A4,degrading,nan,nan,nan
7840,HMDB0002111,CYP3A4,producing,nan,nan,nan
7841,HMDB0000217,CYP3A4,producing,nan,nan,nan
7842,HMDB0001091,CYP3A4,producing,nan,nan,nan
7843,HMDB0001377,CYP3A4,degrading,nan,nan,nan
7844,HMDB0000221,CYP3A4,degrading,nan,nan,nan
7845,HMDB0014611,CYP3A4,degrading,nan,nan,nan
7846,HMDB0001429,TWNK,producing,nan,nan,nan
7847,HMDB0001341,TWNK,producing,nan,nan,nan
7848,HMDB0002111,TWNK,degrading,nan,nan,nan
7849,HMDB0000538,TWNK,degrading,nan,nan,nan
7850,HMDB0000250,DNTT,degrading,nan,nan,nan
7851,HMDB0000951,BAAT,producing,nan,nan,nan
7852,HMDB0000637,BAAT,producing,nan,nan,nan
7853,HMDB0006292,BAAT,degrading,nan,nan,nan
7854,HMDB0000036,BAAT,producing,nan,nan,nan
7855,HMDB0000251,BAAT,degrading,nan,nan,nan
7856,HMDB0000220,BAAT,producing,nan,nan,nan
7857,HMDB0002111,BAAT,degrading,nan,nan,nan
7858,HMDB0001338,BAAT,degrading,nan,nan,nan
7859,HMDB0000138,BAAT,producing,nan,nan,nan
7860,HMDB0001423,BAAT,producing,nan,nan,nan
7861,HMDB0000123,BAAT,degrading,nan,nan,nan
7862,HMDB0001374,BAAT,degrading,nan,nan,nan
7863,HMDB0002111,DUSP29,degrading,unknown,unknown,irreversible
7864,HMDB0001429,DUSP29,producing,unknown,unknown,irreversible
7865,HMDB0000286,GYS1,degrading,nan,nan,nan
7866,HMDB0000295,GYS1,degrading,nan,nan,nan
7867,HMDB0000051,ADA2,producing,nan,nan,nan
7868,HMDB0000195,ADA2,producing,nan,nan,nan
7869,HMDB0002111,ADA2,degrading,nan,nan,nan
7870,HMDB0000050,ADA2,degrading,nan,nan,nan
7871,HMDB0003450,CYP2C19,degrading,nan,nan,nan
7872,HMDB0002111,CYP2C19,producing,nan,nan,nan
7873,HMDB0000217,CYP2C19,producing,nan,nan,nan
7874,HMDB0059608,CYP2C19,degrading,nan,nan,nan
7875,HMDB0001377,CYP2C19,degrading,nan,nan,nan
7876,HMDB0000221,CYP2C19,degrading,nan,nan,nan
7877,HMDB0003375,CYP2C19,degrading,nan,nan,nan
7878,HMDB0001429,SSH2,degrading,nan,nan,nan
7879,HMDB0002111,SSH2,degrading,nan,nan,nan
7880,HMDB0001003,BPNT1,producing,nan,nan,nan
7881,HMDB0001134,BPNT1,degrading,nan,nan,nan
7882,HMDB0001429,BPNT1,producing,nan,nan,nan
7883,HMDB0000045,BPNT1,producing,nan,nan,nan
7884,HMDB0002111,BPNT1,degrading,nan,nan,nan
7885,HMDB0000061,BPNT1,degrading,nan,nan,nan
7886,HMDB0060015,SULT1A2,producing,nan,nan,nan
7887,HMDB0000228,SULT1A2,degrading,nan,nan,nan
7888,HMDB0000061,SULT1A2,degrading,nan,nan,nan
7889,HMDB0001134,SULT1A2,degrading,nan,nan,nan
7890,HMDB0001967,CA14,producing,nan,nan,nan
7891,HMDB0002111,CA14,producing,nan,nan,nan
7892,HMDB0000595,CA14,degrading,nan,nan,nan
7893,HMDB0060367,ALDH3B2,producing,nan,nan,nan
7894,HMDB0060366,ALDH3B2,degrading,nan,nan,nan
7895,HMDB0060449,ALDH3B2,producing,nan,nan,nan
7896,HMDB0060433,ALDH3B2,degrading,nan,nan,nan
7897,HMDB0042048,ALDH3B2,producing,nan,nan,nan
7898,HMDB0060451,ALDH3B2,degrading,nan,nan,nan
7899,HMDB0002820,ALDH3B2,producing,nan,nan,nan
7900,HMDB0004181,ALDH3B2,degrading,nan,nan,nan
7901,HMDB0000291,ALDH3B2,producing,nan,nan,nan
7902,HMDB0004061,ALDH3B2,degrading,nan,nan,nan
7903,HMDB0000118,ALDH3B2,producing,nan,nan,nan
7904,HMDB0005175,ALDH3B2,degrading,nan,nan,nan
7905,HMDB0001866,ALDH3B2,producing,nan,nan,nan
7906,HMDB0006242,ALDH3B2,degrading,nan,nan,nan
7907,HMDB0001336,ALDH3B2,producing,nan,nan,nan
7908,HMDB0003791,ALDH3B2,degrading,nan,nan,nan
7909,HMDB0000020,ALDH3B2,producing,nan,nan,nan
7910,HMDB0003767,ALDH3B2,degrading,nan,nan,nan
7911,HMDB0000209,ALDH3B2,producing,nan,nan,nan
7912,HMDB0006236,ALDH3B2,degrading,nan,nan,nan
7913,HMDB0001487,ALDH3B2,producing,nan,nan,nan
7914,HMDB0000056,ALDH3B2,producing,nan,nan,nan
7915,HMDB0000902,ALDH3B2,degrading,nan,nan,nan
7916,HMDB0001106,ALDH3B2,degrading,nan,nan,nan
7917,HMDB0059597,ALDH3B2,producing,nan,nan,nan
7918,HMDB0000221,ALDH3B2,producing,nan,nan,nan
7919,HMDB0000042,ALDH3B2,producing,nan,nan,nan
7920,HMDB0000217,ALDH3B2,degrading,nan,nan,nan
7921,HMDB0000990,ALDH3B2,degrading,nan,nan,nan
7922,HMDB0002111,ALDH3B2,degrading,nan,nan,nan
7923,HMDB0059597,ALDH18A1,producing,nan,nan,nan
7924,HMDB0000221,ALDH18A1,producing,nan,nan,nan
7925,HMDB0000217,ALDH18A1,degrading,nan,nan,nan
7926,HMDB0001429,ALDH18A1,degrading,nan,nan,nan
7927,HMDB0002104,ALDH18A1,degrading,nan,nan,nan
7928,HMDB0001228,ALDH18A1,producing,nan,nan,nan
7929,HMDB0001341,ALDH18A1,producing,nan,nan,nan
7930,HMDB0000148,ALDH18A1,degrading,nan,nan,nan
7931,HMDB0000538,ALDH18A1,degrading,nan,nan,nan
7932,HMDB0000149,PLD2,degrading,nan,nan,nan
7933,HMDB0000097,PLD2,degrading,nan,nan,nan
7934,HMDB0002111,PLD2,degrading,nan,nan,nan
7935,HMDB0001565,SMPD2,degrading,nan,nan,nan
7936,HMDB0002111,SMPD2,degrading,nan,nan,nan
7937,HMDB0000250,TERT,degrading,nan,nan,nan
7938,HMDB0060513,FMO4,producing,nan,nan,nan
7939,HMDB0014813,FMO4,degrading,nan,nan,nan
7940,HMDB0001466,FMO4,producing,nan,nan,nan
7941,HMDB0001020,FMO4,degrading,nan,nan,nan
7942,HMDB0003966,FMO4,degrading,unknown,unknown,irreversible
7943,HMDB0059597,FMO4,degrading,unknown,unknown,irreversible
7944,HMDB0000906,FMO4,degrading,unknown,unknown,irreversible
7945,HMDB0000221,FMO4,degrading,unknown,unknown,irreversible
7946,HMDB0001377,FMO4,degrading,unknown,unknown,irreversible
7947,HMDB0000925,FMO4,producing,unknown,unknown,irreversible
7948,HMDB0000217,FMO4,producing,unknown,unknown,irreversible
7949,HMDB0002111,FMO4,producing,unknown,unknown,irreversible
7950,HMDB0000230,NANP,producing,nan,nan,nan
7951,HMDB0004381,NANP,degrading,nan,nan,nan
7952,HMDB0001429,NANP,degrading,nan,nan,nan
7953,HMDB0002111,NANP,degrading,nan,nan,nan
7954,HMDB0001059,ITPKB,producing,nan,nan,nan
7955,HMDB0001341,ITPKB,producing,nan,nan,nan
7956,HMDB0001498,ITPKB,degrading,nan,nan,nan
7957,HMDB0000538,ITPKB,degrading,nan,nan,nan
7958,HMDB0001429,ERCC2,producing,nan,nan,nan
7959,HMDB0001341,ERCC2,producing,nan,nan,nan
7960,HMDB0002111,ERCC2,degrading,nan,nan,nan
7961,HMDB0000538,ERCC2,degrading,nan,nan,nan
7962,HMDB0002111,MICAL2,producing,nan,nan,nan
7963,HMDB0000217,MICAL2,degrading,nan,nan,nan
7964,HMDB0001377,MICAL2,degrading,nan,nan,nan
7965,HMDB0000221,MICAL2,degrading,nan,nan,nan
7966,HMDB0000294,AGMAT,producing,nan,nan,nan
7967,HMDB0001414,AGMAT,producing,nan,nan,nan
7968,HMDB0002111,AGMAT,degrading,nan,nan,nan
7969,HMDB0001432,AGMAT,degrading,nan,nan,nan
7970,HMDB0000222,CPT1C,producing,nan,nan,nan
7971,HMDB0001423,CPT1C,producing,nan,nan,nan
7972,HMDB0000062,CPT1C,degrading,nan,nan,nan
7973,HMDB0001338,CPT1C,degrading,nan,nan,nan
7974,HMDB0000122,MOGS,degrading,nan,nan,nan
7975,HMDB0002111,MOGS,degrading,nan,nan,nan
7976,HMDB0000250,UBE2J2,degrading,nan,nan,nan
7977,HMDB0000045,UBE2J2,degrading,nan,nan,nan
7978,HMDB0000538,UBE2J2,degrading,nan,nan,nan
7979,HMDB0000277,SPHK1,producing,nan,nan,nan
7980,HMDB0000252,SPHK1,degrading,nan,nan,nan
7981,HMDB0001383,SPHK1,producing,nan,nan,nan
7982,HMDB0001341,SPHK1,producing,nan,nan,nan
7983,HMDB0000269,SPHK1,degrading,nan,nan,nan
7984,HMDB0000538,SPHK1,degrading,nan,nan,nan
7985,HMDB0006809,NT5C1A,producing,nan,nan,nan
7986,HMDB0001132,NT5C1A,degrading,nan,nan,nan
7987,HMDB0000299,NT5C1A,producing,nan,nan,nan
7988,HMDB0001554,NT5C1A,degrading,nan,nan,nan
7989,HMDB0000855,NT5C1A,producing,nan,nan,nan
7990,HMDB0000229,NT5C1A,degrading,nan,nan,nan
7991,HMDB0000101,NT5C1A,producing,nan,nan,nan
7992,HMDB0000905,NT5C1A,degrading,nan,nan,nan
7993,HMDB0000085,NT5C1A,producing,nan,nan,nan
7994,HMDB0001044,NT5C1A,degrading,nan,nan,nan
7995,HMDB0000014,NT5C1A,producing,nan,nan,nan
7996,HMDB0001202,NT5C1A,degrading,nan,nan,nan
7997,HMDB0000273,NT5C1A,producing,nan,nan,nan
7998,HMDB0001227,NT5C1A,degrading,nan,nan,nan
7999,HMDB0000133,NT5C1A,producing,nan,nan,nan
8000,HMDB0001397,NT5C1A,degrading,nan,nan,nan
8001,HMDB0000195,NT5C1A,producing,nan,nan,nan
8002,HMDB0000175,NT5C1A,degrading,nan,nan,nan
8003,HMDB0000296,NT5C1A,producing,nan,nan,nan
8004,HMDB0000288,NT5C1A,degrading,nan,nan,nan
8005,HMDB0000089,NT5C1A,producing,nan,nan,nan
8006,HMDB0000095,NT5C1A,degrading,nan,nan,nan
8007,HMDB0000050,NT5C1A,producing,nan,nan,nan
8008,HMDB0000045,NT5C1A,degrading,nan,nan,nan
8009,HMDB0001429,NT5C1A,degrading,nan,nan,nan
8010,HMDB0002111,NT5C1A,degrading,nan,nan,nan
8011,HMDB0000812,NAT8L,producing,nan,nan,nan
8012,HMDB0001423,NAT8L,producing,nan,nan,nan
8013,HMDB0000191,NAT8L,degrading,nan,nan,nan
8014,HMDB0001206,NAT8L,degrading,nan,nan,nan
8015,HMDB0060424,CYP7B1,producing,nan,nan,nan
8016,HMDB0000253,CYP7B1,degrading,nan,nan,nan
8017,HMDB0012454,CYP7B1,producing,nan,nan,nan
8018,HMDB0012453,CYP7B1,degrading,nan,nan,nan
8019,HMDB0059597,CYP7B1,degrading,nan,nan,nan
8020,HMDB0006281,CYP7B1,producing,nan,nan,nan
8021,HMDB0002103,CYP7B1,degrading,nan,nan,nan
8022,HMDB0002111,CYP7B1,producing,nan,nan,nan
8023,HMDB0000217,CYP7B1,producing,nan,nan,nan
8024,HMDB0006280,CYP7B1,producing,nan,nan,nan
