,HMDB,GENE,direction,transport,transport_direction,reversibility
487,HMDB0000538,SARS1,degrading,nan,nan,nan
488,HMDB0060453,CHST3,producing,nan,nan,nan
489,HMDB0000061,CHST3,producing,nan,nan,nan
490,HMDB0000629,CHST3,degrading,nan,nan,nan
491,HMDB0001134,CHST3,degrading,nan,nan,nan
492,HMDB0003450,CYP2C9,degrading,nan,nan,nan
493,HMDB0002111,CYP2C9,producing,nan,nan,nan
494,HMDB0000217,CYP2C9,producing,nan,nan,nan
495,HMDB0059608,CYP2C9,degrading,nan,nan,nan
496,HMDB0001377,CYP2C9,degrading,nan,nan,nan
497,HMDB0000221,CYP2C9,degrading,nan,nan,nan
498,HMDB0003375,CYP2C9,degrading,nan,nan,nan
499,HMDB0001429,CHD3,producing,nan,nan,nan
500,HMDB0001341,CHD3,producing,nan,nan,nan
501,HMDB0002111,CHD3,degrading,nan,nan,nan
502,HMDB0000538,CHD3,degrading,nan,nan,nan
503,HMDB0000148,AGXT2,producing,nan,nan,nan
504,HMDB0000208,AGXT2,degrading,nan,nan,nan
505,HMDB0001172,AGXT2,producing,nan,nan,nan
506,HMDB0002299,AGXT2,degrading,nan,nan,nan
507,HMDB0000123,AGXT2,producing,nan,nan,nan
508,HMDB0000243,AGXT2,producing,nan,nan,nan
509,HMDB0000119,AGXT2,degrading,nan,nan,nan
510,HMDB0000161,AGXT2,degrading,nan,nan,nan
511,HMDB0002111,ADPRS,degrading,unknown,unknown,irreversible
512,HMDB0000517,ADPRS,producing,unknown,unknown,irreversible
513,HMDB0001178,ADPRS,producing,unknown,unknown,irreversible
514,HMDB0000221,BLVRA,producing,nan,nan,nan
515,HMDB0000217,BLVRA,degrading,nan,nan,nan
516,HMDB0059597,BLVRA,producing,nan,nan,nan
517,HMDB0001487,BLVRA,producing,nan,nan,nan
518,HMDB0000902,BLVRA,degrading,nan,nan,nan
519,HMDB0001008,BLVRA,degrading,nan,nan,nan
520,HMDB0000054,BLVRA,degrading,nan,nan,nan
521,HMDB0002111,CES5A,degrading,nan,nan,nan
522,HMDB0001532,MAP4K2,degrading,unknown,unknown,irreversible
523,HMDB0000189,MAP4K2,degrading,unknown,unknown,irreversible
524,HMDB0000660,MAP4K2,degrading,unknown,unknown,irreversible
525,HMDB0000122,MAP4K2,degrading,unknown,unknown,irreversible
526,HMDB0000169,MAP4K2,degrading,unknown,unknown,irreversible
527,HMDB0001514,MAP4K2,degrading,unknown,unknown,irreversible
528,HMDB0000538,MAP4K2,degrading,unknown,unknown,irreversible
529,HMDB0003498,MAP4K2,producing,unknown,unknown,irreversible
530,HMDB0000124,MAP4K2,producing,unknown,unknown,irreversible
531,HMDB0001508,MAP4K2,producing,unknown,unknown,irreversible
532,HMDB0001401,MAP4K2,producing,unknown,unknown,irreversible
533,HMDB0003335,MAP4K2,producing,unknown,unknown,irreversible
534,HMDB0304312,MAP4K2,producing,unknown,unknown,irreversible
535,HMDB0001254,MAP4K2,producing,unknown,unknown,irreversible
536,HMDB0001341,MAP4K2,producing,unknown,unknown,irreversible
537,HMDB0059597,MAP4K2,producing,unknown,unknown,irreversible
538,HMDB0001542,B4GALT4,producing,nan,nan,nan
539,HMDB0000295,B4GALT4,producing,nan,nan,nan
540,HMDB0000215,B4GALT4,degrading,nan,nan,nan
541,HMDB0000302,B4GALT4,degrading,nan,nan,nan
542,HMDB0000051,HMBS,producing,nan,nan,nan
543,HMDB0001137,HMBS,producing,nan,nan,nan
544,HMDB0002111,HMBS,degrading,nan,nan,nan
545,HMDB0000245,HMBS,degrading,nan,nan,nan
546,HMDB0003648,AWAT2,producing,nan,nan,nan
547,HMDB0001338,AWAT2,degrading,nan,nan,nan
548,HMDB0003598,AWAT2,producing,nan,nan,nan
549,HMDB0000305,AWAT2,degrading,nan,nan,nan
550,HMDB0001423,AWAT2,degrading,nan,nan,nan
551,HMDB0030661,SULT1A3,degrading,nan,nan,nan
552,HMDB0041785,SULT1A3,producing,nan,nan,nan
553,HMDB0004284,SULT1A3,degrading,nan,nan,nan
554,HMDB0029212,SULT1A3,degrading,nan,nan,nan
555,HMDB0011719,SULT1A3,producing,nan,nan,nan
556,HMDB0000118,SULT1A3,degrading,nan,nan,nan
557,HMDB0041777,SULT1A3,producing,nan,nan,nan
558,HMDB0042024,SULT1A3,degrading,nan,nan,nan
559,HMDB0037424,SULT1A3,degrading,nan,nan,nan
560,HMDB0037419,SULT1A3,degrading,nan,nan,nan
561,HMDB0037449,SULT1A3,degrading,nan,nan,nan
562,HMDB0037412,SULT1A3,degrading,nan,nan,nan
563,HMDB0037411,SULT1A3,degrading,nan,nan,nan
564,HMDB0037410,SULT1A3,degrading,nan,nan,nan
565,HMDB0037409,SULT1A3,degrading,nan,nan,nan
566,HMDB0037407,SULT1A3,degrading,nan,nan,nan
567,HMDB0037402,SULT1A3,degrading,nan,nan,nan
568,HMDB0037400,SULT1A3,degrading,nan,nan,nan
569,HMDB0011714,SULT1A3,degrading,nan,nan,nan
570,HMDB0037501,SULT1A3,degrading,nan,nan,nan
571,HMDB0041780,SULT1A3,producing,nan,nan,nan
572,HMDB0041772,SULT1A3,degrading,nan,nan,nan
573,HMDB0035504,SULT1A3,degrading,nan,nan,nan
574,HMDB0041661,SULT1A3,degrading,nan,nan,nan
575,HMDB0035435,SULT1A3,degrading,nan,nan,nan
576,HMDB0035426,SULT1A3,degrading,nan,nan,nan
577,HMDB0029209,SULT1A3,degrading,nan,nan,nan
578,HMDB0127769,SULT1A3,producing,nan,nan,nan
579,HMDB0029226,SULT1A3,degrading,nan,nan,nan
580,HMDB0038519,SULT1A3,degrading,nan,nan,nan
581,HMDB0037946,SULT1A3,degrading,nan,nan,nan
582,HMDB0061123,SULT1A3,producing,nan,nan,nan
583,HMDB0014400,SULT1A3,degrading,nan,nan,nan
584,HMDB0013882,SULT1A3,degrading,nan,nan,nan
585,HMDB0013881,SULT1A3,degrading,nan,nan,nan
586,HMDB0061087,SULT1A3,degrading,nan,nan,nan
587,HMDB0011754,SULT1A3,degrading,nan,nan,nan
588,HMDB0005760,SULT1A3,degrading,nan,nan,nan
589,HMDB0041647,SULT1A3,degrading,nan,nan,nan
590,HMDB0041654,SULT1A3,degrading,nan,nan,nan
591,HMDB0041685,SULT1A3,degrading,nan,nan,nan
592,HMDB0004629,SULT1A3,degrading,nan,nan,nan
593,HMDB0059987,SULT1A3,producing,nan,nan,nan
594,HMDB0041691,SULT1A3,degrading,nan,nan,nan
595,HMDB0002937,SULT1A3,degrading,nan,nan,nan
596,HMDB0002670,SULT1A3,degrading,nan,nan,nan
597,HMDB0029253,SULT1A3,degrading,nan,nan,nan
598,HMDB0029233,SULT1A3,degrading,nan,nan,nan
599,HMDB0003503,SULT1A3,degrading,nan,nan,nan
600,HMDB0059975,SULT1A3,producing,nan,nan,nan
601,HMDB0140929,SULT1A3,producing,nan,nan,nan
602,HMDB0060003,SULT1A3,degrading,nan,nan,nan
603,HMDB0000913,SULT1A3,degrading,nan,nan,nan
604,HMDB0002643,SULT1A3,degrading,nan,nan,nan
605,HMDB0003263,SULT1A3,degrading,nan,nan,nan
606,HMDB0033682,SULT1A3,degrading,nan,nan,nan
607,HMDB0041170,SULT1A3,degrading,nan,nan,nan
608,HMDB0034414,SULT1A3,degrading,nan,nan,nan
609,HMDB0059996,SULT1A3,producing,nan,nan,nan
610,HMDB0003306,SULT1A3,degrading,nan,nan,nan
611,HMDB0029631,SULT1A3,degrading,nan,nan,nan
612,HMDB0034051,SULT1A3,degrading,nan,nan,nan
613,HMDB0037582,SULT1A3,degrading,nan,nan,nan
614,HMDB0033652,SULT1A3,degrading,nan,nan,nan
615,HMDB0041651,SULT1A3,degrading,nan,nan,nan
616,HMDB0041658,SULT1A3,degrading,nan,nan,nan
617,HMDB0037408,SULT1A3,degrading,nan,nan,nan
618,HMDB0033538,SULT1A3,degrading,nan,nan,nan
619,HMDB0033537,SULT1A3,degrading,nan,nan,nan
620,HMDB0033462,SULT1A3,degrading,nan,nan,nan
621,HMDB0033431,SULT1A3,degrading,nan,nan,nan
622,HMDB0033324,SULT1A3,degrading,nan,nan,nan
623,HMDB0033323,SULT1A3,degrading,nan,nan,nan
624,HMDB0037477,SULT1A3,degrading,nan,nan,nan
625,HMDB0033299,SULT1A3,degrading,nan,nan,nan
626,HMDB0033298,SULT1A3,degrading,nan,nan,nan
627,HMDB0033711,SULT1A3,degrading,nan,nan,nan
628,HMDB0033294,SULT1A3,degrading,nan,nan,nan
629,HMDB0033254,SULT1A3,degrading,nan,nan,nan
630,HMDB0039972,SULT1A3,degrading,nan,nan,nan
631,HMDB0033099,SULT1A3,degrading,nan,nan,nan
632,HMDB0040610,SULT1A3,degrading,nan,nan,nan
633,HMDB0033070,SULT1A3,degrading,nan,nan,nan
634,HMDB0033038,SULT1A3,degrading,nan,nan,nan
635,HMDB0033014,SULT1A3,degrading,nan,nan,nan
636,HMDB0029478,SULT1A3,degrading,nan,nan,nan
637,HMDB0032905,SULT1A3,degrading,nan,nan,nan
638,HMDB0032904,SULT1A3,degrading,nan,nan,nan
639,HMDB0032900,SULT1A3,degrading,nan,nan,nan
640,HMDB0037687,SULT1A3,degrading,nan,nan,nan
641,HMDB0033422,SULT1A3,degrading,nan,nan,nan
642,HMDB0032793,SULT1A3,degrading,nan,nan,nan
643,HMDB0032590,SULT1A3,degrading,nan,nan,nan
644,HMDB0003654,SULT1A3,degrading,nan,nan,nan
645,HMDB0040986,SULT1A3,degrading,nan,nan,nan
646,HMDB0005809,SULT1A3,degrading,nan,nan,nan
647,HMDB0127746,SULT1A3,producing,nan,nan,nan
648,HMDB0041679,SULT1A3,degrading,nan,nan,nan
649,HMDB0059993,SULT1A3,producing,nan,nan,nan
650,HMDB0029191,SULT1A3,producing,nan,nan,nan
651,HMDB0029185,SULT1A3,degrading,nan,nan,nan
652,HMDB0030541,SULT1A3,degrading,nan,nan,nan
653,HMDB0032007,SULT1A3,degrading,nan,nan,nan
654,HMDB0032006,SULT1A3,degrading,nan,nan,nan
655,HMDB0039169,SULT1A3,degrading,nan,nan,nan
656,HMDB0031974,SULT1A3,degrading,nan,nan,nan
657,HMDB0029251,SULT1A3,degrading,nan,nan,nan
658,HMDB0029250,SULT1A3,degrading,nan,nan,nan
659,HMDB0031927,SULT1A3,degrading,nan,nan,nan
660,HMDB0031824,SULT1A3,degrading,nan,nan,nan
661,HMDB0039625,SULT1A3,degrading,nan,nan,nan
662,HMDB0039178,SULT1A3,degrading,nan,nan,nan
663,HMDB0031745,SULT1A3,degrading,nan,nan,nan
664,HMDB0134105,SULT1A3,producing,nan,nan,nan
665,HMDB0000397,SULT1A3,degrading,nan,nan,nan
666,HMDB0032057,SULT1A3,degrading,nan,nan,nan
667,HMDB0033723,SULT1A3,degrading,nan,nan,nan
668,HMDB0031555,SULT1A3,degrading,nan,nan,nan
669,HMDB0005810,SULT1A3,degrading,nan,nan,nan
670,HMDB0005800,SULT1A3,degrading,nan,nan,nan
671,HMDB0029676,SULT1A3,degrading,nan,nan,nan
672,HMDB0031428,SULT1A3,degrading,nan,nan,nan
673,HMDB0041788,SULT1A3,producing,nan,nan,nan
674,HMDB0000484,SULT1A3,degrading,nan,nan,nan
675,HMDB0040175,SULT1A3,degrading,nan,nan,nan
676,HMDB0041724,SULT1A3,producing,nan,nan,nan
677,HMDB0062121,SULT1A3,degrading,nan,nan,nan
678,HMDB0013744,SULT1A3,degrading,nan,nan,nan
679,HMDB0029200,SULT1A3,producing,nan,nan,nan
680,HMDB0000954,SULT1A3,degrading,nan,nan,nan
681,HMDB0031420,SULT1A3,degrading,nan,nan,nan
682,HMDB0031361,SULT1A3,degrading,nan,nan,nan
683,HMDB0038912,SULT1A3,degrading,nan,nan,nan
684,HMDB0038728,SULT1A3,degrading,nan,nan,nan
685,HMDB0031274,SULT1A3,degrading,nan,nan,nan
686,HMDB0041770,SULT1A3,producing,nan,nan,nan
687,HMDB0005794,SULT1A3,degrading,nan,nan,nan
688,HMDB0030860,SULT1A3,degrading,nan,nan,nan
689,HMDB0030851,SULT1A3,degrading,nan,nan,nan
690,HMDB0132500,SULT1A3,producing,nan,nan,nan
691,HMDB0000020,SULT1A3,degrading,nan,nan,nan
692,HMDB0030835,SULT1A3,degrading,nan,nan,nan
693,HMDB0030824,SULT1A3,degrading,nan,nan,nan
694,HMDB0000755,SULT1A3,degrading,nan,nan,nan
695,HMDB0059976,SULT1A3,producing,nan,nan,nan
696,HMDB0030823,SULT1A3,degrading,nan,nan,nan
697,HMDB0000707,SULT1A3,degrading,nan,nan,nan
698,HMDB0030809,SULT1A3,degrading,nan,nan,nan
699,HMDB0038093,SULT1A3,degrading,nan,nan,nan
700,HMDB0036632,SULT1A3,degrading,nan,nan,nan
701,HMDB0030804,SULT1A3,degrading,nan,nan,nan
702,HMDB0131461,SULT1A3,producing,nan,nan,nan
703,HMDB0002085,SULT1A3,degrading,nan,nan,nan
704,HMDB0003173,SULT1A3,degrading,nan,nan,nan
705,HMDB0038010,SULT1A3,degrading,nan,nan,nan
706,HMDB0030766,SULT1A3,degrading,nan,nan,nan
707,HMDB0131144,SULT1A3,producing,nan,nan,nan
708,HMDB0131138,SULT1A3,degrading,nan,nan,nan
709,HMDB0029202,SULT1A3,producing,nan,nan,nan
710,HMDB0030746,SULT1A3,degrading,nan,nan,nan
711,HMDB0030721,SULT1A3,degrading,nan,nan,nan
712,HMDB0059964,SULT1A3,degrading,nan,nan,nan
713,HMDB0125163,SULT1A3,producing,nan,nan,nan
714,HMDB0000440,SULT1A3,degrading,nan,nan,nan
715,HMDB0125151,SULT1A3,producing,nan,nan,nan
716,HMDB0001336,SULT1A3,degrading,nan,nan,nan
717,HMDB0003074,SULT1A3,degrading,nan,nan,nan
718,HMDB0029539,SULT1A3,degrading,nan,nan,nan
719,HMDB0041665,SULT1A3,degrading,nan,nan,nan
720,HMDB0030662,SULT1A3,degrading,nan,nan,nan
721,HMDB0041683,SULT1A3,degrading,nan,nan,nan
722,HMDB0041688,SULT1A3,degrading,nan,nan,nan
723,HMDB0041695,SULT1A3,degrading,nan,nan,nan
724,HMDB0005897,SULT1A3,degrading,nan,nan,nan
725,HMDB0003217,SULT1A3,degrading,nan,nan,nan
726,HMDB0030636,SULT1A3,degrading,nan,nan,nan
727,HMDB0030624,SULT1A3,degrading,nan,nan,nan
728,HMDB0030614,SULT1A3,degrading,nan,nan,nan
729,HMDB0038392,SULT1A3,degrading,nan,nan,nan
730,HMDB0030609,SULT1A3,degrading,nan,nan,nan
731,HMDB0030603,SULT1A3,degrading,nan,nan,nan
732,HMDB0030802,SULT1A3,degrading,nan,nan,nan
733,HMDB0030584,SULT1A3,degrading,nan,nan,nan
734,HMDB0030569,SULT1A3,degrading,nan,nan,nan
735,HMDB0004215,SULT1A3,degrading,nan,nan,nan
736,HMDB0041784,SULT1A3,producing,nan,nan,nan
737,HMDB0003747,SULT1A3,degrading,nan,nan,nan
738,HMDB0126639,SULT1A3,producing,nan,nan,nan
739,HMDB0005807,SULT1A3,degrading,nan,nan,nan
740,HMDB0030559,SULT1A3,degrading,nan,nan,nan
741,HMDB0062721,SULT1A3,producing,nan,nan,nan
742,HMDB0059873,SULT1A3,degrading,nan,nan,nan
743,HMDB0059968,SULT1A3,producing,nan,nan,nan
744,HMDB0002466,SULT1A3,degrading,nan,nan,nan
745,HMDB0124993,SULT1A3,producing,nan,nan,nan
746,HMDB0001856,SULT1A3,degrading,nan,nan,nan
747,HMDB0040174,SULT1A3,degrading,nan,nan,nan
748,HMDB0094710,SULT1A3,producing,nan,nan,nan
749,HMDB0000375,SULT1A3,degrading,nan,nan,nan
750,HMDB0041721,SULT1A3,producing,nan,nan,nan
751,HMDB0000423,SULT1A3,degrading,nan,nan,nan
752,HMDB0124975,SULT1A3,producing,nan,nan,nan
753,HMDB0001713,SULT1A3,degrading,nan,nan,nan
754,HMDB0059982,SULT1A3,producing,nan,nan,nan
755,HMDB0000500,SULT1A3,degrading,nan,nan,nan
756,HMDB0062551,SULT1A3,producing,nan,nan,nan
757,HMDB0029306,SULT1A3,degrading,nan,nan,nan
758,HMDB0125171,SULT1A3,producing,nan,nan,nan
759,HMDB0002199,SULT1A3,degrading,nan,nan,nan
760,HMDB0062775,SULT1A3,producing,nan,nan,nan
761,HMDB0004072,SULT1A3,degrading,nan,nan,nan
762,HMDB0041706,SULT1A3,producing,nan,nan,nan
763,HMDB0003501,SULT1A3,degrading,nan,nan,nan
764,HMDB0125166,SULT1A3,producing,nan,nan,nan
765,HMDB0002035,SULT1A3,degrading,nan,nan,nan
766,HMDB0001369,PYCR2,producing,nan,nan,nan
767,HMDB0000725,PYCR2,degrading,nan,nan,nan
768,HMDB0000221,PYCR2,producing,nan,nan,nan
769,HMDB0000217,PYCR2,degrading,nan,nan,nan
770,HMDB0059597,PYCR2,producing,nan,nan,nan
771,HMDB0001487,PYCR2,producing,nan,nan,nan
772,HMDB0000902,PYCR2,degrading,nan,nan,nan
773,HMDB0001301,PYCR2,degrading,nan,nan,nan
774,HMDB0000162,PYCR2,degrading,nan,nan,nan
775,HMDB0001429,ERCC3,producing,nan,nan,nan
776,HMDB0001341,ERCC3,producing,nan,nan,nan
777,HMDB0002111,ERCC3,degrading,nan,nan,nan
778,HMDB0000538,ERCC3,degrading,nan,nan,nan
779,HMDB0000510,AOX1,producing,nan,nan,nan
780,HMDB0001263,AOX1,degrading,nan,nan,nan
781,HMDB0000092,AOX1,producing,nan,nan,nan
782,HMDB0000271,AOX1,producing,nan,nan,nan
783,HMDB0030788,AOX1,degrading,nan,nan,nan
784,HMDB0004193,AOX1,producing,nan,nan,nan
785,HMDB0060463,AOX1,producing,nan,nan,nan
786,HMDB0060462,AOX1,degrading,nan,nan,nan
787,HMDB0000763,AOX1,producing,nan,nan,nan
788,HMDB0004073,AOX1,degrading,nan,nan,nan
789,HMDB0059597,AOX1,producing,nan,nan,nan
790,HMDB0004194,AOX1,producing,nan,nan,nan
791,HMDB0000699,AOX1,degrading,nan,nan,nan
792,HMDB0002217,AOX1,producing,nan,nan,nan
793,HMDB0000202,AOX1,degrading,nan,nan,nan
794,HMDB0004062,AOX1,producing,nan,nan,nan
795,HMDB0000152,AOX1,degrading,nan,nan,nan
796,HMDB0000017,AOX1,producing,nan,nan,nan
797,HMDB0001545,AOX1,degrading,nan,nan,nan
798,HMDB0003125,AOX1,degrading,nan,nan,nan
799,HMDB0001377,AOX1,degrading,nan,nan,nan
800,HMDB0002111,AOX1,degrading,nan,nan,nan
801,HMDB0001967,CA5B,producing,nan,nan,nan
802,HMDB0002111,CA5B,producing,nan,nan,nan
803,HMDB0000595,CA5B,degrading,nan,nan,nan
804,HMDB0001423,AGPAT3,degrading,nan,nan,nan
805,HMDB0000269,CERS5,degrading,nan,nan,nan
806,HMDB0001423,CERS5,degrading,nan,nan,nan
807,HMDB0000252,CERS5,degrading,nan,nan,nan
808,HMDB0000939,SETD3,degrading,nan,nan,nan
809,HMDB0001185,SETD3,degrading,nan,nan,nan
810,HMDB0001429,DHX9,producing,nan,nan,nan
811,HMDB0001341,DHX9,producing,nan,nan,nan
812,HMDB0002111,DHX9,degrading,nan,nan,nan
813,HMDB0000538,DHX9,degrading,nan,nan,nan
814,HMDB0001429,DUSP14,degrading,nan,nan,nan
815,HMDB0002111,DUSP14,degrading,nan,nan,nan
816,HMDB0013018,ACD,degrading,unknown,unknown,reversible
817,HMDB0252887,ACD,degrading,c->e,out,reversible
818,HMDB0002111,ACD,degrading,c->e,out,reversible
819,HMDB0013017,ACD,producing,unknown,unknown,reversible
820,HMDB0013016,ACD,producing,unknown,unknown,reversible
821,HMDB0000271,ACD,producing,c->e,out,reversible
822,HMDB0000123,ACD,producing,c->e,out,reversible
823,HMDB0000168,ACD,producing,unknown,unknown,irreversible
824,HMDB0004083,AADAT,producing,nan,nan,nan
825,HMDB0011631,AADAT,degrading,nan,nan,nan
826,HMDB0000225,AADAT,producing,nan,nan,nan
827,HMDB0000510,AADAT,degrading,nan,nan,nan
828,HMDB0000148,AADAT,producing,nan,nan,nan
829,HMDB0000978,AADAT,producing,nan,nan,nan
830,HMDB0000208,AADAT,degrading,nan,nan,nan
831,HMDB0000684,AADAT,degrading,nan,nan,nan
832,HMDB0000169,MAN2A2,degrading,nan,nan,nan
833,HMDB0002111,MAN2A2,degrading,nan,nan,nan
834,HMDB0001254,HK3,producing,nan,nan,nan
835,HMDB0001514,HK3,degrading,nan,nan,nan
836,HMDB0003345,HK3,degrading,nan,nan,nan
837,HMDB0003498,HK3,producing,nan,nan,nan
838,HMDB0001078,HK3,producing,nan,nan,nan
839,HMDB0000169,HK3,degrading,nan,nan,nan
840,HMDB0003971,HK3,producing,nan,nan,nan
841,HMDB0000660,HK3,degrading,nan,nan,nan
842,HMDB0000122,HK3,degrading,nan,nan,nan
843,HMDB0001401,HK3,producing,nan,nan,nan
844,HMDB0001341,HK3,producing,nan,nan,nan
845,HMDB0000143,HK3,degrading,nan,nan,nan
846,HMDB0000538,HK3,degrading,nan,nan,nan
847,HMDB0000295,GALNT1,degrading,nan,nan,nan
848,HMDB0060522,GALNT1,degrading,nan,nan,nan
849,HMDB0001429,PTPRT,degrading,nan,nan,nan
850,HMDB0002111,PTPRT,degrading,nan,nan,nan
851,HMDB0000250,NPR2,producing,nan,nan,nan
852,HMDB0001314,NPR2,producing,nan,nan,nan
853,HMDB0001273,NPR2,degrading,nan,nan,nan
854,HMDB0001429,DNM3,producing,nan,nan,nan
855,HMDB0001201,DNM3,producing,nan,nan,nan
856,HMDB0002111,DNM3,degrading,nan,nan,nan
857,HMDB0001273,DNM3,degrading,nan,nan,nan
858,HMDB0000285,RANBP2,producing,unknown,out,reversible
859,HMDB0000295,PIGH,degrading,nan,nan,nan
860,HMDB0000290,PIGH,degrading,nan,nan,nan
861,HMDB0002111,CYP2F1,degrading,nan,nan,nan
862,HMDB0001377,CYP2F1,degrading,nan,nan,nan
863,HMDB0003681,ALDH7A1,producing,nan,nan,nan
864,HMDB0004226,ALDH7A1,degrading,nan,nan,nan
865,HMDB0000763,ALDH7A1,producing,nan,nan,nan
866,HMDB0004073,ALDH7A1,degrading,nan,nan,nan
867,HMDB0000045,ALDH7A1,degrading,nan,nan,nan
868,HMDB0011653,ALDH7A1,producing,nan,nan,nan
869,HMDB0006894,ALDH7A1,degrading,nan,nan,nan
870,HMDB0002024,ALDH7A1,producing,nan,nan,nan
871,HMDB0003905,ALDH7A1,degrading,nan,nan,nan
872,HMDB0000202,ALDH7A1,producing,nan,nan,nan
873,HMDB0002217,ALDH7A1,degrading,nan,nan,nan
874,HMDB0001161,ALDH7A1,producing,nan,nan,nan
875,HMDB0001345,ALDH7A1,degrading,nan,nan,nan
876,HMDB0000250,ALDH7A1,producing,nan,nan,nan
877,HMDB0006941,ALDH7A1,producing,nan,nan,nan
878,HMDB0000538,ALDH7A1,degrading,nan,nan,nan
879,HMDB0000663,ALDH7A1,producing,nan,nan,nan
880,HMDB0006355,ALDH7A1,degrading,nan,nan,nan
881,HMDB0006804,ALDH7A1,producing,nan,nan,nan
882,HMDB0006803,ALDH7A1,degrading,nan,nan,nan
883,HMDB0000197,ALDH7A1,producing,nan,nan,nan
884,HMDB0001190,ALDH7A1,degrading,nan,nan,nan
885,HMDB0000221,ALDH7A1,producing,nan,nan,nan
886,HMDB0000112,ALDH7A1,producing,nan,nan,nan
887,HMDB0000217,ALDH7A1,degrading,nan,nan,nan
888,HMDB0001080,ALDH7A1,degrading,nan,nan,nan
889,HMDB0000139,ALDH7A1,producing,nan,nan,nan
890,HMDB0001051,ALDH7A1,degrading,nan,nan,nan
891,HMDB0000056,ALDH7A1,producing,nan,nan,nan
892,HMDB0001106,ALDH7A1,degrading,nan,nan,nan
893,HMDB0000042,ALDH7A1,producing,nan,nan,nan
894,HMDB0000990,ALDH7A1,degrading,nan,nan,nan
895,HMDB0059597,ALDH7A1,producing,nan,nan,nan
896,HMDB0001487,ALDH7A1,producing,nan,nan,nan
897,HMDB0000043,ALDH7A1,producing,nan,nan,nan
898,HMDB0000902,ALDH7A1,degrading,nan,nan,nan
899,HMDB0001252,ALDH7A1,degrading,nan,nan,nan
900,HMDB0000510,ALDH7A1,degrading,nan,nan,nan
901,HMDB0002111,ALDH7A1,degrading,nan,nan,nan
902,HMDB0001263,ALDH7A1,degrading,nan,nan,nan
903,HMDB0003335,PCK1,producing,nan,nan,nan
904,HMDB0000189,PCK1,degrading,nan,nan,nan
905,HMDB0001967,PCK1,producing,nan,nan,nan
906,HMDB0000263,PCK1,producing,nan,nan,nan
907,HMDB0001201,PCK1,producing,nan,nan,nan
908,HMDB0000223,PCK1,degrading,nan,nan,nan
909,HMDB0001273,PCK1,degrading,nan,nan,nan
910,HMDB0007788,PNPLA3,degrading,nan,nan,nan
911,HMDB0002111,PNPLA3,degrading,nan,nan,nan
912,HMDB0001429,OPA1,producing,nan,nan,nan
913,HMDB0001201,OPA1,producing,nan,nan,nan
914,HMDB0002111,OPA1,degrading,nan,nan,nan
915,HMDB0001273,OPA1,degrading,nan,nan,nan
916,HMDB0059597,GMPR,producing,nan,nan,nan
917,HMDB0000221,GMPR,producing,nan,nan,nan
918,HMDB0001397,GMPR,producing,nan,nan,nan
919,HMDB0000217,GMPR,degrading,nan,nan,nan
920,HMDB0000051,GMPR,degrading,nan,nan,nan
921,HMDB0000175,GMPR,degrading,nan,nan,nan
922,HMDB0000972,MTHFD1L,producing,nan,nan,nan
923,HMDB0001429,MTHFD1L,producing,nan,nan,nan
924,HMDB0001341,MTHFD1L,producing,nan,nan,nan
925,HMDB0001846,MTHFD1L,degrading,nan,nan,nan
926,HMDB0000142,MTHFD1L,degrading,nan,nan,nan
927,HMDB0000538,MTHFD1L,degrading,nan,nan,nan
928,HMDB0000295,MGAT5B,degrading,nan,nan,nan
929,HMDB0000290,MGAT5B,degrading,nan,nan,nan
930,HMDB0059597,PIR,producing,nan,nan,nan
931,HMDB0059651,PIR,producing,nan,nan,nan
932,HMDB0001377,PIR,degrading,nan,nan,nan
933,HMDB0005794,PIR,degrading,nan,nan,nan
934,HMDB0003941,HADHB,producing,nan,nan,nan
935,HMDB0002845,HADHB,degrading,nan,nan,nan
936,HMDB0003937,HADHB,producing,nan,nan,nan
937,HMDB0006404,HADHB,degrading,nan,nan,nan
938,HMDB0002159,HADHB,producing,nan,nan,nan
939,HMDB0006292,HADHB,degrading,nan,nan,nan
940,HMDB0006402,HADHB,producing,nan,nan,nan
941,HMDB0001521,HADHB,degrading,nan,nan,nan
942,HMDB0003935,HADHB,producing,nan,nan,nan
943,HMDB0003571,HADHB,degrading,nan,nan,nan
944,HMDB0003939,HADHB,producing,nan,nan,nan
945,HMDB0001070,HADHB,degrading,nan,nan,nan
946,HMDB0003943,HADHB,producing,nan,nan,nan
947,HMDB0001088,HADHB,degrading,nan,nan,nan
948,HMDB0001157,HADHB,producing,nan,nan,nan
949,HMDB0001275,HADHB,degrading,nan,nan,nan
950,HMDB0060378,HADHB,producing,nan,nan,nan
951,HMDB0001022,HADHB,degrading,nan,nan,nan
952,HMDB0001423,HADHB,degrading,nan,nan,nan
953,HMDB0001206,HADHB,degrading,nan,nan,nan
954,HMDB0003966,VSIG2,degrading,unknown,unknown,reversible
955,HMDB0000099,VSIG2,degrading,unknown,unknown,irreversible
956,HMDB0006343,VSIG2,degrading,unknown,unknown,irreversible
957,HMDB0002111,VSIG2,degrading,unknown,unknown,irreversible
958,HMDB0000192,VSIG2,degrading,unknown,unknown,irreversible
959,HMDB0003585,VSIG2,producing,unknown,unknown,irreversible
960,HMDB0060488,VSIG2,producing,unknown,unknown,reversible
961,HMDB0000574,VSIG2,producing,unknown,unknown,irreversible
962,HMDB0003276,VSIG2,producing,unknown,unknown,reversible
