HMDB,GENE,direction,Source
HMDB0000538,RRM1,producing,Recon
HMDB0000538,RRM2,producing,Recon
HMDB0000538,PKLR,producing,Recon
HMDB0000538,PKM,producing,Recon
HMDB0000243,PKLR,producing,Recon
HMDB0000243,PKM,producing,Recon
HMDB0000538,ARCN1,producing,Recon
HMDB0000538,COPE,producing,Recon
HMDB0000538,COPA,producing,Recon
HMDB0000538,COPB1,producing,Recon
HMDB0000538,COPG2,producing,Recon
HMDB0000538,COPG1,producing,Recon
HMDB0000538,COPB2,producing,Recon
HMDB0001341,ACLY,producing,Recon
HMDB0001206,ACLY,producing,Recon
HMDB0000223,ACLY,producing,Recon
HMDB0001341,AK5,producing,Recon
HMDB0001201,AK5,producing,Recon
HMDB0001341,ATP6V0A4,producing,Recon
HMDB0001341,ATP6V0B,producing,Recon
HMDB0001341,ATP6V0C,producing,Recon
HMDB0001341,ATP6V0E1,producing,Recon
HMDB0001341,ATP6V0D2,producing,Recon
HMDB0001341,ATP6V0D1,producing,Recon
HMDB0001341,ATP6V0A1,producing,Recon
HMDB0001341,TCIRG1,producing,Recon
HMDB0001341,ATP6V0A2,producing,Recon
HMDB0001341,ATP6V1D,producing,Recon
HMDB0001341,ATP6V1F,producing,Recon
HMDB0001341,ATP6V1E1,producing,Recon
HMDB0001341,ATP6V1C2,producing,Recon
HMDB0001341,ATP6V1A,producing,Recon
HMDB0001341,ATP6V1H,producing,Recon
HMDB0001341,ATP6V1G1,producing,Recon
HMDB0001341,ATP6V1B2,producing,Recon
HMDB0001341,ATP6V1G3,producing,Recon
HMDB0001341,ATP6V1B1,producing,Recon
HMDB0001341,ATP6V1E2,producing,Recon
HMDB0001341,ATP6V1G2,producing,Recon
HMDB0001341,ATP6V1C1,producing,Recon
HMDB0001341,ATP2B3,producing,Recon
HMDB0001341,ATP2B2,producing,Recon
HMDB0001341,ATP2B1,producing,Recon
HMDB0001341,ATP2B4,producing,Recon
HMDB0001341,SLC25A19,producing,Recon
HMDB0001341,ATP4A,producing,Recon
HMDB0001341,ATP4B,producing,Recon
HMDB0001341,NME3,producing,Recon
HMDB0001341,NME2,producing,Recon
HMDB0001341,NME1,producing,Recon
HMDB0001341,NME6,producing,Recon
HMDB0001341,NME7,producing,Recon
HMDB0003537,NME3,producing,Recon
HMDB0003537,NME2,producing,Recon
HMDB0003537,NME1,producing,Recon
HMDB0003537,NME6,producing,Recon
HMDB0003537,NME7,producing,Recon
HMDB0001235,GART,producing,Recon
HMDB0001341,MVD,producing,Recon
HMDB0001347,MVD,producing,Recon
HMDB0001341,PMVK,producing,Recon
HMDB0001090,PMVK,producing,Recon
HMDB0001341,ACSS2,producing,Recon
HMDB0001341,CTPS1,producing,Recon
HMDB0001341,CTPS2,producing,Recon
HMDB0000082,CTPS1,producing,Recon
HMDB0000082,CTPS2,producing,Recon
HMDB0000148,CTPS1,producing,Recon
HMDB0000148,CTPS2,producing,Recon
HMDB0001341,GUK1,producing,Recon
HMDB0000960,GUK1,producing,Recon
HMDB0001341,DTYMK,producing,Recon
HMDB0001274,DTYMK,producing,Recon
HMDB0001341,MTHFS,producing,Recon
HMDB0001354,MTHFS,producing,Recon
HMDB0001201,GUK1,producing,Recon
HMDB0001273,NME3,producing,Recon
HMDB0001273,NME2,producing,Recon
HMDB0001273,NME1,producing,Recon
HMDB0001273,NME6,producing,Recon
HMDB0001273,NME7,producing,Recon
HMDB0000285,NME3,producing,Recon
HMDB0000285,NME2,producing,Recon
HMDB0000285,NME1,producing,Recon
HMDB0000285,NME6,producing,Recon
HMDB0000285,NME7,producing,Recon
HMDB0000082,NME3,producing,Recon
HMDB0000082,NME2,producing,Recon
HMDB0000082,NME1,producing,Recon
HMDB0000082,NME6,producing,Recon
HMDB0000082,NME7,producing,Recon
HMDB0001342,NME3,producing,Recon
HMDB0001342,NME2,producing,Recon
HMDB0001342,NME1,producing,Recon
HMDB0001342,NME6,producing,Recon
HMDB0001342,NME7,producing,Recon
HMDB0001440,NME3,producing,Recon
HMDB0001440,NME2,producing,Recon
HMDB0001440,NME1,producing,Recon
HMDB0001440,NME6,producing,Recon
HMDB0001440,NME7,producing,Recon
HMDB0001191,NME3,producing,Recon
HMDB0001191,NME2,producing,Recon
HMDB0001191,NME1,producing,Recon
HMDB0001191,NME6,producing,Recon
HMDB0001191,NME7,producing,Recon
HMDB0000998,NME3,producing,Recon
HMDB0000998,NME2,producing,Recon
HMDB0000998,NME1,producing,Recon
HMDB0000998,NME6,producing,Recon
HMDB0000998,NME7,producing,Recon
HMDB0001532,NME3,producing,Recon
HMDB0001532,NME2,producing,Recon
HMDB0001532,NME1,producing,Recon
HMDB0001532,NME6,producing,Recon
HMDB0001532,NME7,producing,Recon
HMDB0000189,NME3,producing,Recon
HMDB0000189,NME2,producing,Recon
HMDB0000189,NME1,producing,Recon
HMDB0000189,NME6,producing,Recon
HMDB0000189,NME7,producing,Recon
HMDB0001341,PGK1,producing,Recon
HMDB0001341,MIA3,producing,Recon
HMDB0001341,PGK2,producing,Recon
HMDB0001270,PGK1,producing,Recon
HMDB0001270,MIA3,producing,Recon
HMDB0001270,PGK2,producing,Recon
HMDB0001341,CMPK1,producing,Recon
HMDB0000295,CMPK1,producing,Recon
HMDB0001341,AK4,producing,Recon
HMDB0001341,AK2,producing,Recon
HMDB0001341,AK7,producing,Recon
HMDB0001341,AK1,producing,Recon
HMDB0001341,,producing,Recon
HMDB0001508,AK4,producing,Recon
HMDB0001508,AK2,producing,Recon
HMDB0001508,AK5,producing,Recon
HMDB0001508,AK7,producing,Recon
HMDB0001508,AK1,producing,Recon
HMDB0001508,,producing,Recon
HMDB0001546,CMPK1,producing,Recon
HMDB0001245,CMPK1,producing,Recon
HMDB0001341,FGR,producing,Recon
HMDB0001341,MATK,producing,Recon
HMDB0001341,DYRK4,producing,Recon
HMDB0001341,BTK,producing,Recon
HMDB0001341,FYN,producing,Recon
HMDB0001341,CLK1,producing,Recon
HMDB0001341,INSRR,producing,Recon
HMDB0001341,MUSK,producing,Recon
HMDB0001341,MAP2K3,producing,Recon
HMDB0001341,FLT4,producing,Recon
HMDB0001341,EPHA3,producing,Recon
HMDB0001341,ROS1,producing,Recon
HMDB0001341,STYK1,producing,Recon
HMDB0001341,TNK2,producing,Recon
HMDB0001341,LTK,producing,Recon
HMDB0001341,ERBB3,producing,Recon
HMDB0001341,MAP2K4,producing,Recon
HMDB0001341,TIE1,producing,Recon
HMDB0001341,FGFR2,producing,Recon
HMDB0001341,FGFR3,producing,Recon
HMDB0001341,TESK2,producing,Recon
HMDB0001341,EPHA8,producing,Recon
HMDB0001341,TXK,producing,Recon
HMDB0001341,MAP2K7,producing,Recon
HMDB0001341,FGFR1,producing,Recon
HMDB0001341,EPHA6,producing,Recon
HMDB0001341,TYRO3,producing,Recon
HMDB0001341,JAK2,producing,Recon
HMDB0001341,ABL1,producing,Recon
HMDB0001341,PTK6,producing,Recon
HMDB0001341,HCK,producing,Recon
HMDB0001341,BMX,producing,Recon
HMDB0001341,FLT1,producing,Recon
HMDB0001341,CSK,producing,Recon
HMDB0001341,DYRK1B,producing,Recon
HMDB0001341,TYK2,producing,Recon
HMDB0001341,JAK3,producing,Recon
HMDB0001341,MET,producing,Recon
HMDB0001341,EPHB6,producing,Recon
HMDB0001341,TESK1,producing,Recon
HMDB0001341,MAP2K6,producing,Recon
HMDB0001341,FRK,producing,Recon
HMDB0001341,PTK7,producing,Recon
HMDB0001341,TTK,producing,Recon
HMDB0001341,CLK4,producing,Recon
HMDB0001341,ITK,producing,Recon
HMDB0001341,PDGFRB,producing,Recon
HMDB0001341,ZAP70,producing,Recon
HMDB0001341,EPHA4,producing,Recon
HMDB0001341,TEK,producing,Recon
HMDB0001341,PTK2B,producing,Recon
HMDB0001341,FLT3,producing,Recon
HMDB0001341,SRMS,producing,Recon
HMDB0001341,MAP2K2,producing,Recon
HMDB0001341,DYRK2,producing,Recon
HMDB0001341,KDR,producing,Recon
HMDB0001341,EPHB2,producing,Recon
HMDB0001341,PDGFRA,producing,Recon
HMDB0001341,EPHA7,producing,Recon
HMDB0001341,TEC,producing,Recon
HMDB0001341,BLK,producing,Recon
HMDB0001341,MAP2K5,producing,Recon
HMDB0001341,IGF1R,producing,Recon
HMDB0001341,NTRK3,producing,Recon
HMDB0001341,ERBB2,producing,Recon
HMDB0001341,LMTK3,producing,Recon
HMDB0001341,EPHA2,producing,Recon
HMDB0001341,ABL2,producing,Recon
HMDB0001341,DYRK3,producing,Recon
HMDB0001341,EPHA5,producing,Recon
HMDB0001341,EGFR,producing,Recon
HMDB0001341,EPHA1,producing,Recon
HMDB0001341,NTRK2,producing,Recon
HMDB0001341,FER,producing,Recon
HMDB0001341,MERTK,producing,Recon
HMDB0001341,EPHB1,producing,Recon
HMDB0001341,KIT,producing,Recon
HMDB0001341,DYRK1A,producing,Recon
HMDB0001341,FGFR4,producing,Recon
HMDB0001341,JAK1,producing,Recon
HMDB0001341,DDR2,producing,Recon
HMDB0001341,RYK,producing,Recon
HMDB0001341,MST1R,producing,Recon
HMDB0001341,LMTK2,producing,Recon
HMDB0001341,SYK,producing,Recon
HMDB0001341,RET,producing,Recon
HMDB0001341,AXL,producing,Recon
HMDB0001341,SPRYD3,producing,Recon
HMDB0001341,PBK,producing,Recon
HMDB0001341,MAP2K1,producing,Recon
HMDB0001341,ROR2,producing,Recon
HMDB0001341,PTK2,producing,Recon
HMDB0001341,ALK,producing,Recon
HMDB0001341,INSR,producing,Recon
HMDB0001341,PEAK1,producing,Recon
HMDB0001341,TNK1,producing,Recon
HMDB0001341,YES1,producing,Recon
HMDB0001341,CLK2,producing,Recon
HMDB0001341,ERBB4,producing,Recon
HMDB0001341,CLK3,producing,Recon
HMDB0001341,PRAG1,producing,Recon
HMDB0001341,FES,producing,Recon
HMDB0001341,CSF1R,producing,Recon
HMDB0001341,EPHB3,producing,Recon
HMDB0001341,LCK,producing,Recon
HMDB0001341,EPHA10,producing,Recon
HMDB0001341,ROR1,producing,Recon
HMDB0001341,EPHB4,producing,Recon
HMDB0001341,SRC,producing,Recon
HMDB0001341,NTRK1,producing,Recon
HMDB0001341,DDR1,producing,Recon
HMDB0001341,INSL3,producing,Recon
HMDB0001341,LYN,producing,Recon
HMDB0001341,IP6K3,producing,Recon
HMDB0001341,IP6K1,producing,Recon
HMDB0001341,IP6K2,producing,Recon
HMDB0006229,IP6K3,producing,Recon
HMDB0006229,IP6K1,producing,Recon
HMDB0006229,IP6K2,producing,Recon
HMDB0006229,PPIP5K2,producing,Recon
HMDB0006229,PPIP5K1,producing,Recon
HMDB0001341,MYLK,producing,Recon
HMDB0001341,MYLK2,producing,Recon
HMDB0001341,OBSL1,producing,Recon
HMDB0001341,MYLK3,producing,Recon
HMDB0001341,MYLK4,producing,Recon
HMDB0001341,FHIT,producing,Recon
HMDB0000045,FHIT,producing,Recon
HMDB0001341,GRK7,producing,Recon
HMDB0001341,GRK1,producing,Recon
HMDB0001341,GRK3,producing,Recon
HMDB0001341,GRK2,producing,Recon
HMDB0001341,BCKDK,producing,Recon
HMDB0001341,CERT1,producing,Recon
HMDB0001341,CAMKK1,producing,Recon
HMDB0001341,PRKAR2B,producing,Recon
HMDB0001341,MAP3K14,producing,Recon
HMDB0001341,MAP3K9,producing,Recon
HMDB0001341,CDKL3,producing,Recon
HMDB0001341,MARK4,producing,Recon
HMDB0001341,CDKL5,producing,Recon
HMDB0001341,CAMK1G,producing,Recon
HMDB0001341,CDK11A,producing,Recon
HMDB0001341,MAP4K3,producing,Recon
HMDB0001341,MAP4K5,producing,Recon
HMDB0001341,PRKCH,producing,Recon
HMDB0001341,VRK2,producing,Recon
HMDB0001341,DAPK2,producing,Recon
HMDB0001341,TRIO,producing,Recon
HMDB0001341,MAPK9,producing,Recon
HMDB0001341,EIF2AK2,producing,Recon
HMDB0001341,CDK14,producing,Recon
HMDB0001341,CAMK2B,producing,Recon
HMDB0001341,RIOK2,producing,Recon
HMDB0001341,CDK17,producing,Recon
HMDB0001341,WNK1,producing,Recon
HMDB0001341,HIPK2,producing,Recon
HMDB0001341,PKN2,producing,Recon
HMDB0001341,SLK,producing,Recon
HMDB0001341,PRKCQ,producing,Recon
HMDB0001341,CDK13,producing,Recon
HMDB0001341,PRKCZ,producing,Recon
HMDB0001341,ROCK1,producing,Recon
HMDB0001341,MAST4,producing,Recon
HMDB0001341,MAPK6,producing,Recon
HMDB0001341,CSNK2A2,producing,Recon
HMDB0001341,CAMK2A,producing,Recon
HMDB0001341,MAP4K4,producing,Recon
HMDB0001341,RPS6KA2,producing,Recon
HMDB0001341,MYO3B,producing,Recon
HMDB0001341,PRKACA,producing,Recon
HMDB0001341,RPS6KA6,producing,Recon
HMDB0001341,SPEG,producing,Recon
HMDB0001341,MARK2,producing,Recon
HMDB0001341,STK10,producing,Recon
HMDB0001341,MAP3K13,producing,Recon
HMDB0001341,NUAK1,producing,Recon
HMDB0001341,MARK3,producing,Recon
HMDB0001341,PAK3,producing,Recon
HMDB0001341,ARAF,producing,Recon
HMDB0001341,MKNK1,producing,Recon
HMDB0001341,MOK,producing,Recon
HMDB0001341,STK17B,producing,Recon
HMDB0001341,ULK2,producing,Recon
HMDB0001341,MAP3K4,producing,Recon
HMDB0001341,MAST2,producing,Recon
HMDB0001341,EIF2AK1,producing,Recon
HMDB0001341,NLK,producing,Recon
HMDB0001341,AURKA,producing,Recon
HMDB0001341,MAPKAPK5,producing,Recon
HMDB0001341,IRAK3,producing,Recon
HMDB0001341,MAP3K20,producing,Recon
HMDB0001341,TRPM7,producing,Recon
HMDB0001341,MAP3K1,producing,Recon
HMDB0001341,MYO3A,producing,Recon
HMDB0001341,SRPK1,producing,Recon
HMDB0001341,CDC7,producing,Recon
HMDB0001341,MAST3,producing,Recon
HMDB0001341,MKNK2,producing,Recon
HMDB0001341,MAPK1,producing,Recon
HMDB0001341,CDKL1,producing,Recon
HMDB0001341,VRK1,producing,Recon
HMDB0001341,RPS6KA5,producing,Recon
HMDB0001341,SGK2,producing,Recon
HMDB0001341,STK4,producing,Recon
HMDB0001341,CSNK2A1,producing,Recon
HMDB0001341,PAK5,producing,Recon
HMDB0001341,RIOK3,producing,Recon
HMDB0001341,PIM2,producing,Recon
HMDB0001341,CDK16,producing,Recon
HMDB0001341,STK24,producing,Recon
HMDB0001341,MAPK3,producing,Recon
HMDB0001341,SGK3,producing,Recon
HMDB0001341,RIPK2,producing,Recon
HMDB0001341,IKBKB,producing,Recon
HMDB0001341,STK3,producing,Recon
HMDB0001341,MAP4K1,producing,Recon
HMDB0001341,DMPK,producing,Recon
HMDB0001341,VRK3,producing,Recon
HMDB0001341,AURKC,producing,Recon
HMDB0001341,AKT2,producing,Recon
HMDB0001341,PRKD2,producing,Recon
HMDB0001341,MAST1,producing,Recon
HMDB0001341,CDK6,producing,Recon
HMDB0001341,PRKAG2,producing,Recon
HMDB0001341,LIMK1,producing,Recon
HMDB0001341,TGFBR1,producing,Recon
HMDB0001341,MAPK8,producing,Recon
HMDB0001341,BMPR1A,producing,Recon
HMDB0001341,MAP3K8,producing,Recon
HMDB0001341,RPS6KB1,producing,Recon
HMDB0001341,PRKAR1A,producing,Recon
HMDB0001341,MAPK10,producing,Recon
HMDB0001341,HIPK3,producing,Recon
HMDB0001341,CAMKK2,producing,Recon
HMDB0001341,MAK,producing,Recon
HMDB0001341,MAPK14,producing,Recon
HMDB0001341,STK38,producing,Recon
HMDB0001341,CILK1,producing,Recon
HMDB0001341,PRPF4B,producing,Recon
HMDB0001341,CSNK1A1,producing,Recon
HMDB0001341,PRKAR2A,producing,Recon
HMDB0001341,NEK11,producing,Recon
HMDB0001341,MAPKAPK3,producing,Recon
HMDB0001341,ACVR2B,producing,Recon
HMDB0001341,NEK4,producing,Recon
HMDB0001341,ACVR1,producing,Recon
HMDB0001341,STK16,producing,Recon
HMDB0001341,PASK,producing,Recon
HMDB0001341,STK25,producing,Recon
HMDB0001341,PRKD3,producing,Recon
HMDB0001341,AAK1,producing,Recon
HMDB0001341,MARK1,producing,Recon
HMDB0001341,AKT3,producing,Recon
HMDB0001341,CDK18,producing,Recon
HMDB0001341,NEK2,producing,Recon
HMDB0001341,RPS6KA1,producing,Recon
HMDB0001341,STK11,producing,Recon
HMDB0001341,SGK1,producing,Recon
HMDB0001341,TRPM6,producing,Recon
HMDB0001341,NEK6,producing,Recon
HMDB0001341,NEK9,producing,Recon
HMDB0001341,MASTL,producing,Recon
HMDB0001341,ACVR2A,producing,Recon
HMDB0001341,CIT,producing,Recon
HMDB0001341,PKN1,producing,Recon
HMDB0001341,CDK2,producing,Recon
HMDB0001341,ACVR1C,producing,Recon
HMDB0001341,RIOK1,producing,Recon
HMDB0001341,GTF2F1,producing,Recon
HMDB0001341,STK35,producing,Recon
HMDB0001341,WNK4,producing,Recon
HMDB0001341,PRKCG,producing,Recon
HMDB0001341,PKMYT1,producing,Recon
HMDB0001341,EIF2AK4,producing,Recon
HMDB0001341,RIPK3,producing,Recon
HMDB0001341,PRKCSH,producing,Recon
HMDB0001341,STK33,producing,Recon
HMDB0001341,PAK4,producing,Recon
HMDB0001341,MAP3K10,producing,Recon
HMDB0001341,LATS1,producing,Recon
HMDB0001341,PRKAB2,producing,Recon
HMDB0001341,RAF1,producing,Recon
HMDB0001341,PRKAA1,producing,Recon
HMDB0001341,CDK8,producing,Recon
HMDB0001341,DSTYK,producing,Recon
HMDB0001341,DCLK1,producing,Recon
HMDB0001341,CSNK1G2,producing,Recon
HMDB0001341,CDK7,producing,Recon
HMDB0001341,IRAK2,producing,Recon
HMDB0001341,CAMK1,producing,Recon
HMDB0001341,ROCK2,producing,Recon
HMDB0001341,ERN2,producing,Recon
HMDB0001341,STK26,producing,Recon
HMDB0001341,TAOK3,producing,Recon
HMDB0001341,SRPK2,producing,Recon
HMDB0001341,MAP3K7,producing,Recon
HMDB0001341,AMHR2,producing,Recon
HMDB0001341,CDK4,producing,Recon
HMDB0001341,ACVR1B,producing,Recon
HMDB0001341,NEK3,producing,Recon
HMDB0001341,RPS6KC1,producing,Recon
HMDB0001341,CDK9,producing,Recon
HMDB0001341,PRPF4,producing,Recon
HMDB0001341,PIM1,producing,Recon
HMDB0001341,RIPK1,producing,Recon
HMDB0001341,NEK1,producing,Recon
HMDB0001341,PAK6,producing,Recon
HMDB0001341,CDK15,producing,Recon
HMDB0001341,PRKG2,producing,Recon
HMDB0001341,BMPR1B,producing,Recon
HMDB0001341,BMP2K,producing,Recon
HMDB0001341,CDKL2,producing,Recon
HMDB0001341,ACVRL1,producing,Recon
HMDB0001341,MAP3K12,producing,Recon
HMDB0001341,TSSK4,producing,Recon
HMDB0001341,ULK3,producing,Recon
HMDB0001341,PDPK1,producing,Recon
HMDB0001341,MINK1,producing,Recon
HMDB0001341,CSNK1D,producing,Recon
HMDB0001341,MAPK4,producing,Recon
HMDB0001341,HUNK,producing,Recon
HMDB0001341,AKT1,producing,Recon
HMDB0001341,PLK4,producing,Recon
HMDB0001341,MAP3K6,producing,Recon
HMDB0001341,PRKACB,producing,Recon
HMDB0001341,IKBKE,producing,Recon
HMDB0001341,MAP3K21,producing,Recon
HMDB0001341,CDC42BPA,producing,Recon
HMDB0001341,CAMK2D,producing,Recon
HMDB0001341,PLK2,producing,Recon
HMDB0001341,TLK2,producing,Recon
HMDB0001341,CASK,producing,Recon
HMDB0001341,TAF1,producing,Recon
HMDB0001341,PSKH2,producing,Recon
HMDB0001341,CAMK2G,producing,Recon
HMDB0001341,PAK1,producing,Recon
HMDB0001341,ATM,producing,Recon
HMDB0001341,CHEK1,producing,Recon
HMDB0001341,TAOK2,producing,Recon
HMDB0001341,LATS2,producing,Recon
HMDB0001341,CSNK1G3,producing,Recon
HMDB0001341,NEK7,producing,Recon
HMDB0001341,UHMK1,producing,Recon
HMDB0001341,CAMK4,producing,Recon
HMDB0001341,STK32B,producing,Recon
HMDB0001341,PRKCA,producing,Recon
HMDB0001341,LRRK1,producing,Recon
HMDB0001341,TNIK,producing,Recon
HMDB0001341,CDK19,producing,Recon
HMDB0001341,TTN,producing,Recon
HMDB0001341,CDK20,producing,Recon
HMDB0001341,MAPK13,producing,Recon
HMDB0001341,BUB1B,producing,Recon
HMDB0001341,SMG1,producing,Recon
HMDB0001341,BRAF,producing,Recon
HMDB0001341,PINK1,producing,Recon
HMDB0001341,PSKH1,producing,Recon
HMDB0001341,KALRN,producing,Recon
HMDB0001341,PKN3,producing,Recon
HMDB0001341,BRSK1,producing,Recon
HMDB0001341,TAOK1,producing,Recon
HMDB0001341,SIK3,producing,Recon
HMDB0001341,NEK8,producing,Recon
HMDB0001341,RPS6KA4,producing,Recon
HMDB0001341,PRKAA2,producing,Recon
HMDB0001341,TSSK3,producing,Recon
HMDB0001341,MAPKAPK2,producing,Recon
HMDB0001341,HIPK1,producing,Recon
HMDB0001341,STK36,producing,Recon
HMDB0001341,TGFBR2,producing,Recon
HMDB0001341,NUAK2,producing,Recon
HMDB0001341,PRKCI,producing,Recon
HMDB0001341,SNRK,producing,Recon
HMDB0001341,PRKCD,producing,Recon
HMDB0001341,STK17A,producing,Recon
HMDB0001341,CDK5,producing,Recon
HMDB0001341,FASTK,producing,Recon
HMDB0001341,PRKACG,producing,Recon
HMDB0001341,WNK2,producing,Recon
HMDB0001341,MELK,producing,Recon
HMDB0001341,STK32C,producing,Recon
HMDB0001341,ILK,producing,Recon
HMDB0001341,WEE1,producing,Recon
HMDB0001341,MAPK7,producing,Recon
HMDB0001341,PRKCB,producing,Recon
HMDB0001341,PLK1,producing,Recon
HMDB0001341,CDK12,producing,Recon
HMDB0001341,DAPK3,producing,Recon
HMDB0001341,ULK4,producing,Recon
HMDB0001341,MAP4K2,producing,Recon
HMDB0001341,MLKL,producing,Recon
HMDB0001341,CSNK1G1,producing,Recon
HMDB0001341,STK32A,producing,Recon
HMDB0001341,BUB1,producing,Recon
HMDB0001341,MAP3K2,producing,Recon
HMDB0001341,SIK2,producing,Recon
HMDB0001341,CDK1,producing,Recon
HMDB0001341,DCLK2,producing,Recon
HMDB0001341,PRKCE,producing,Recon
HMDB0001341,CDC42BPG,producing,Recon
HMDB0001341,EIF2AK3,producing,Recon
HMDB0001341,TP53RK,producing,Recon
HMDB0001341,MOS,producing,Recon
HMDB0001341,OXSR1,producing,Recon
HMDB0001341,MAP3K11,producing,Recon
HMDB0001341,PLK3,producing,Recon
HMDB0001341,BRSK2,producing,Recon
HMDB0001341,ATR,producing,Recon
HMDB0001341,RPS6KB2,producing,Recon
HMDB0001341,ULK1,producing,Recon
HMDB0001341,RPS6KA3,producing,Recon
HMDB0001341,TSSK6,producing,Recon
HMDB0001341,ERN1,producing,Recon
HMDB0001341,GAK,producing,Recon
HMDB0001341,AURKB,producing,Recon
HMDB0001341,CSNK1A1L,producing,Recon
HMDB0001341,PAK2,producing,Recon
HMDB0001341,MAP3K15,producing,Recon
HMDB0001341,MAPK15,producing,Recon
HMDB0001341,AATK,producing,Recon
HMDB0001341,LIMK2,producing,Recon
HMDB0001341,CAMK1D,producing,Recon
HMDB0001341,RIPK4,producing,Recon
HMDB0001341,TBK1,producing,Recon
HMDB0001341,CHEK2,producing,Recon
HMDB0001341,PRKX,producing,Recon
HMDB0001341,IRAK1,producing,Recon
HMDB0001341,PRKD1,producing,Recon
HMDB0001341,CDK10,producing,Recon
HMDB0001341,MAPK11,producing,Recon
HMDB0001341,PRKG1,producing,Recon
HMDB0001341,BCR,producing,Recon
HMDB0001341,MAPK12,producing,Recon
HMDB0001341,PRKAR1B,producing,Recon
HMDB0001341,SBK1,producing,Recon
HMDB0001341,LRRK2,producing,Recon
HMDB0001341,STK31,producing,Recon
HMDB0001341,PIK3R4,producing,Recon
HMDB0001341,WNK3,producing,Recon
HMDB0001341,DAPK1,producing,Recon
HMDB0001341,NEK5,producing,Recon
HMDB0001341,MAP3K5,producing,Recon
HMDB0001341,IRAK4,producing,Recon
HMDB0001341,PIM3,producing,Recon
HMDB0001341,TLK1,producing,Recon
HMDB0001341,STK39,producing,Recon
HMDB0001341,CDC42BPB,producing,Recon
HMDB0001341,MAP3K3,producing,Recon
HMDB0001341,BMPR2,producing,Recon
HMDB0001341,STK19,producing,Recon
HMDB0001341,CSNK2B,producing,Recon
HMDB0001341,CDKL4,producing,Recon
HMDB0001341,TSSK2,producing,Recon
HMDB0001341,STK38L,producing,Recon
HMDB0001341,TSSK1B,producing,Recon
HMDB0001341,CHUK,producing,Recon
HMDB0001341,CSNK1E,producing,Recon
HMDB0001341,WEE2,producing,Recon
HMDB0001341,CDK11B,producing,Recon
HMDB0001341,CDK3,producing,Recon
HMDB0001341,PRKDC,producing,Recon
HMDB0001341,HYAL6P,producing,Recon
HMDB0001341,VNN3P,producing,Recon
HMDB0001341,PRKY,producing,Recon
HMDB0001341,FKBP9P1,producing,Recon
HMDB0004381,NANS,producing,Recon
HMDB0000230,ACP6,producing,Recon
HMDB0000230,ACP5,producing,Recon
HMDB0000230,NANP,producing,Recon
HMDB0000244,ACP3,producing,Recon
HMDB0000244,ACP6,producing,Recon
HMDB0000244,ACP5,producing,Recon
HMDB0000244,ACP1,producing,Recon
HMDB0001882,ALPI,producing,Recon
HMDB0001882,ALPG,producing,Recon
HMDB0001882,ALPL,producing,Recon
HMDB0001882,ALPP,producing,Recon
HMDB0001003,BPNT1,producing,Recon
HMDB0000097,PHOSPHO1,producing,Recon
HMDB0060180,BPGM,producing,Recon
HMDB0060180,PGAM1,producing,Recon
HMDB0060180,PGAM2,producing,Recon
HMDB0000149,PHOSPHO1,producing,Recon
HMDB0000124,FBP1,producing,Recon
HMDB0000124,PFKFB4,producing,Recon
HMDB0000124,PFKFB1,producing,Recon
HMDB0000124,PFKFB3,producing,Recon
HMDB0000124,PFKFB2,producing,Recon
HMDB0000124,FBP2,producing,Recon
HMDB0000134,SLC25A10,producing,Recon
HMDB0001431,PDXP,producing,Recon
HMDB0000156,SLC25A10,producing,Recon
HMDB0001185,MAT1A,producing,Recon
HMDB0001185,MAT2B,producing,Recon
HMDB0001185,MAT2A,producing,Recon
HMDB0001143,INPP5D,producing,Recon
HMDB0001143,SYNJ1,producing,Recon
HMDB0001143,INPPL1,producing,Recon
HMDB0001143,INPP5J,producing,Recon
HMDB0001143,INPP5B,producing,Recon
HMDB0001143,INPP5E,producing,Recon
HMDB0001143,INPP5A,producing,Recon
HMDB0006235,INPP1,producing,Recon
HMDB0000968,INPP5D,producing,Recon
HMDB0000968,SYNJ1,producing,Recon
HMDB0000968,INPPL1,producing,Recon
HMDB0000968,INPP5J,producing,Recon
HMDB0000968,INPP5B,producing,Recon
HMDB0000968,INPP5E,producing,Recon
HMDB0000968,INPP5A,producing,Recon
HMDB0001313,INPP1,producing,Recon
HMDB0006814,INPP4A,producing,Recon
HMDB0006814,INPP4B,producing,Recon
HMDB0006809,PNP,producing,Recon
HMDB0000071,NT5C,producing,Recon
HMDB0000071,PHEX,producing,Recon
HMDB0000239,PDXP,producing,Recon
HMDB0001545,PDXP,producing,Recon
HMDB0011118,MAT1A,producing,Recon
HMDB0011118,MAT2B,producing,Recon
HMDB0011118,MAT2A,producing,Recon
HMDB0000045,SEPHS1,producing,Recon
HMDB0000045,SEPHS2,producing,Recon
HMDB0000254,SLC25A10,producing,Recon
HMDB0000269,PLPP2,producing,Recon
HMDB0000269,PLPP1,producing,Recon
HMDB0000269,PLPP3,producing,Recon
HMDB0000269,SGPP1,producing,Recon
HMDB0000269,SGPP2,producing,Recon
HMDB0000691,SLC25A10,producing,Recon
HMDB0000125,SLC25A10,producing,Recon
HMDB0000208,SLC25A10,producing,Recon
HMDB0002329,SLC25A10,producing,Recon
HMDB0000126,SLC37A1,producing,Recon
HMDB0001401,SLC37A4,producing,Recon
