HMDB,GENE,direction,Source
HMDB0000538,ADCY1,degrading,Experimental
HMDB0000058,ADCY1,producing,Experimental
HMDB0001273,ADCY1,degrading,Experimental
HMDB0001314,ADCY1,producing,Experimental
HMDB0000538,ADCY2,degrading,Experimental
HMDB0000058,ADCY2,producing,Experimental
HMDB0001273,ADCY2,degrading,Experimental
HMDB0001314,ADCY2,producing,Experimental
HMDB0000538,ADCY3,degrading,Experimental
HMDB0000058,ADCY3,producing,Experimental
HMDB0001273,ADCY3,degrading,Experimental
HMDB0001314,ADCY3,producing,Experimental
HMDB0000538,ADCY4,degrading,Experimental
HMDB0000058,ADCY4,producing,Experimental
HMDB0001273,ADCY4,degrading,Experimental
HMDB0001314,ADCY4,producing,Experimental
HMDB0000538,ADCY5,degrading,Experimental
HMDB0000058,ADCY5,producing,Experimental
HMDB0001273,ADCY5,degrading,Experimental
HMDB0001314,ADCY5,producing,Experimental
HMDB0000538,ADCY6,degrading,Experimental
HMDB0000058,ADCY6,producing,Experimental
HMDB0001273,ADCY6,degrading,Experimental
HMDB0001314,ADCY6,producing,Experimental
HMDB0000538,ADCY7,degrading,Experimental
HMDB0000058,ADCY7,producing,Experimental
HMDB0001273,ADCY7,degrading,Experimental
HMDB0001314,ADCY7,producing,Experimental
HMDB0000538,ADCY8,degrading,Experimental
HMDB0000058,ADCY8,producing,Experimental
HMDB0001273,ADCY8,degrading,Experimental
HMDB0001314,ADCY8,producing,Experimental
HMDB0000538,ADCY9,degrading,Experimental
HMDB0000058,ADCY9,producing,Experimental
HMDB0001273,ADCY9,degrading,Experimental
HMDB0001314,ADCY9,producing,Experimental
HMDB0000538,ADCY10,degrading,Experimental
HMDB0000058,ADCY10,producing,Experimental
HMDB0001273,ADCY10,degrading,Experimental
HMDB0001314,ADCY10,producing,Experimental
HMDB0000517,ADC,degrading,Experimental
HMDB0001432,ADC,producing,Experimental
HMDB0000902,ADH1A,degrading,Experimental
HMDB0001487,ADH1A,degrading,Experimental
HMDB0000990,ADH1A,producing,Experimental
HMDB0001487,ADH1A,producing,Experimental
HMDB0000305,ADH1A,degrading,Experimental
HMDB0001358,ADH1A,producing,Experimental
HMDB0000318,ADH1A,degrading,Experimental
HMDB0006242,ADH1A,producing,Experimental
HMDB0041796,ADH1A,producing,Experimental
HMDB0000902,ADH1A,producing,Experimental
HMDB0060366,ADH1A,producing,Experimental
HMDB0000902,ADH1B,degrading,Experimental
HMDB0001487,ADH1B,degrading,Experimental
HMDB0000990,ADH1B,producing,Experimental
HMDB0001487,ADH1B,producing,Experimental
HMDB0000305,ADH1B,degrading,Experimental
HMDB0001358,ADH1B,producing,Experimental
HMDB0000318,ADH1B,degrading,Experimental
HMDB0006242,ADH1B,producing,Experimental
HMDB0041796,ADH1B,producing,Experimental
HMDB0000902,ADH1B,producing,Experimental
HMDB0060366,ADH1B,producing,Experimental
HMDB0000902,ADH1C,degrading,Experimental
HMDB0001487,ADH1C,degrading,Experimental
HMDB0000990,ADH1C,producing,Experimental
HMDB0001487,ADH1C,producing,Experimental
HMDB0000305,ADH1C,degrading,Experimental
HMDB0001358,ADH1C,producing,Experimental
HMDB0000318,ADH1C,degrading,Experimental
HMDB0006242,ADH1C,producing,Experimental
HMDB0041796,ADH1C,producing,Experimental
HMDB0000902,ADH1C,producing,Experimental
HMDB0060366,ADH1C,producing,Experimental
HMDB0000902,ADH4,degrading,Experimental
HMDB0001487,ADH4,degrading,Experimental
HMDB0000990,ADH4,producing,Experimental
HMDB0001487,ADH4,producing,Experimental
HMDB0000305,ADH4,degrading,Experimental
HMDB0001358,ADH4,producing,Experimental
HMDB0000318,ADH4,degrading,Experimental
HMDB0006242,ADH4,producing,Experimental
HMDB0041796,ADH4,producing,Experimental
HMDB0000902,ADH4,producing,Experimental
HMDB0060366,ADH4,producing,Experimental
HMDB0000902,ADH6,degrading,Experimental
HMDB0001487,ADH6,degrading,Experimental
HMDB0000990,ADH6,producing,Experimental
HMDB0001487,ADH6,producing,Experimental
HMDB0000305,ADH6,degrading,Experimental
HMDB0001358,ADH6,producing,Experimental
HMDB0000318,ADH6,degrading,Experimental
HMDB0006242,ADH6,producing,Experimental
HMDB0041796,ADH6,producing,Experimental
HMDB0000902,ADH6,producing,Experimental
HMDB0060366,ADH6,producing,Experimental
HMDB0000902,ADH7,degrading,Experimental
HMDB0001487,ADH7,degrading,Experimental
HMDB0000990,ADH7,producing,Experimental
HMDB0001487,ADH7,producing,Experimental
HMDB0000305,ADH7,degrading,Experimental
HMDB0001358,ADH7,producing,Experimental
HMDB0000318,ADH7,degrading,Experimental
HMDB0006242,ADH7,producing,Experimental
HMDB0041796,ADH7,producing,Experimental
HMDB0000902,ADH7,producing,Experimental
HMDB0060366,ADH7,producing,Experimental
HMDB0000902,ADH5,degrading,Experimental
HMDB0001487,ADH5,degrading,Experimental
HMDB0004662,ADH5,degrading,Experimental
HMDB0001550,ADH5,degrading,Experimental
HMDB0000990,ADH5,producing,Experimental
HMDB0001487,ADH5,producing,Experimental
HMDB0000305,ADH5,degrading,Experimental
HMDB0001358,ADH5,producing,Experimental
HMDB0000318,ADH5,degrading,Experimental
HMDB0006242,ADH5,producing,Experimental
HMDB0060516,ADH5,producing,Experimental
HMDB0060458,ADH5,producing,Experimental
HMDB0001550,ADH5,producing,Experimental
HMDB0041796,ADH5,producing,Experimental
HMDB0000902,ADH5,producing,Experimental
HMDB0060366,ADH5,producing,Experimental
HMDB0000538,ADK,degrading,Experimental
HMDB0000050,ADK,degrading,Experimental
HMDB0001341,ADK,producing,Experimental
HMDB0000045,ADK,producing,Experimental
HMDB0001545,AOX1,degrading,Experimental
HMDB0000152,AOX1,degrading,Experimental
HMDB0004062,AOX1,producing,Experimental
HMDB0000202,AOX1,degrading,Experimental
HMDB0002217,AOX1,producing,Experimental
HMDB0000699,AOX1,degrading,Experimental
HMDB0004073,AOX1,degrading,Experimental
HMDB0000763,AOX1,producing,Experimental
HMDB0060462,AOX1,degrading,Experimental
HMDB0001341,ADPGK,degrading,Experimental
HMDB0000122,ADPGK,degrading,Experimental
HMDB0000045,ADPGK,producing,Experimental
HMDB0001401,ADPGK,producing,Experimental
HMDB0003345,ADPGK,degrading,Experimental
HMDB0003498,ADPGK,producing,Experimental
HMDB0000061,AASDHPPT,degrading,Experimental
HMDB0001423,AASDHPPT,degrading,Experimental
HMDB0001178,ADPRH,degrading,Experimental
HMDB0001178,ADPRH,producing,Experimental
HMDB0000517,ADPRH,producing,Experimental
HMDB0001413,ADPRM,degrading,Experimental
HMDB0000095,ADPRM,producing,Experimental
HMDB0001565,ADPRM,producing,Experimental
HMDB0001178,ADPRM,degrading,Experimental
HMDB0000045,ADPRM,producing,Experimental
HMDB0001548,ADPRM,producing,Experimental
HMDB0000126,ADPRM,producing,Experimental
HMDB0000217,FDXR,degrading,Experimental
HMDB0000221,FDXR,degrading,Experimental
HMDB0002991,ADO,degrading,Experimental
HMDB0001054,ALG10,degrading,Experimental
HMDB0005176,ALG10,producing,Experimental
HMDB0001054,ALG10B,degrading,Experimental
HMDB0005176,ALG10B,producing,Experimental
HMDB0000048,GLA,degrading,Experimental
HMDB0003449,GLA,producing,Experimental
HMDB0000122,GLA,producing,Experimental
HMDB0003213,GLA,degrading,Experimental
HMDB0000258,GLA,producing,Experimental
HMDB0000131,GLA,producing,Experimental
HMDB0000211,GLA,producing,Experimental
HMDB0000169,GLA,producing,Experimental
HMDB0000247,GLA,producing,Experimental
HMDB0003213,GLA,producing,Experimental
HMDB0003449,GLA,degrading,Experimental
HMDB0000048,GLA,producing,Experimental
HMDB0001367,PGM3,degrading,Experimental
HMDB0001062,PGM3,producing,Experimental
HMDB0001062,PGM3,degrading,Experimental
HMDB0001367,PGM3,producing,Experimental
HMDB0001273,AGPHD1,degrading,Experimental
HMDB0000450,AGPHD1,degrading,Experimental
HMDB0001201,AGPHD1,producing,Experimental
HMDB0059600,AGPHD1,producing,Experimental
HMDB0000161,AGXT2,degrading,Experimental
HMDB0000119,AGXT2,degrading,Experimental
HMDB0000243,AGXT2,producing,Experimental
HMDB0000123,AGXT2,producing,Experimental
HMDB0002299,AGXT2,degrading,Experimental
HMDB0000243,AGXT2,degrading,Experimental
HMDB0001172,AGXT2,producing,Experimental
HMDB0000161,AGXT2,producing,Experimental
HMDB0000123,AGXT2,degrading,Experimental
HMDB0000208,AGXT2,degrading,Experimental
HMDB0000119,AGXT2,producing,Experimental
HMDB0000148,AGXT2,producing,Experimental
HMDB0000089,AICDA,degrading,Experimental
HMDB0000296,AICDA,producing,Experimental
HMDB0000217,AKR1A1,degrading,Experimental
HMDB0000221,AKR1A1,degrading,Experimental
HMDB0000990,AKR1A1,producing,Experimental
HMDB0000221,AKR1A1,producing,Experimental
HMDB0000131,AKR1A1,degrading,Experimental
HMDB0001051,AKR1A1,producing,Experimental
HMDB0012843,AKR1A1,degrading,Experimental
HMDB0000131,AKR1B10,degrading,Experimental
HMDB0000902,AKR1B10,degrading,Experimental
HMDB0001051,AKR1B10,producing,Experimental
HMDB0001487,AKR1B10,producing,Experimental
HMDB0000217,AKR1B10,degrading,Experimental
HMDB0000221,AKR1B10,producing,Experimental
HMDB0003449,AKR1B10,degrading,Experimental
HMDB0001487,AKR1B10,degrading,Experimental
HMDB0000107,AKR1B10,producing,Experimental
HMDB0000902,AKR1B10,producing,Experimental
HMDB0000221,AKR1B10,degrading,Experimental
HMDB0000217,AKR1B10,producing,Experimental
HMDB0002917,AKR1B10,degrading,Experimental
HMDB0000098,AKR1B10,producing,Experimental
HMDB0001851,AKR1B10,degrading,Experimental
HMDB0000646,AKR1B10,producing,Experimental
HMDB0000247,AKR1B10,degrading,Experimental
HMDB0003345,AKR1B10,producing,Experimental
HMDB0003052,AKR1B10,degrading,Experimental
HMDB0001881,AKR1B10,degrading,Experimental
HMDB0003052,AKR1B10,producing,Experimental
HMDB0011653,AKR1C1,degrading,Experimental
HMDB0000374,AKR1C1,degrading,Experimental
HMDB0000217,AKR1C1,degrading,Experimental
HMDB0000957,AKR1C1,producing,Experimental
HMDB0000221,AKR1C1,producing,Experimental
HMDB0000221,AKR1C1,degrading,Experimental
HMDB0000879,AKR1C1,producing,Experimental
HMDB0000217,AKR1C1,producing,Experimental
HMDB0003759,AKR1C1,degrading,Experimental
HMDB0001449,AKR1C1,producing,Experimental
HMDB0000217,AKR1C2,degrading,Experimental
HMDB0000957,AKR1C2,producing,Experimental
HMDB0000221,AKR1C2,producing,Experimental
HMDB0000221,AKR1C2,degrading,Experimental
HMDB0000879,AKR1C2,producing,Experimental
HMDB0000217,AKR1C2,producing,Experimental
HMDB0003759,AKR1C2,degrading,Experimental
HMDB0001449,AKR1C2,producing,Experimental
HMDB0000217,AKR1C3,degrading,Experimental
HMDB0000957,AKR1C3,producing,Experimental
HMDB0000221,AKR1C3,producing,Experimental
HMDB0000221,AKR1C3,degrading,Experimental
HMDB0000234,AKR1C3,degrading,Experimental
HMDB0000902,AKR1C3,degrading,Experimental
HMDB0000053,AKR1C3,producing,Experimental
HMDB0001487,AKR1C3,producing,Experimental
HMDB0000879,AKR1C3,producing,Experimental
HMDB0000217,AKR1C3,producing,Experimental
HMDB0003759,AKR1C3,degrading,Experimental
HMDB0001449,AKR1C3,producing,Experimental
HMDB0000217,AKR1C4,degrading,Experimental
HMDB0000221,AKR1C4,producing,Experimental
HMDB0000031,AKR1C4,degrading,Experimental
HMDB0000902,AKR1C4,degrading,Experimental
HMDB0000899,AKR1C4,producing,Experimental
HMDB0001487,AKR1C4,producing,Experimental
HMDB0000490,AKR1C4,degrading,Experimental
HMDB0003769,AKR1C4,producing,Experimental
HMDB0006893,AKR1C4,degrading,Experimental
HMDB0006892,AKR1C4,producing,Experimental
HMDB0001457,AKR1C4,degrading,Experimental
HMDB0006887,AKR1C4,producing,Experimental
HMDB0000903,AKR1C4,degrading,Experimental
HMDB0006758,AKR1C4,producing,Experimental
HMDB0006758,AKR1C4,degrading,Experimental
HMDB0000221,AKR1C4,degrading,Experimental
HMDB0000903,AKR1C4,producing,Experimental
HMDB0000217,AKR1C4,producing,Experimental
HMDB0003259,AKR1C4,producing,Experimental
HMDB0006754,AKR1C4,producing,Experimental
HMDB0006755,AKR1C4,degrading,Experimental
HMDB0003759,AKR1C4,producing,Experimental
HMDB0002961,AKR1C4,degrading,Experimental
HMDB0000217,AKR1D1,degrading,Experimental
HMDB0000221,AKR1D1,producing,Experimental
HMDB0006758,AKR1D1,degrading,Experimental
HMDB0002802,AKR1D1,producing,Experimental
HMDB0003769,AKR1D1,degrading,Experimental
HMDB0000053,AKR1D1,producing,Experimental
HMDB0003759,AKR1D1,degrading,Experimental
HMDB0001830,AKR1D1,degrading,Experimental
HMDB0000221,AKR1D1,degrading,Experimental
HMDB0003759,AKR1D1,producing,Experimental
HMDB0000217,AKR1D1,producing,Experimental
HMDB0000234,AKR1D1,producing,Experimental
HMDB0003259,AKR1D1,degrading,Experimental
HMDB0000063,AKR1D1,producing,Experimental
HMDB0006754,AKR1D1,degrading,Experimental
HMDB0000037,AKR1D1,producing,Experimental
HMDB0006892,AKR1D1,degrading,Experimental
HMDB0001993,AKR1D1,producing,Experimental
HMDB0006887,AKR1D1,degrading,Experimental
HMDB0002197,AKR1D1,producing,Experimental
HMDB0000217,AKR1E2,degrading,Experimental
HMDB0000221,AKR1E2,producing,Experimental
HMDB0001358,ALDH1A1,degrading,Experimental
HMDB0000902,ALDH1A1,degrading,Experimental
HMDB0006219,ALDH1A1,producing,Experimental
HMDB0001487,ALDH1A1,producing,Experimental
HMDB0001852,ALDH1A1,producing,Experimental
HMDB0002369,ALDH1A1,producing,Experimental
HMDB0001358,ALDH1A2,degrading,Experimental
HMDB0000902,ALDH1A2,degrading,Experimental
HMDB0006219,ALDH1A2,producing,Experimental
HMDB0001487,ALDH1A2,producing,Experimental
HMDB0001852,ALDH1A2,producing,Experimental
HMDB0002369,ALDH1A2,producing,Experimental
HMDB0000990,ALDH1A3,degrading,Experimental
HMDB0000217,ALDH1A3,degrading,Experimental
HMDB0000042,ALDH1A3,producing,Experimental
HMDB0000221,ALDH1A3,producing,Experimental
HMDB0001106,ALDH1A3,degrading,Experimental
HMDB0000902,ALDH1A3,degrading,Experimental
HMDB0000056,ALDH1A3,producing,Experimental
HMDB0001487,ALDH1A3,producing,Experimental
HMDB0006236,ALDH1A3,degrading,Experimental
HMDB0000209,ALDH1A3,producing,Experimental
HMDB0003767,ALDH1A3,degrading,Experimental
HMDB0000020,ALDH1A3,producing,Experimental
HMDB0003791,ALDH1A3,degrading,Experimental
HMDB0001336,ALDH1A3,producing,Experimental
HMDB0006242,ALDH1A3,degrading,Experimental
HMDB0001866,ALDH1A3,producing,Experimental
HMDB0005175,ALDH1A3,degrading,Experimental
HMDB0000118,ALDH1A3,producing,Experimental
HMDB0004061,ALDH1A3,degrading,Experimental
HMDB0000291,ALDH1A3,producing,Experimental
HMDB0004181,ALDH1A3,degrading,Experimental
HMDB0060366,ALDH1A3,degrading,Experimental
HMDB0000902,ALDH1B1,degrading,Experimental
HMDB0001487,ALDH1B1,degrading,Experimental
HMDB0000217,ALDH1B1,degrading,Experimental
HMDB0000208,ALDH1B1,producing,Experimental
HMDB0000221,ALDH1B1,producing,Experimental
HMDB0000990,ALDH1B1,degrading,Experimental
HMDB0000042,ALDH1B1,producing,Experimental
HMDB0001487,ALDH1B1,producing,Experimental
HMDB0001106,ALDH1B1,degrading,Experimental
HMDB0000056,ALDH1B1,producing,Experimental
HMDB0001051,ALDH1B1,degrading,Experimental
HMDB0000139,ALDH1B1,producing,Experimental
HMDB0001080,ALDH1B1,degrading,Experimental
HMDB0000112,ALDH1B1,producing,Experimental
HMDB0001190,ALDH1B1,degrading,Experimental
HMDB0000663,ALDH1B1,producing,Experimental
HMDB0001345,ALDH1B1,degrading,Experimental
HMDB0001161,ALDH1B1,producing,Experimental
HMDB0002217,ALDH1B1,degrading,Experimental
HMDB0000202,ALDH1B1,producing,Experimental
HMDB0003905,ALDH1B1,degrading,Experimental
HMDB0006894,ALDH1B1,degrading,Experimental
HMDB0011653,ALDH1B1,producing,Experimental
HMDB0004073,ALDH1B1,degrading,Experimental
HMDB0000763,ALDH1B1,producing,Experimental
HMDB0004226,ALDH1B1,degrading,Experimental
HMDB0060516,ALDH1B1,degrading,Experimental
HMDB0060458,ALDH1B1,degrading,Experimental
HMDB0000972,ALDH1L1,degrading,Experimental
HMDB0000217,ALDH1L1,degrading,Experimental
HMDB0001846,ALDH1L1,producing,Experimental
HMDB0000221,ALDH1L1,producing,Experimental
HMDB0000972,ALDH1L2,degrading,Experimental
HMDB0000217,ALDH1L2,degrading,Experimental
HMDB0001846,ALDH1L2,producing,Experimental
HMDB0000221,ALDH1L2,producing,Experimental
HMDB0000990,ALDH3A1,degrading,Experimental
HMDB0000217,ALDH3A1,degrading,Experimental
HMDB0000042,ALDH3A1,producing,Experimental
HMDB0000221,ALDH3A1,producing,Experimental
HMDB0001106,ALDH3A1,degrading,Experimental
HMDB0000902,ALDH3A1,degrading,Experimental
HMDB0000056,ALDH3A1,producing,Experimental
HMDB0001487,ALDH3A1,producing,Experimental
HMDB0006236,ALDH3A1,degrading,Experimental
HMDB0000209,ALDH3A1,producing,Experimental
HMDB0003767,ALDH3A1,degrading,Experimental
HMDB0000020,ALDH3A1,producing,Experimental
HMDB0003791,ALDH3A1,degrading,Experimental
HMDB0001336,ALDH3A1,producing,Experimental
HMDB0006242,ALDH3A1,degrading,Experimental
HMDB0001866,ALDH3A1,producing,Experimental
HMDB0005175,ALDH3A1,degrading,Experimental
HMDB0000118,ALDH3A1,producing,Experimental
HMDB0004061,ALDH3A1,degrading,Experimental
HMDB0000291,ALDH3A1,producing,Experimental
HMDB0004181,ALDH3A1,degrading,Experimental
HMDB0060366,ALDH3A1,degrading,Experimental
HMDB0000902,ALDH3A2,degrading,Experimental
HMDB0001487,ALDH3A2,degrading,Experimental
HMDB0000217,ALDH3A2,degrading,Experimental
HMDB0000208,ALDH3A2,producing,Experimental
HMDB0000221,ALDH3A2,producing,Experimental
HMDB0000990,ALDH3A2,degrading,Experimental
HMDB0000042,ALDH3A2,producing,Experimental
HMDB0001487,ALDH3A2,producing,Experimental
HMDB0001106,ALDH3A2,degrading,Experimental
HMDB0000056,ALDH3A2,producing,Experimental
HMDB0001051,ALDH3A2,degrading,Experimental
HMDB0000139,ALDH3A2,producing,Experimental
HMDB0001080,ALDH3A2,degrading,Experimental
HMDB0000112,ALDH3A2,producing,Experimental
HMDB0001190,ALDH3A2,degrading,Experimental
HMDB0000663,ALDH3A2,producing,Experimental
HMDB0001345,ALDH3A2,degrading,Experimental
HMDB0001161,ALDH3A2,producing,Experimental
HMDB0002217,ALDH3A2,degrading,Experimental
HMDB0000202,ALDH3A2,producing,Experimental
HMDB0003905,ALDH3A2,degrading,Experimental
HMDB0006894,ALDH3A2,degrading,Experimental
HMDB0011653,ALDH3A2,producing,Experimental
HMDB0004073,ALDH3A2,degrading,Experimental
HMDB0000763,ALDH3A2,producing,Experimental
HMDB0004226,ALDH3A2,degrading,Experimental
HMDB0060516,ALDH3A2,degrading,Experimental
HMDB0060458,ALDH3A2,degrading,Experimental
HMDB0000990,ALDH3B1,degrading,Experimental
HMDB0000217,ALDH3B1,degrading,Experimental
HMDB0000042,ALDH3B1,producing,Experimental
HMDB0000221,ALDH3B1,producing,Experimental
HMDB0001106,ALDH3B1,degrading,Experimental
HMDB0000902,ALDH3B1,degrading,Experimental
HMDB0000056,ALDH3B1,producing,Experimental
HMDB0001487,ALDH3B1,producing,Experimental
HMDB0006236,ALDH3B1,degrading,Experimental
HMDB0000209,ALDH3B1,producing,Experimental
HMDB0003767,ALDH3B1,degrading,Experimental
HMDB0000020,ALDH3B1,producing,Experimental
HMDB0003791,ALDH3B1,degrading,Experimental
HMDB0001336,ALDH3B1,producing,Experimental
HMDB0006242,ALDH3B1,degrading,Experimental
HMDB0001866,ALDH3B1,producing,Experimental
HMDB0005175,ALDH3B1,degrading,Experimental
HMDB0000118,ALDH3B1,producing,Experimental
HMDB0004061,ALDH3B1,degrading,Experimental
HMDB0000291,ALDH3B1,producing,Experimental
HMDB0004181,ALDH3B1,degrading,Experimental
HMDB0060366,ALDH3B1,degrading,Experimental
HMDB0000990,ALDH3B2,degrading,Experimental
HMDB0000217,ALDH3B2,degrading,Experimental
HMDB0000042,ALDH3B2,producing,Experimental
HMDB0000221,ALDH3B2,producing,Experimental
HMDB0001106,ALDH3B2,degrading,Experimental
HMDB0000902,ALDH3B2,degrading,Experimental
HMDB0000056,ALDH3B2,producing,Experimental
HMDB0001487,ALDH3B2,producing,Experimental
HMDB0006236,ALDH3B2,degrading,Experimental
HMDB0000209,ALDH3B2,producing,Experimental
HMDB0003767,ALDH3B2,degrading,Experimental
HMDB0000020,ALDH3B2,producing,Experimental
HMDB0003791,ALDH3B2,degrading,Experimental
HMDB0001336,ALDH3B2,producing,Experimental
HMDB0006242,ALDH3B2,degrading,Experimental
HMDB0001866,ALDH3B2,producing,Experimental
HMDB0005175,ALDH3B2,degrading,Experimental
HMDB0000118,ALDH3B2,producing,Experimental
HMDB0004061,ALDH3B2,degrading,Experimental
HMDB0000291,ALDH3B2,producing,Experimental
HMDB0004181,ALDH3B2,degrading,Experimental
HMDB0060366,ALDH3B2,degrading,Experimental
HMDB0001301,ALDH4A1,degrading,Experimental
HMDB0000148,ALDH4A1,degrading,Experimental
