"","source","target","source_genesymbol","target_genesymbol","resource"
"1203","O00755","COMPLEX:O00144_O75581","WNT7A","FZD9_LRP6","consensus"
"1204","O00755","COMPLEX:O60353_O75197","WNT7A","FZD6_LRP5","consensus"
"1205","O00755","COMPLEX:O60353_O75581","WNT7A","FZD6_LRP6","consensus"
"1206","O00755","COMPLEX:O75084_O75197","WNT7A","FZD7_LRP5","consensus"
"1207","O00755","COMPLEX:O75084_O75581","WNT7A","FZD7_LRP6","consensus"
"1208","O00755","COMPLEX:O75197_Q13467","WNT7A","FZD5_LRP5","consensus"
"1209","O00755","COMPLEX:O75197_Q14332","WNT7A","FZD2_LRP5","consensus"
"1210","O00755","COMPLEX:O75197_Q9H461","WNT7A","FZD8_LRP5","consensus"
"1211","O00755","COMPLEX:O75197_Q9NPG1","WNT7A","FZD3_LRP5","consensus"
"1212","O00755","COMPLEX:O75197_Q9ULV1","WNT7A","FZD4_LRP5","consensus"
"1213","O00755","COMPLEX:O75197_Q9ULW2","WNT7A","FZD10_LRP5","consensus"
"1214","O00755","COMPLEX:O75197_Q9UP38","WNT7A","FZD1_LRP5","consensus"
"1215","O00755","COMPLEX:O75581_Q13467","WNT7A","FZD5_LRP6","consensus"
"1216","O00755","COMPLEX:O75581_Q14332","WNT7A","FZD2_LRP6","consensus"
"1217","O00755","COMPLEX:O75581_Q9H461","WNT7A","FZD8_LRP6","consensus"
"1218","O00755","COMPLEX:O75581_Q9NPG1","WNT7A","FZD3_LRP6","consensus"
"1219","O00755","COMPLEX:O75581_Q9ULV1","WNT7A","FZD4_LRP6","consensus"
"1220","O00755","COMPLEX:O75581_Q9ULW2","WNT7A","FZD10_LRP6","consensus"
"1221","O00755","COMPLEX:O75581_Q9UP38","WNT7A","FZD1_LRP6","consensus"
"1222","O00755","O95980","WNT7A","RECK","consensus"
"1223","O00755","P01130","WNT7A","LDLR","consensus"
"1224","O14625","P08913","CXCL11","ADRA2A","consensus"
"1225","O14625","P25106","CXCL11","ACKR3","consensus"
"1226","O14625","P48039","CXCL11","MTNR1A","consensus"
"1227","O14625","P49682","CXCL11","CXCR3","consensus"
"1228","O14625","P51677","CXCL11","CCR3","consensus"
"1229","O14625","P51681","CXCL11","CCR5","consensus"
"1230","O14625","Q14831","CXCL11","GRM7","consensus"
"1231","O14625","Q16570","CXCL11","ACKR1","consensus"
"1232","O14793","COMPLEX:P27037_P36896","MSTN","ACVR1B_ACVR2A","consensus"
"1233","O14793","COMPLEX:P27037_P36897","MSTN","ACVR2A_TGFBR1","consensus"
"1234","O14793","COMPLEX:P36896_Q13705","MSTN","ACVR1B_ACVR2B","consensus"
"1235","O14793","COMPLEX:P36897_Q13705","MSTN","ACVR2B_TGFBR1","consensus"
"1236","O14904","COMPLEX:O00144_O75197","WNT9A","FZD9_LRP5","consensus"
"1237","O14904","COMPLEX:O00144_O75581","WNT9A","FZD9_LRP6","consensus"
"1238","O14904","COMPLEX:O60353_O75197","WNT9A","FZD6_LRP5","consensus"
"1239","O14904","COMPLEX:O60353_O75581","WNT9A","FZD6_LRP6","consensus"
"1240","O14904","COMPLEX:O75084_O75197","WNT9A","FZD7_LRP5","consensus"
"1241","O14904","COMPLEX:O75084_O75581","WNT9A","FZD7_LRP6","consensus"
"1242","O14904","COMPLEX:O75197_Q13467","WNT9A","FZD5_LRP5","consensus"
"1243","O14904","COMPLEX:O75197_Q14332","WNT9A","FZD2_LRP5","consensus"
"1244","O14904","COMPLEX:O75197_Q9H461","WNT9A","FZD8_LRP5","consensus"
"1245","O14904","COMPLEX:O75197_Q9NPG1","WNT9A","FZD3_LRP5","consensus"
"1246","O14904","COMPLEX:O75197_Q9ULV1","WNT9A","FZD4_LRP5","consensus"
"1247","O14904","COMPLEX:O75197_Q9ULW2","WNT9A","FZD10_LRP5","consensus"
"1248","O14904","COMPLEX:O75197_Q9UP38","WNT9A","FZD1_LRP5","consensus"
"1249","O14904","COMPLEX:O75581_Q13467","WNT9A","FZD5_LRP6","consensus"
"1250","O14904","COMPLEX:O75581_Q14332","WNT9A","FZD2_LRP6","consensus"
"1251","O14904","COMPLEX:O75581_Q9H461","WNT9A","FZD8_LRP6","consensus"
"1252","O14904","COMPLEX:O75581_Q9NPG1","WNT9A","FZD3_LRP6","consensus"
"1253","O14904","COMPLEX:O75581_Q9ULV1","WNT9A","FZD4_LRP6","consensus"
"1254","O14904","COMPLEX:O75581_Q9ULW2","WNT9A","FZD10_LRP6","consensus"
"1255","O14904","COMPLEX:O75581_Q9UP38","WNT9A","FZD1_LRP6","consensus"
"1256","O14905","COMPLEX:O00144_O75197","WNT9B","FZD9_LRP5","consensus"
"1257","O14905","COMPLEX:O00144_O75581","WNT9B","FZD9_LRP6","consensus"
"1258","O14905","COMPLEX:O60353_O75197","WNT9B","FZD6_LRP5","consensus"
"1259","O14905","COMPLEX:O60353_O75581","WNT9B","FZD6_LRP6","consensus"
"1260","O14905","COMPLEX:O75084_O75197","WNT9B","FZD7_LRP5","consensus"
"1261","O14905","COMPLEX:O75084_O75581","WNT9B","FZD7_LRP6","consensus"
"1262","O14905","COMPLEX:O75197_Q13467","WNT9B","FZD5_LRP5","consensus"
"1263","O14905","COMPLEX:O75197_Q14332","WNT9B","FZD2_LRP5","consensus"
"1264","O14905","COMPLEX:O75197_Q9H461","WNT9B","FZD8_LRP5","consensus"
"1265","O14905","COMPLEX:O75197_Q9NPG1","WNT9B","FZD3_LRP5","consensus"
"1266","O14905","COMPLEX:O75197_Q9ULV1","WNT9B","FZD4_LRP5","consensus"
"1267","O14905","COMPLEX:O75197_Q9ULW2","WNT9B","FZD10_LRP5","consensus"
"1268","O14905","COMPLEX:O75197_Q9UP38","WNT9B","FZD1_LRP5","consensus"
"1269","O14905","COMPLEX:O75581_Q13467","WNT9B","FZD5_LRP6","consensus"
"1270","O14905","COMPLEX:O75581_Q14332","WNT9B","FZD2_LRP6","consensus"
"1271","O14905","COMPLEX:O75581_Q9H461","WNT9B","FZD8_LRP6","consensus"
"1272","O14905","COMPLEX:O75581_Q9NPG1","WNT9B","FZD3_LRP6","consensus"
"1273","O14905","COMPLEX:O75581_Q9ULV1","WNT9B","FZD4_LRP6","consensus"
"1274","O14905","COMPLEX:O75581_Q9ULW2","WNT9B","FZD10_LRP6","consensus"
"1275","O14905","COMPLEX:O75581_Q9UP38","WNT9B","FZD1_LRP6","consensus"
"1276","O15041","O14786","SEMA3E","NRP1","consensus"
"1277","O15041","Q9Y4D7","SEMA3E","PLXND1","consensus"
"1278","O15123","COMPLEX:P05556_P08648","ANGPT2","ITGA5_ITGB1","consensus"
"1279","O15123","P35590","ANGPT2","TIE1","consensus"
"1280","O15123","Q02763","ANGPT2","TEK","consensus"
"1281","O15130","Q9GZQ6","NPFF","NPFFR1","consensus"
"1282","O15130","Q9Y5X5","NPFF","NPFFR2","consensus"
"1283","O15240","P04629","VGF","NTRK1","consensus"
"1284","O15263","O00206","DEFB4B","TLR4","consensus"
"1285","O15263","P51684","DEFB4B","CCR6","consensus"
"1286","O15444","P08913","CCL25","ADRA2A","consensus"
"1287","O15444","P46092","CCL25","CCR10","consensus"
"1288","O15444","P48039","CCL25","MTNR1A","consensus"
"1289","O15444","P51686","CCL25","CCR9","consensus"
"1290","O15444","Q14831","CCL25","GRM7","consensus"
"1291","O15444","Q9NPB9","CCL25","ACKR4","consensus"
"1292","O15467","P08913","CCL16","ADRA2A","consensus"
"1293","O15467","P32246","CCL16","CCR1","consensus"
"1294","O15467","P41597","CCL16","CCR2","consensus"
"1295","O15467","P48039","CCL16","MTNR1A","consensus"
"1296","O15467","P51681","CCL16","CCR5","consensus"
"1297","O15467","P51685","CCL16","CCR8","consensus"
"1298","O15467","Q14831","CCL16","GRM7","consensus"
"1299","O15467","Q16570","CCL16","ACKR1","consensus"
"1300","O15467","Q9H3N8","CCL16","HRH4","consensus"
"1301","O15520","P11362","FGF10","FGFR1","consensus"
"1302","O15520","P21802","FGF10","FGFR2","consensus"
"1303","O15520","Q8N441","FGF10","FGFRL1","consensus"
"1304","O43320","P11362","FGF16","FGFR1","consensus"
"1305","O43320","P21802","FGF16","FGFR2","consensus"
"1306","O43320","P22455","FGF16","FGFR4","consensus"
"1307","O43320","P22607","FGF16","FGFR3","consensus"
"1308","O43323","COMPLEX:Q13635_Q99835","DHH","PTCH1_SMO","consensus"
"1309","O43323","COMPLEX:Q99835_Q9Y6C5","DHH","PTCH2_SMO","consensus"
"1310","O43323","Q4KMG0","DHH","CDON","consensus"
"1311","O43323","Q9BWV1","DHH","BOC","consensus"
"1312","O43612","O43613","HCRT","HCRTR1","consensus"
"1313","O43612","O43614","HCRT","HCRTR2","consensus"
"1314","O43612","Q9Y5X5","HCRT","NPFFR2","consensus"
"1315","O43827","O75022","ANGPTL7","LILRB3","consensus"
"1316","O43854","P05106","EDIL3","ITGB3","consensus"
"1317","O43854","P06756","EDIL3","ITGAV","consensus"
"1318","O43854","P18084","EDIL3","ITGB5","consensus"
"1319","O43866","P06127","CD5L","CD5","consensus"
"1320","O43915","COMPLEX:P35916_P35968","VEGFD","FLT4_KDR","consensus"
"1321","O43915","O60462","VEGFD","NRP2","consensus"
"1322","O43915","P05556","VEGFD","ITGB1","consensus"
"1323","O43915","P08648","VEGFD","ITGA5","consensus"
"1324","O43915","P13612","VEGFD","ITGA4","consensus"
"1325","O43915","P17301","VEGFD","ITGA2","consensus"
"1326","O43915","P17948","VEGFD","FLT1","consensus"
"1327","O43915","P56199","VEGFD","ITGA1","consensus"
"1328","O43915","Q13797","VEGFD","ITGA9","consensus"
"1329","O43927","P08913","CXCL13","ADRA2A","consensus"
"1330","O43927","P32302","CXCL13","CXCR5","consensus"
"1331","O43927","P46092","CXCL13","CCR10","consensus"
"1332","O43927","P48039","CXCL13","MTNR1A","consensus"
"1333","O43927","P49682","CXCL13","CXCR3","consensus"
"1334","O43927","Q14831","CXCL13","GRM7","consensus"
"1335","O43927","Q16570","CXCL13","ACKR1","consensus"
"1336","O43927","Q9NPB9","CXCL13","ACKR4","consensus"
"1337","O60258","P11362","FGF17","FGFR1","consensus"
"1338","O60258","P21802","FGF17","FGFR2","consensus"
"1339","O60258","P22455","FGF17","FGFR4","consensus"
"1340","O60258","P22607","FGF17","FGFR3","consensus"
"1341","O60383","COMPLEX:P36896_Q13873","GDF9","ACVR1B_BMPR2","consensus"
"1342","O60383","COMPLEX:P36897_Q13873","GDF9","BMPR2_TGFBR1","consensus"
"1343","O60383","O00238","GDF9","BMPR1B","consensus"
"1344","O60383","P27037","GDF9","ACVR2A","consensus"
"1345","O60383","P36894","GDF9","BMPR1A","consensus"
"1346","O60542","COMPLEX:P07949_Q9GZZ7","PSPN","GFRA4_RET","consensus"
"1347","O60542","O00451","PSPN","GFRA2","consensus"
"1348","O60542","O75056","PSPN","SDC3","consensus"
"1349","O60542","P56159","PSPN","GFRA1","consensus"
"1350","O60565","P35968","GREM1","KDR","consensus"
"1351","O75093","P18827","SLIT1","SDC1","consensus"
"1352","O75093","P35052","SLIT1","GPC1","consensus"
"1353","O75093","Q9HCK4","SLIT1","ROBO2","consensus"
"1354","O75093","Q9NZU0","SLIT1","FLRT3","consensus"
"1355","O75093","Q9Y6N7","SLIT1","ROBO1","consensus"
"1356","O75094","Q8WZ75","SLIT3","ROBO4","consensus"
"1357","O75094","Q9HCK4","SLIT3","ROBO2","consensus"
"1358","O75094","Q9Y6N7","SLIT3","ROBO1","consensus"
"1359","O75594","Q9NP99","PGLYRP1","TREM1","consensus"
"1360","O75610","P27037","LEFTY1","ACVR2A","consensus"
"1361","O75610","P36896","LEFTY1","ACVR1B","consensus"
"1362","O75610","Q13705","LEFTY1","ACVR2B","consensus"
"1363","O76093","P11362","FGF18","FGFR1","consensus"
"1364","O76093","P21802","FGF18","FGFR2","consensus"
"1365","O76093","P22455","FGF18","FGFR4","consensus"
"1366","O76093","P22607","FGF18","FGFR3","consensus"
"1367","O94813","P05067","SLIT2","APP","consensus"
"1368","O94813","P18827","SLIT2","SDC1","consensus"
"1369","O94813","P35052","SLIT2","GPC1","consensus"
"1370","O94813","P43146","SLIT2","DCC","consensus"
"1371","O94813","Q8WZ75","SLIT2","ROBO4","consensus"
"1372","O94813","Q9HCK4","SLIT2","ROBO2","consensus"
"1373","O94813","Q9Y6N7","SLIT2","ROBO1","consensus"
"1374","O94898","P00533","LRIG2","EGFR","consensus"
"1375","O94907","O75096","DKK1","LRP4","consensus"
"1376","O94907","O75197","DKK1","LRP5","consensus"
"1377","O94907","O75581","DKK1","LRP6","consensus"
"1378","O94907","Q8NCW0","DKK1","KREMEN2","consensus"
"1379","O94907","Q96MU8","DKK1","KREMEN1","consensus"
"1380","O95025","COMPLEX:O14786_O75051","SEMA3D","NRP1_PLXNA2","consensus"
"1381","O95025","COMPLEX:O14786_P51805","SEMA3D","NRP1_PLXNA3","consensus"
"1382","O95025","COMPLEX:O14786_Q9HCM2","SEMA3D","NRP1_PLXNA4","consensus"
"1383","O95025","COMPLEX:O14786_Q9UIW2","SEMA3D","NRP1_PLXNA1","consensus"
"1384","O95025","COMPLEX:O60462_O75051","SEMA3D","NRP2_PLXNA2","consensus"
"1385","O95025","COMPLEX:O60462_P51805","SEMA3D","NRP2_PLXNA3","consensus"
"1386","O95025","COMPLEX:O60462_Q9HCM2","SEMA3D","NRP2_PLXNA4","consensus"
"1387","O95025","COMPLEX:O60462_Q9UIW2","SEMA3D","NRP2_PLXNA1","consensus"
"1388","O95025","Q9Y4D7","SEMA3D","PLXND1","consensus"
"1389","O95156","P58400","NXPH2","NRXN1","consensus"
"1390","O95157","P58400","NXPH3","NRXN1","consensus"
"1391","O95157","Q9HDB5","NXPH3","NRXN3","consensus"
"1392","O95157","Q9P2S2","NXPH3","NRXN2","consensus"
"1393","O95388","P05556","CCN4","ITGB1","consensus"
"1394","O95388","P08648","CCN4","ITGA5","consensus"
"1395","O95390","COMPLEX:P27037_P36896","GDF11","ACVR1B_ACVR2A","consensus"
"1396","O95390","COMPLEX:P27037_P36897","GDF11","ACVR2A_TGFBR1","consensus"
"1397","O95390","COMPLEX:P36896_Q13705","GDF11","ACVR1B_ACVR2B","consensus"
"1398","O95390","COMPLEX:P36897_Q13705","GDF11","ACVR2B_TGFBR1","consensus"
"1399","O95390","O00238","GDF11","BMPR1B","consensus"
"1400","O95390","P36894","GDF11","BMPR1A","consensus"
"1401","O95390","Q13873","GDF11","BMPR2","consensus"
"1402","O95390","Q9H6X2","GDF11","ANTXR1","consensus"
"1403","O95393","COMPLEX:P27037_P37023","BMP10","ACVR2A_ACVRL1","consensus"
"1404","O95393","COMPLEX:P37023_Q13705","BMP10","ACVR2B_ACVRL1","consensus"
"1405","O95393","COMPLEX:P37023_Q13873","BMP10","ACVRL1_BMPR2","consensus"
"1406","O95393","O00238","BMP10","BMPR1B","consensus"
"1407","O95393","O15552","BMP10","FFAR2","consensus"
"1408","O95393","P36894","BMP10","BMPR1A","consensus"
"1409","O95393","P43628","BMP10","KIR2DL3","consensus"
"1410","O95393","P43629","BMP10","KIR3DL1","consensus"
"1411","O95393","Q14943","BMP10","KIR3DS1","consensus"
"1412","O95393","Q8TDT2","BMP10","GPR152","consensus"
"1413","O95393","Q9H7M9","BMP10","VSIR","consensus"
"1414","O95399","Q9UKP6","UTS2","UTS2R","consensus"
"1415","O95631","O95185","NTN1","UNC5C","consensus"
"1416","O95631","P29275","NTN1","ADORA2B","consensus"
"1417","O95631","P43121","NTN1","MCAM","consensus"
"1418","O95631","P43146","NTN1","DCC","consensus"
"1419","O95631","Q6UXZ4","NTN1","UNC5D","consensus"
"1420","O95631","Q6ZN44","NTN1","UNC5A","consensus"
"1421","O95631","Q8IZJ1","NTN1","UNC5B","consensus"
"1422","O95631","Q92859","NTN1","NEO1","consensus"
"1423","O95715","P61073","CXCL14","CXCR4","consensus"
"1424","O95750","P11362","FGF19","FGFR1","consensus"
"1425","O95750","P21802","FGF19","FGFR2","consensus"
"1426","O95750","P22455","FGF19","FGFR4","consensus"
"1427","O95750","P22607","FGF19","FGFR3","consensus"
"1428","O95750","Q86Z14","FGF19","KLB","consensus"
"1429","O95760","COMPLEX:Q01638_Q9NPH3","IL33","IL1RAP_IL1RL1","consensus"
"1430","O95813","Q9UBG0","CER1","MRC2","consensus"
"1431","O95841","O75022","ANGPTL1","LILRB3","consensus"
"1432","O95841","Q02763","ANGPTL1","TEK","consensus"
"1433","O95897","Q9HCK4","OLFM2","ROBO2","consensus"
"1434","O95970","O75077","LGI1","ADAM23","consensus"
"1435","O95970","Q9BZR6","LGI1","RTN4R","consensus"
"1436","O95972","COMPLEX:O00238_Q13873","BMP15","BMPR1B_BMPR2","consensus"
"1437","O95972","P27037","BMP15","ACVR2A","consensus"
"1438","O95972","P36894","BMP15","BMPR1A","consensus"
"1439","O96014","O00144","WNT11","FZD9","consensus"
"1440","O96014","O15146","WNT11","MUSK","consensus"
"1441","O96014","O60353","WNT11","FZD6","consensus"
"1442","O96014","O75084","WNT11","FZD7","consensus"
"1443","O96014","Q13467","WNT11","FZD5","consensus"
"1444","O96014","Q14332","WNT11","FZD2","consensus"
"1445","O96014","Q9H461","WNT11","FZD8","consensus"
"1446","O96014","Q9NPG1","WNT11","FZD3","consensus"
"1447","O96014","Q9ULV1","WNT11","FZD4","consensus"
"1448","O96014","Q9ULW2","WNT11","FZD10","consensus"
"1449","P00738","O00206","HP","TLR4","consensus"
"1450","P00738","P05107","HP","ITGB2","consensus"
"1451","P00738","P07306","HP","ASGR1","consensus"
"1452","P00738","P07307","HP","ASGR2","consensus"
"1453","P00738","P11215","HP","ITGAM","consensus"
"1454","P00738","P20273","HP","CD22","consensus"
"1455","P00738","Q86VB7","HP","CD163","consensus"
"1456","P00747","O00254","PLG","F2RL2","consensus"
"1457","P00747","P05107","PLG","ITGB2","consensus"
"1458","P00747","P05556","PLG","ITGB1","consensus"
"1459","P00747","P11215","PLG","ITGAM","consensus"
"1460","P00747","P11717","PLG","IGF2R","consensus"
"1461","P00747","P13726","PLG","F3","consensus"
"1462","P00747","P17948","PLG","FLT1","consensus"
"1463","P00747","P25116","PLG","F2R","consensus"
"1464","P00747","P55085","PLG","F2RL1","consensus"
"1465","P00747","Q03405","PLG","PLAUR","consensus"
"1466","P00747","Q13797","PLG","ITGA9","consensus"
"1467","P00747","Q8TEW0","PLG","PARD3","consensus"
"1468","P00747","Q96RI0","PLG","F2RL3","consensus"
"1469","P01019","P04201","AGT","MAS1","consensus"
"1470","P01019","P08913","AGT","ADRA2A","consensus"
"1471","P01019","P30556","AGT","AGTR1","consensus"
"1472","P01019","P48039","AGT","MTNR1A","consensus"
"1473","P01019","P50052","AGT","AGTR2","consensus"
"1474","P01019","P98164","AGT","LRP2","consensus"
"1475","P01019","Q14831","AGT","GRM7","consensus"
"1476","P01042","P05107","KNG1","ITGB2","consensus"
"1477","P01042","P07359","KNG1","GP1BA","consensus"
"1478","P01042","P08913","KNG1","ADRA2A","consensus"
"1479","P01042","P11215","KNG1","ITGAM","consensus"
"1480","P01042","P30411","KNG1","BDKRB2","consensus"
"1481","P01042","P34741","KNG1","SDC2","consensus"
"1482","P01042","P46663","KNG1","BDKRB1","consensus"
"1483","P01042","P48039","KNG1","MTNR1A","consensus"
"1484","P01042","Q03405","KNG1","PLAUR","consensus"
"1485","P01042","Q14831","KNG1","GRM7","consensus"
"1486","P01042","Q8IZ08","KNG1","GPR135","consensus"
"1487","P01042","Q8TDU9","KNG1","RXFP4","consensus"
"1488","P01042","Q9NPY3","KNG1","CD93","consensus"
"1489","P01127","COMPLEX:P09619_P16234","PDGFB","PDGFRA_PDGFRB","consensus"
"1490","P01127","P06756","PDGFB","ITGAV","consensus"
"1491","P01127","P21453","PDGFB","S1PR1","consensus"
"1492","P01127","Q07954","PDGFB","LRP1","consensus"
"1493","P01127","Q8WXG9","PDGFB","ADGRV1","consensus"
"1494","P01133","COMPLEX:P00533_P04626","EGF","EGFR_ERBB2","consensus"
"1495","P01133","O14786","EGF","NRP1","consensus"
"1496","P01133","P01130","EGF","LDLR","consensus"
"1497","P01133","P07550","EGF","ADRB2","consensus"
"1498","P01133","P21860","EGF","ERBB3","consensus"
"1499","P01133","P23945","EGF","FSHR","consensus"
"1500","P01133","P30530","EGF","AXL","consensus"
"1501","P01133","P98164","EGF","LRP2","consensus"
"1502","P01133","Q15303","EGF","ERBB4","consensus"
"1503","P01137","COMPLEX:P06756_P18564","TGFB1","ITGAV_ITGB6","consensus"
"1504","P01137","COMPLEX:P36896_P37173","TGFB1","ACVR1B_TGFBR2","consensus"
"1505","P01137","COMPLEX:P36897_P37173","TGFB1","TGFBR1_TGFBR2","consensus"
"1506","P01137","COMPLEX:P36897_P37173_Q04771","TGFB1","ACVR1_TGFBR1_TGFBR2","consensus"
"1507","P01137","COMPLEX:P37173_Q04771","TGFB1","ACVR1_TGFBR2","consensus"
"1508","P01137","COMPLEX:P37173_Q8NER5","TGFB1","ACVR1C_TGFBR2","consensus"
"1509","P01137","P00533","TGFB1","EGFR","consensus"
"1510","P01137","P05106","TGFB1","ITGB3","consensus"
"1511","P01137","P05556","TGFB1","ITGB1","consensus"
"1512","P01137","P18084","TGFB1","ITGB5","consensus"
"1513","P01137","P26012","TGFB1","ITGB8","consensus"
"1514","P01137","P34741","TGFB1","SDC2","consensus"
"1515","P01137","P37023","TGFB1","ACVRL1","consensus"
"1516","P01137","P61073","TGFB1","CXCR4","consensus"
"1517","P01137","Q03167","TGFB1","TGFBR3","consensus"
"1518","P01137","Q6EMK4","TGFB1","VASN","consensus"
"1519","P01138","P04629","NGF","NTRK1","consensus"
"1520","P01138","P08138","NGF","NGFR","consensus"
"1521","P01138","Q96PQ0","NGF","SORCS2","consensus"
"1522","P01160","P16066","NPPA","NPR1","consensus"
"1523","P01160","P17342","NPPA","NPR3","consensus"
"1524","P01160","P20594","NPPA","NPR2","consensus"
"1525","P01178","P30518","OXT","AVPR2","consensus"
"1526","P01178","P30559","OXT","OXTR","consensus"
"1527","P01178","P37288","OXT","AVPR1A","consensus"
"1528","P01178","P47901","OXT","AVPR1B","consensus"
"1529","P01185","O60895","AVP","RAMP2","consensus"
"1530","P01185","O60896","AVP","RAMP3","consensus"
"1531","P01185","P01130","AVP","LDLR","consensus"
"1532","P01185","P07550","AVP","ADRB2","consensus"
"1533","P01185","P13945","AVP","ADRB3","consensus"
"1534","P01185","P16473","AVP","TSHR","consensus"
"1535","P01185","P30518","AVP","AVPR2","consensus"
"1536","P01185","P30559","AVP","OXTR","consensus"
"1537","P01185","P32241","AVP","VIPR1","consensus"
"1538","P01185","P37288","AVP","AVPR1A","consensus"
"1539","P01185","P41586","AVP","ADCYAP1R1","consensus"
"1540","P01185","P47901","AVP","AVPR1B","consensus"
"1541","P01185","P98164","AVP","LRP2","consensus"
"1542","P01185","Q03431","AVP","PTH1R","consensus"
"1543","P01185","Q99678","AVP","GPR20","consensus"
"1544","P01185","Q9NQS5","AVP","GPR84","consensus"
"1545","P01189","O60895","POMC","RAMP2","consensus"
"1546","P01189","O60896","POMC","RAMP3","consensus"
"1547","P01189","P07550","POMC","ADRB2","consensus"
"1548","P01189","P08913","POMC","ADRA2A","consensus"
"1549","P01189","P13945","POMC","ADRB3","consensus"
"1550","P01189","P16473","POMC","TSHR","consensus"
"1551","P01189","P32241","POMC","VIPR1","consensus"
"1552","P01189","P32245","POMC","MC4R","consensus"
"1553","P01189","P33032","POMC","MC5R","consensus"
"1554","P01189","P35372","POMC","OPRM1","consensus"
"1555","P01189","P41145","POMC","OPRK1","consensus"
"1556","P01189","P41146","POMC","OPRL1","consensus"
"1557","P01189","P41586","POMC","ADCYAP1R1","consensus"
"1558","P01189","P41968","POMC","MC3R","consensus"
"1559","P01189","P48039","POMC","MTNR1A","consensus"
"1560","P01189","Q01718","POMC","MC2R","consensus"
"1561","P01189","Q01726","POMC","MC1R","consensus"
"1562","P01189","Q03431","POMC","PTH1R","consensus"
"1563","P01189","Q14831","POMC","GRM7","consensus"
"1564","P01189","Q99678","POMC","GPR20","consensus"
"1565","P01189","Q9NQS5","POMC","GPR84","consensus"
"1566","P01210","P08913","PENK","ADRA2A","consensus"
"1567","P01210","P35372","PENK","OPRM1","consensus"
"1568","P01210","P41145","PENK","OPRK1","consensus"
"1569","P01210","P41146","PENK","OPRL1","consensus"
"1570","P01210","P48039","PENK","MTNR1A","consensus"
"1571","P01210","Q14831","PENK","GRM7","consensus"
"1572","P01210","Q96LB2","PENK","MRGPRX1","consensus"
"1573","P01210","Q9NZT2","PENK","OGFR","consensus"
"1574","P01213","P08913","PDYN","ADRA2A","consensus"
"1575","P01213","P35372","PDYN","OPRM1","consensus"
"1576","P01213","P41145","PDYN","OPRK1","consensus"
"1577","P01213","P41146","PDYN","OPRL1","consensus"
"1578","P01213","P48039","PDYN","MTNR1A","consensus"
"1579","P01213","Q14831","PDYN","GRM7","consensus"
"1580","P01215","O60895","CGA","RAMP2","consensus"
"1581","P01215","O60896","CGA","RAMP3","consensus"
"1582","P01215","P07550","CGA","ADRB2","consensus"
"1583","P01215","P13945","CGA","ADRB3","consensus"
