"","source","target","source_genesymbol","target_genesymbol","resource"
"18484","O75093","P35052","SLIT1","GPC1","connectomedb2020"
"18485","O75326","O60486","SEMA7A","PLXNC1","connectomedb2020"
"18486","O75888","O14836","TNFSF13","TNFRSF13B","connectomedb2020"
"18487","O94813","P35052","SLIT2","GPC1","connectomedb2020"
"18488","O94813","Q8WZ75","SLIT2","ROBO4","connectomedb2020"
"18489","O95150","O95407","TNFSF15","TNFRSF6B","connectomedb2020"
"18490","P48023","O95407","FASLG","TNFRSF6B","connectomedb2020"
"18491","O95631","O95185","NTN1","UNC5C","connectomedb2020"
"18492","O96014","O75084","WNT11","FZD7","connectomedb2020"
"18493","P04083","P00533","ANXA1","EGFR","connectomedb2020"
"18494","P00734","O00254","F2","F2RL2","connectomedb2020"
"18495","P00734","P25116","F2","F2R","connectomedb2020"
"18496","P00734","P55085","F2","F2RL1","connectomedb2020"
"18497","P00734","Q96RI0","F2","F2RL3","connectomedb2020"
"18498","P00747","P25116","PLG","F2R","connectomedb2020"
"18499","P00749","Q03405","PLAU","PLAUR","connectomedb2020"
"18500","P00797","O75787","REN","ATP6AP2","connectomedb2020"
"18501","P01375","O75509","TNF","TNFRSF21","connectomedb2020"
"18502","P04114","P01130","APOB","LDLR","connectomedb2020"
"18503","P02452","Q08345","COL1A1","DDR1","connectomedb2020"
"18504","P02649","P98155","APOE","VLDLR","connectomedb2020"
"18505","P02649","Q92673","APOE","SORL1","connectomedb2020"
"18506","P04083","P21462","ANXA1","FPR1","connectomedb2020"
"18507","P04628","Q9UP38","WNT1","FZD1","connectomedb2020"
"18508","P05109","O00206","S100A8","TLR4","connectomedb2020"
"18509","P05111","Q03167","INHA","TGFBR3","connectomedb2020"
"18510","P05230","P22455","FGF1","FGFR4","connectomedb2020"
"18511","P05230","P22607","FGF1","FGFR3","connectomedb2020"
"18512","P06702","O00206","S100A9","TLR4","connectomedb2020"
"18513","P08174","P48960","CD55","ADGRE5","connectomedb2020"
"18514","P48960","P08174","ADGRE5","CD55","connectomedb2020"
"18515","P08620","P22455","FGF4","FGFR4","connectomedb2020"
"18516","P09038","P22455","FGF2","FGFR4","connectomedb2020"
"18517","P09038","P22607","FGF2","FGFR3","connectomedb2020"
"18518","P10646","P98155","TFPI","VLDLR","connectomedb2020"
"18519","P12034","P11362","FGF5","FGFR1","connectomedb2020"
"18520","P12034","P21802","FGF5","FGFR2","connectomedb2020"
"18521","P13385","P27037","TDGF1","ACVR2A","connectomedb2020"
"18522","P13385","P36896","TDGF1","ACVR1B","connectomedb2020"
"18523","Q96S42","P13385","NODAL","TDGF1","connectomedb2020"
"18524","P14174","P61073","MIF","CXCR4","connectomedb2020"
"18525","P15151","Q15762","PVR","CD226","connectomedb2020"
"18526","Q15762","P15151","CD226","PVR","connectomedb2020"
"18527","P15907","P20273","ST6GAL1","CD22","connectomedb2020"
"18528","P17693","Q8NHL6","HLA-G","LILRB1","connectomedb2020"
"18529","P17693","Q99706","HLA-G","KIR2DL4","connectomedb2020"
"18530","P05362","P20701","ICAM1","ITGAL","connectomedb2020"
"18531","P14138","P23276","EDN3","KEL","connectomedb2020"
"18532","P23515","Q96FE5","OMG","LINGO1","connectomedb2020"
"18533","P28799","P19438","GRN","TNFRSF1A","connectomedb2020"
"18534","Q5JWF2","P30518","GNAS","AVPR2","connectomedb2020"
"18535","P34130","P04629","NTF4","NTRK1","connectomedb2020"
"18536","P34130","Q16620","NTF4","NTRK2","connectomedb2020"
"18537","P35442","Q08722","THBS2","CD47","connectomedb2020"
"18538","P39905","O00451","GDNF","GFRA2","connectomedb2020"
"18539","P39905","P56159","GDNF","GFRA1","connectomedb2020"
"18540","P41221","P34925","WNT5A","RYK","connectomedb2020"
"18541","P41221","Q9NPG1","WNT5A","FZD3","connectomedb2020"
"18542","P42127","O75882","ASIP","ATRN","connectomedb2020"
"18543","P42127","Q01726","ASIP","MC1R","connectomedb2020"
"18544","P43026","O00238","GDF5","BMPR1B","connectomedb2020"
"18545","P49768","P46531","PSEN1","NOTCH1","connectomedb2020"
"18546","P52803","P29317","EFNA5","EPHA2","connectomedb2020"
"18547","P52797","P29317","EFNA3","EPHA2","connectomedb2020"
"18548","P56703","O75581","WNT3","LRP6","connectomedb2020"
"18549","P56704","O75581","WNT3A","LRP6","connectomedb2020"
"18550","P56704","Q14332","WNT3A","FZD2","connectomedb2020"
"18551","P56704","Q9UP38","WNT3A","FZD1","connectomedb2020"
"18552","P56706","Q9ULW2","WNT7B","FZD10","connectomedb2020"
"18553","P56706","Q9UP38","WNT7B","FZD1","connectomedb2020"
"18554","P58417","Q9Y4C0","NXPH1","NRXN3","connectomedb2020"
"18555","P78504","Q9UM47","JAG1","NOTCH3","connectomedb2020"
"18556","P80370","P46531","DLK1","NOTCH1","connectomedb2020"
"18557","P98172","P54760","EFNB1","EPHB4","connectomedb2020"
"18558","Q12841","Q14689","FSTL1","DIP2A","connectomedb2020"
"18559","Q13214","O14786","SEMA3B","NRP1","connectomedb2020"
"18560","Q13214","O60462","SEMA3B","NRP2","connectomedb2020"
"18561","Q5JWF2","Q13258","GNAS","PTGDR","connectomedb2020"
"18562","Q13275","O60462","SEMA3F","NRP2","connectomedb2020"
"18563","Q14242","P16581","SELPLG","SELE","connectomedb2020"
"18564","Q14563","O75051","SEMA3A","PLXNA2","connectomedb2020"
"18565","Q14563","Q9HCM2","SEMA3A","PLXNA4","connectomedb2020"
"18566","Q14563","Q9UIW2","SEMA3A","PLXNA1","connectomedb2020"
"18567","Q15389","P35590","ANGPT1","TIE1","connectomedb2020"
"18568","Q15768","P54764","EFNB3","EPHA4","connectomedb2020"
"18569","Q15848","Q86V24","ADIPOQ","ADIPOR2","connectomedb2020"
"18570","Q15848","Q96A54","ADIPOQ","ADIPOR1","connectomedb2020"
"18571","P27797","Q07954","CALR","LRP1","connectomedb2020"
"18572","P01112","P06213","HRAS","INSR","connectomedb2020"
"18573","O43184","P05556","ADAM12","ITGB1","connectomedb2020"
"18574","P78324","Q08722","SIRPA","CD47","connectomedb2020"
"18575","Q08722","P78324","CD47","SIRPA","connectomedb2020"
"18576","P01112","Q03135","HRAS","CAV1","connectomedb2020"
"18577","P27797","P06756","CALR","ITGAV","connectomedb2020"
"18578","P27797","P26006","CALR","ITGA3","connectomedb2020"
"18579","P84077","P06213","ARF1","INSR","connectomedb2020"
"18580","P06756","P04216","ITGAV","THY1","connectomedb2020"
"18581","Q7Z6A9","Q7Z7D3","BTLA","VTCN1","connectomedb2020"
"18582","P01024","P20023","C3","CR2","connectomedb2020"
"18583","P51671","O00590","CCL11","ACKR2","connectomedb2020"
"18584","Q99616","O00590","CCL13","ACKR2","connectomedb2020"
"18585","Q16627","O00590","CCL14","ACKR2","connectomedb2020"
"18586","O15467","P32246","CCL16","CCR1","connectomedb2020"
"18587","O15467","P51685","CCL16","CCR8","connectomedb2020"
"18588","Q92583","Q16570","CCL17","ACKR1","connectomedb2020"
"18589","Q92583","O00590","CCL17","ACKR2","connectomedb2020"
"18590","P55774","P51685","CCL18","CCR8","connectomedb2020"
"18591","P55774","P51677","CCL18","CCR3","connectomedb2020"
"18592","P55774","Q9BZ71","CCL18","PITPNM3","connectomedb2020"
"18593","P13500","Q16570","CCL2","ACKR1","connectomedb2020"
"18594","P13500","O00590","CCL2","ACKR2","connectomedb2020"
"18595","O00626","O00590","CCL22","ACKR2","connectomedb2020"
"18596","Q9Y258","P32246","CCL26","CCR1","connectomedb2020"
"18597","P10147","O00590","CCL3","ACKR2","connectomedb2020"
"18598","P16619","O00590","CCL3L1","ACKR2","connectomedb2020"
"18599","P16619","P32246","CCL3L1","CCR1","connectomedb2020"
"18600","P16619","P51677","CCL3L1","CCR3","connectomedb2020"
"18601","P13236","O00590","CCL4","ACKR2","connectomedb2020"
"18602","P13501","Q16570","CCL5","ACKR1","connectomedb2020"
"18603","P13501","O00590","CCL5","ACKR2","connectomedb2020"
"18604","P80098","O00590","CCL7","ACKR2","connectomedb2020"
"18605","P80075","O00590","CCL8","ACKR2","connectomedb2020"
"18606","P32942","Q9NNX6","ICAM3","CD209","connectomedb2020"
"18607","Q9NNX6","P32942","CD209","ICAM3","connectomedb2020"
"18608","P33681","Q9NZQ7","CD80","CD274","connectomedb2020"
"18609","Q9NZQ7","P33681","CD274","CD80","connectomedb2020"
"18610","P06729","P09326","CD2","CD48","connectomedb2020"
"18611","P09326","P06729","CD48","CD2","connectomedb2020"
"18612","P09326","Q9BZW8","CD48","CD244","connectomedb2020"
"18613","Q9BZW8","P09326","CD244","CD48","connectomedb2020"
"18614","P19256","P06729","CD58","CD2","connectomedb2020"
"18615","P33681","P16410","CD80","CTLA4","connectomedb2020"
"18616","P42081","P16410","CD86","CTLA4","connectomedb2020"
"18617","P12830","Q96E93","CDH1","KLRG1","connectomedb2020"
"18618","P13688","Q8TDQ0","CEACAM1","HAVCR2","connectomedb2020"
"18619","Q86YL7","Q9P126","PDPN","CLEC1B","connectomedb2020"
"18620","P09341","Q16570","CXCL1","ACKR1","connectomedb2020"
"18621","O43927","P49682","CXCL13","CXCR3","connectomedb2020"
"18622","O43927","Q9NPB9","CXCL13","ACKR4","connectomedb2020"
"18623","P10145","Q16570","CXCL8","ACKR1","connectomedb2020"
"18624","Q9NYJ7","Q9UM47","DLL3","NOTCH3","connectomedb2020"
"18625","Q9NYJ7","Q99466","DLL3","NOTCH4","connectomedb2020"
"18626","Q9NR61","Q04721","DLL4","NOTCH2","connectomedb2020"
"18627","Q9NR61","Q9UM47","DLL4","NOTCH3","connectomedb2020"
"18628","P02751","P06756","FN1","ITGAV","connectomedb2020"
"18629","Q9UM44","Q96BF3","HHLA2","TMIGD2","connectomedb2020"
"18630","P04439","Q8NHL6","HLA-A","LILRB1","connectomedb2020"
"18631","P04439","P43630","HLA-A","KIR3DL2","connectomedb2020"
"18632","P01889","Q8NHL6","HLA-B","LILRB1","connectomedb2020"
"18633","P01889","P43629","HLA-B","KIR3DL1","connectomedb2020"
"18634","P10321","Q8NHL6","HLA-C","LILRB1","connectomedb2020"
"18635","P10321","P43626","HLA-C","KIR2DL1","connectomedb2020"
"18636","P10321","P43628","HLA-C","KIR2DL3","connectomedb2020"
"18637","P30511","Q8NHL6","HLA-F","LILRB1","connectomedb2020"
"18638","P17693","Q8N423","HLA-G","LILRB2","connectomedb2020"
"18639","P09429","Q8TDQ0","HMGB1","HAVCR2","connectomedb2020"
"18640","O75144","Q9Y6W8","ICOSLG","ICOS","connectomedb2020"
"18641","Q9Y6W8","O75144","ICOS","ICOSLG","connectomedb2020"
"18642","O75144","P10747","ICOSLG","CD28","connectomedb2020"
"18643","O75144","P16410","ICOSLG","CTLA4","connectomedb2020"
"18644","Q14005","P01730","IL16","CD4","connectomedb2020"
"18645","P18510","P27930","IL1RN","IL1R2","connectomedb2020"
"18646","P31025","Q6UX01","LCN1","LMBR1L","connectomedb2020"
"18647","P09382","Q07108","LGALS1","CD69","connectomedb2020"
"18648","O00182","Q8TDQ0","LGALS9","HAVCR2","connectomedb2020"
"18649","Q29983","P26718","MICA","KLRK1","connectomedb2020"
"18650","Q29980","P26718","MICB","KLRK1","connectomedb2020"
"18651","Q68D85","O14931","NCR3LG1","NCR3","connectomedb2020"
"18652","P40200","Q15223","CD96","NECTIN1","connectomedb2020"
"18653","Q15223","P40200","NECTIN1","CD96","connectomedb2020"
"18654","Q495A1","Q92692","TIGIT","NECTIN2","connectomedb2020"
"18655","Q92692","Q495A1","NECTIN2","TIGIT","connectomedb2020"
"18656","Q92692","P40200","NECTIN2","CD96","connectomedb2020"
"18657","Q9BQ51","Q15116","PDCD1LG2","PDCD1","connectomedb2020"
"18658","P02776","P49682","PF4","CXCR3","connectomedb2020"
"18659","P10720","P49682","PF4V1","CXCR3","connectomedb2020"
"18660","P02775","P25024","PPBP","CXCR1","connectomedb2020"
"18661","P15151","P40200","PVR","CD96","connectomedb2020"
"18662","P40200","P15151","CD96","PVR","connectomedb2020"
"18663","P15151","Q6DKI7","PVR","PVRIG","connectomedb2020"
"18664","Q9H3S1","O43157","SEMA4A","PLXNB1","connectomedb2020"
"18665","Q9H3S1","O15031","SEMA4A","PLXNB2","connectomedb2020"
"18666","Q9H3S1","Q9Y4D7","SEMA4A","PLXND1","connectomedb2020"
"18667","Q9C0C4","O15031","SEMA4C","PLXNB2","connectomedb2020"
"18668","Q92854","O15031","SEMA4D","PLXNB2","connectomedb2020"
"18669","Q92854","P21854","SEMA4D","CD72","connectomedb2020"
"18670","O75093","Q9HCK4","SLIT1","ROBO2","connectomedb2020"
"18671","O75093","Q9Y6N7","SLIT1","ROBO1","connectomedb2020"
"18672","P50591","O00300","TNFSF10","TNFRSF11B","connectomedb2020"
"18673","O43557","O95407","TNFSF14","TNFRSF6B","connectomedb2020"
"18674","P13611","P16070","VCAN","CD44","connectomedb2020"
"18675","P15692","O14786","VEGFA","NRP1","connectomedb2020"
"18676","P15692","O60462","VEGFA","NRP2","connectomedb2020"
"18677","P49765","O14786","VEGFB","NRP1","connectomedb2020"
"18678","P49763","O14786","PGF","NRP1","connectomedb2020"
"18679","P49763","O60462","PGF","NRP2","connectomedb2020"
"18680","P49763","P17948","PGF","FLT1","connectomedb2020"
"18681","P04004","P06756","VTN","ITGAV","connectomedb2020"
"18682","P10451","P16070","SPP1","CD44","connectomedb2020"
"18683","O95971","Q92956","CD160","TNFRSF14","connectomedb2020"
"18684","Q92956","O95971","TNFRSF14","CD160","connectomedb2020"
"18685","Q08722","Q9P1W8","CD47","SIRPG","connectomedb2020"
"18686","Q9P1W8","Q08722","SIRPG","CD47","connectomedb2020"
"18687","P15941","Q9Y336","MUC1","SIGLEC9","connectomedb2020"
"18688","P17931","P18627","LGALS3","LAG3","connectomedb2020"
"18689","Q08830","P18627","FGL1","LAG3","connectomedb2020"
"18690","Q6UXB4","P18627","CLEC4G","LAG3","connectomedb2020"
"18691","Q13275","P51805","SEMA3F","PLXNA3","connectomedb2020"
"18692","Q13275","O14786","SEMA3F","NRP1","connectomedb2020"
"18693","P07585","P00533","DCN","EGFR","connectomedb2020"
"18694","P07585","P08581","DCN","MET","connectomedb2020"
"18695","P07585","Q15303","DCN","ERBB4","connectomedb2020"
"18696","P28799","Q99523","GRN","SORT1","connectomedb2020"
"18697","P28799","P20333","GRN","TNFRSF1B","connectomedb2020"
"18698","P32942","P20701","ICAM3","ITGAL","connectomedb2020"
"18699","P32942","P05107","ICAM3","ITGB2","connectomedb2020"
"18700","P32942","Q9H2X3","ICAM3","CLEC4M","connectomedb2020"
"18701","P32942","Q13349","ICAM3","ITGAD","connectomedb2020"
"18702","P13688","P16581","CEACAM1","SELE","connectomedb2020"
"18703","P13688","Q9NNX6","CEACAM1","CD209","connectomedb2020"
"18704","P08620","P11362","FGF4","FGFR1","connectomedb2020"
"18705","P08620","P22607","FGF4","FGFR3","connectomedb2020"
"18706","P08620","O14786","FGF4","NRP1","connectomedb2020"
"18707","O95631","Q6UXZ4","NTN1","UNC5D","connectomedb2020"
"18708","O95631","Q8IZJ1","NTN1","UNC5B","connectomedb2020"
"18709","O95631","P43146","NTN1","DCC","connectomedb2020"
"18710","O95631","Q6ZN44","NTN1","UNC5A","connectomedb2020"
"18711","O95631","P29275","NTN1","ADORA2B","connectomedb2020"
"18712","O95631","Q92859","NTN1","NEO1","connectomedb2020"
"18713","P09683","P32241","SCT","VIPR1","connectomedb2020"
"18714","P09683","P41587","SCT","VIPR2","connectomedb2020"
"18715","Q9NP95","P21802","FGF20","FGFR2","connectomedb2020"
"18716","Q9NP95","P22455","FGF20","FGFR4","connectomedb2020"
"18717","Q9NP95","P11362","FGF20","FGFR1","connectomedb2020"
"18718","Q9NP95","P22607","FGF20","FGFR3","connectomedb2020"
"18719","P98172","O15197","EFNB1","EPHB6","connectomedb2020"
"18720","P98172","P04626","EFNB1","ERBB2","connectomedb2020"
"18721","P54764","P98172","EPHA4","EFNB1","connectomedb2020"
"18722","P98172","P54764","EFNB1","EPHA4","connectomedb2020"
"18723","Q9NTN9","O15031","SEMA4G","PLXNB2","connectomedb2020"
"18724","O43921","P29320","EFNA2","EPHA3","connectomedb2020"
"18725","O43921","P21709","EFNA2","EPHA1","connectomedb2020"
"18726","Q9HCT0","P11362","FGF22","FGFR1","connectomedb2020"
"18727","Q13477","P13612","MADCAM1","ITGA4","connectomedb2020"
"18728","Q13477","P16070","MADCAM1","CD44","connectomedb2020"
"18729","Q13477","P26010","MADCAM1","ITGB7","connectomedb2020"
"18730","P09382","P05556","LGALS1","ITGB1","connectomedb2020"
"18731","P09382","P08575","LGALS1","PTPRC","connectomedb2020"
"18732","Q14112","Q5TAT6","NID2","COL13A1","connectomedb2020"
"18733","P10144","P20309","GZMB","CHRM3","connectomedb2020"
"18734","P00740","Q07954","F9","LRP1","connectomedb2020"
"18735","P01033","P08962","TIMP1","CD63","connectomedb2020"
"18736","P08253","P34741","MMP2","SDC2","connectomedb2020"
"18737","Q92583","P51685","CCL17","CCR8","connectomedb2020"
"18738","P01266","P07306","TG","ASGR1","connectomedb2020"
"18739","P01266","P98164","TG","LRP2","connectomedb2020"
"18740","Q8N474","Q14332","SFRP1","FZD2","connectomedb2020"
"18741","Q8N474","O60353","SFRP1","FZD6","connectomedb2020"
"18742","P00750","Q07954","PLAT","LRP1","connectomedb2020"
"18743","Q9UBT3","O75581","DKK4","LRP6","connectomedb2020"
"18744","P03971","P00533","AMH","EGFR","connectomedb2020"
"18745","P01137","P17813","TGFB1","ENG","connectomedb2020"
"18746","P01137","P37023","TGFB1","ACVRL1","connectomedb2020"
"18747","P01137","P06756","TGFB1","ITGAV","connectomedb2020"
"18748","P01137","P34741","TGFB1","SDC2","connectomedb2020"
"18749","Q9UMF0","P20701","ICAM5","ITGAL","connectomedb2020"
"18750","Q9UMF0","P05107","ICAM5","ITGB2","connectomedb2020"
"18751","P06731","P15813","CEACAM5","CD1D","connectomedb2020"
"18752","P49747","P05106","COMP","ITGB3","connectomedb2020"
"18753","P14210","P16070","HGF","CD44","connectomedb2020"
"18754","P14210","P18827","HGF","SDC1","connectomedb2020"
"18755","P14210","P34741","HGF","SDC2","connectomedb2020"
"18756","P14210","Q9Y5Y6","HGF","ST14","connectomedb2020"
"18757","P07942","P05556","LAMB1","ITGB1","connectomedb2020"
"18758","P07942","P23229","LAMB1","ITGA6","connectomedb2020"
"18759","Q9HCQ7","Q9Y5X5","NPVF","NPFFR2","connectomedb2020"
"18760","P05121","P98164","SERPINE1","LRP2","connectomedb2020"
"18761","P05121","Q07954","SERPINE1","LRP1","connectomedb2020"
"18762","P56703","P34925","WNT3","RYK","connectomedb2020"
"18763","P56703","Q9UP38","WNT3","FZD1","connectomedb2020"
"18764","P56703","O75084","WNT3","FZD7","connectomedb2020"
"18765","P56703","Q9H461","WNT3","FZD8","connectomedb2020"
"18766","P13500","P32246","CCL2","CCR1","connectomedb2020"
"18767","P13500","P46092","CCL2","CCR10","connectomedb2020"
"18768","P13500","Q9NPB9","CCL2","ACKR4","connectomedb2020"
"18769","Q99616","Q9NPB9","CCL13","ACKR4","connectomedb2020"
"18770","P02452","P08648","COL1A1","ITGA5","connectomedb2020"
"18771","P02452","Q9NPY3","COL1A1","CD93","connectomedb2020"
"18772","P02452","P16671","COL1A1","CD36","connectomedb2020"
"18773","P02452","Q16832","COL1A1","DDR2","connectomedb2020"
"18774","P02452","P16070","COL1A1","CD44","connectomedb2020"
"18775","P02452","Q9UKX5","COL1A1","ITGA11","connectomedb2020"
"18776","P02452","P17301","COL1A1","ITGA2","connectomedb2020"
"18777","Q15768","O15197","EFNB3","EPHB6","connectomedb2020"
"18778","Q15768","P54760","EFNB3","EPHB4","connectomedb2020"
"18779","Q15768","Q9NX52","EFNB3","RHBDL2","connectomedb2020"
"18780","Q15768","P54762","EFNB3","EPHB1","connectomedb2020"
"18781","Q15768","P29323","EFNB3","EPHB2","connectomedb2020"
"18782","P04004","P08648","VTN","ITGA5","connectomedb2020"
"18783","P04004","P53708","VTN","ITGA8","connectomedb2020"
"18784","P04004","Q03405","VTN","PLAUR","connectomedb2020"
"18785","P04004","P05106","VTN","ITGB3","connectomedb2020"
"18786","P04004","P18564","VTN","ITGB6","connectomedb2020"
"18787","P04004","O00300","VTN","TNFRSF11B","connectomedb2020"
"18788","P04004","P15151","VTN","PVR","connectomedb2020"
"18789","P60568","P19397","IL2","CD53","connectomedb2020"
"18790","Q92478","Q9NZS2","CLEC2B","KLRF1","connectomedb2020"
"18791","Q9NZS2","Q92478","KLRF1","CLEC2B","connectomedb2020"
"18792","Q14242","P14151","SELPLG","SELL","connectomedb2020"
"18793","P10767","P11362","FGF6","FGFR1","connectomedb2020"
"18794","P10767","P22607","FGF6","FGFR3","connectomedb2020"
"18795","Q9BZM6","P26718","ULBP1","KLRK1","connectomedb2020"
"18796","Q99075","P16070","HBEGF","CD44","connectomedb2020"
"18797","Q99075","P21926","HBEGF","CD9","connectomedb2020"
"18798","Q99075","P04626","HBEGF","ERBB2","connectomedb2020"
"18799","P05112","Q14627","IL4","IL13RA2","connectomedb2020"
"18800","P05112","P19397","IL4","CD53","connectomedb2020"
"18801","Q9NS98","O60462","SEMA3G","NRP2","connectomedb2020"
"18802","P02788","Q07954","LTF","LRP1","connectomedb2020"
"18803","P04196","P12314","HRG","FCGR1A","connectomedb2020"
"18804","P10646","Q07954","TFPI","LRP1","connectomedb2020"
"18805","P04114","P78380","APOB","OLR1","connectomedb2020"
"18806","P04114","P98164","APOB","LRP2","connectomedb2020"
"18807","P04114","Q86X29","APOB","LSR","connectomedb2020"
"18808","P04070","P07204","PROC","THBD","connectomedb2020"
"18809","Q9GZV9","P21802","FGF23","FGFR2","connectomedb2020"
"18810","Q9GZV9","Q9UEF7","FGF23","KL","connectomedb2020"
"18811","Q9GZV9","P22455","FGF23","FGFR4","connectomedb2020"
"18812","Q9GZV9","P11362","FGF23","FGFR1","connectomedb2020"
"18813","Q9GZV9","P22607","FGF23","FGFR3","connectomedb2020"
"18814","P10600","P17813","TGFB3","ENG","connectomedb2020"
"18815","P10600","P37023","TGFB3","ACVRL1","connectomedb2020"
"18816","P08476","Q04771","INHBA","ACVR1","connectomedb2020"
"18817","P08476","P17813","INHBA","ENG","connectomedb2020"
"18818","P08476","Q13145","INHBA","BAMBI","connectomedb2020"
"18819","P52799","O15197","EFNB2","EPHB6","connectomedb2020"
"18820","P52799","P16284","EFNB2","PECAM1","connectomedb2020"
"18821","P52799","Q9NX52","EFNB2","RHBDL2","connectomedb2020"
"18822","P52799","P41594","EFNB2","GRM5","connectomedb2020"
"18823","P52799","P54764","EFNB2","EPHA4","connectomedb2020"
"18824","P52799","Q9UF33","EFNB2","EPHA6","connectomedb2020"
"18825","P52799","Q13255","EFNB2","GRM1","connectomedb2020"
"18826","O60542","P07949","PSPN","RET","connectomedb2020"
"18827","O60542","P56159","PSPN","GFRA1","connectomedb2020"
"18828","P01024","P11215","C3","ITGAM","connectomedb2020"
"18829","P01024","P15391","C3","CD19","connectomedb2020"
"18830","P01024","P15529","C3","CD46","connectomedb2020"
"18831","P01024","Q9P296","C3","C5AR2","connectomedb2020"
"18832","P01024","P20702","C3","ITGAX","connectomedb2020"
"18833","P01024","P17927","C3","CR1","connectomedb2020"
"18834","P01024","P05107","C3","ITGB2","connectomedb2020"
"18835","P50552","P25025","VASP","CXCR2","connectomedb2020"
"18836","P55000","P36544","SLURP1","CHRNA7","connectomedb2020"
"18837","P23515","Q86UN2","OMG","RTN4RL1","connectomedb2020"
"18838","Q16613","P49286","AANAT","MTNR1B","connectomedb2020"
"18839","Q16613","P48039","AANAT","MTNR1A","connectomedb2020"
"18840","P02649","P98164","APOE","LRP2","connectomedb2020"
"18841","P02649","P01130","APOE","LDLR","connectomedb2020"
"18842","P02649","O75197","APOE","LRP5","connectomedb2020"
"18843","P02649","Q8WTV0","APOE","SCARB1","connectomedb2020"
"18844","P02649","Q14114","APOE","LRP8","connectomedb2020"
"18845","Q10589","P59901","BST2","LILRA4","connectomedb2020"
"18846","O95972","P36894","BMP15","BMPR1A","connectomedb2020"
"18847","O95972","O00238","BMP15","BMPR1B","connectomedb2020"
"18848","P01588","P54760","EPO","EPHB4","connectomedb2020"
"18849","O15230","P50895","LAMA5","BCAM","connectomedb2020"
"18850","P00748","P07359","F12","GP1BA","connectomedb2020"
"18851","P78504","P15529","JAG1","CD46","connectomedb2020"
"18852","P78504","Q99466","JAG1","NOTCH4","connectomedb2020"
"18853","P02741","P78380","CRP","OLR1","connectomedb2020"
"18854","P30990","Q99523","NTS","SORT1","connectomedb2020"
"18855","P07492","P32247","GRP","BRS3","connectomedb2020"
"18856","P07492","P28336","GRP","NMBR","connectomedb2020"
"18857","Q08554","Q14126","DSC1","DSG2","connectomedb2020"
"18858","Q14126","Q08554","DSG2","DSC1","connectomedb2020"
"18859","Q9H2E6","Q9HCM2","SEMA6A","PLXNA4","connectomedb2020"
"18860","Q9H2E6","O75051","SEMA6A","PLXNA2","connectomedb2020"
"18861","Q9GZZ8","P18827","LACRT","SDC1","connectomedb2020"
"18862","O95390","P36896","GDF11","ACVR1B","connectomedb2020"
"18863","P02763","P51681","ORM1","CCR5","connectomedb2020"
"18864","O00585","P49682","CCL21","CXCR3","connectomedb2020"
"18865","O00585","O00590","CCL21","ACKR2","connectomedb2020"
"18866","Q9Y4X3","O00590","CCL27","ACKR2","connectomedb2020"
"18867","P09237","P16070","MMP7","CD44","connectomedb2020"
"18868","P09237","P48509","MMP7","CD151","connectomedb2020"
"18869","P09237","Q15303","MMP7","ERBB4","connectomedb2020"
"18870","P07996","P13612","THBS1","ITGA4","connectomedb2020"
"18871","P07996","Q08722","THBS1","CD47","connectomedb2020"
"18872","P07996","P18827","THBS1","SDC1","connectomedb2020"
"18873","P07996","P05556","THBS1","ITGB1","connectomedb2020"
"18874","P07996","P08514","THBS1","ITGA2B","connectomedb2020"
"18875","P07996","P05106","THBS1","ITGB3","connectomedb2020"
"18876","P07996","P31431","THBS1","SDC4","connectomedb2020"
"18877","P07996","P23229","THBS1","ITGA6","connectomedb2020"
"18878","P07996","O00300","THBS1","TNFRSF11B","connectomedb2020"
"18879","P07996","P16671","THBS1","CD36","connectomedb2020"
"18880","O14672","P29320","ADAM10","EPHA3","connectomedb2020"
"18881","P27658","P56199","COL8A1","ITGA1","connectomedb2020"
"18882","P27658","P17301","COL8A1","ITGA2","connectomedb2020"
"18883","P04275","P08514","VWF","ITGA2B","connectomedb2020"
"18884","P04275","O00300","VWF","TNFRSF11B","connectomedb2020"
"18885","P04275","P07359","VWF","GP1BA","connectomedb2020"
"18886","P12830","P00533","CDH1","EGFR","connectomedb2020"
"18887","P12830","P08069","CDH1","IGF1R","connectomedb2020"
"18888","P12830","P26010","CDH1","ITGB7","connectomedb2020"
"18889","P12830","P38570","CDH1","ITGAE","connectomedb2020"
"18890","P12830","P28827","CDH1","PTPRM","connectomedb2020"
"18891","O75326","P05556","SEMA7A","ITGB1","connectomedb2020"
"18892","O75326","P56199","SEMA7A","ITGA1","connectomedb2020"
"18893","P23352","P34741","ANOS1","SDC2","connectomedb2020"
"18894","P23352","P11362","ANOS1","FGFR1","connectomedb2020"
"18895","P16035","P05556","TIMP2","ITGB1","connectomedb2020"
"18896","Q08380","P05556","LGALS3BP","ITGB1","connectomedb2020"
"18897","P01583","P27930","IL1A","IL1R2","connectomedb2020"
"18898","Q16674","Q9ULB5","MIA","CDH7","connectomedb2020"
"18899","Q13753","P23229","LAMC2","ITGA6","connectomedb2020"
"18900","Q13753","P05556","LAMC2","ITGB1","connectomedb2020"
"18901","P14543","P05106","NID1","ITGB3","connectomedb2020"
"18902","P14543","Q5TAT6","NID1","COL13A1","connectomedb2020"
"18903","P14543","P10586","NID1","PTPRF","connectomedb2020"
